"IDMEDIDA","NODO","TEMPERATURA","HUMEDAD RELATIVA","HUMEDAD DE LA TIERRA","NIVEL UV","INTENSIDAD LUMÍNICA","AÑO","MES","DIA","HORA","MINUTO"
"13873","2","22","37","5,79","0","3671","2018","6","6","2","40"
"13874","5","22","62","17,51","0","2029","2018","6","6","2","40"
"13875","2","22","37","5,79","0","4017","2018","6","6","2","41"
"13876","5","22","62","17,83","0","2205","2018","6","6","2","41"
"13877","2","23","36","5,79","0","4410","2018","6","6","2","42"
"13878","5","22","62","17,83","0","2398","2018","6","6","2","42"
"13879","2","23","36","5,63","0","4785","2018","6","6","2","43"
"13880","5","22","62","17,99","0","2627","2018","6","6","2","43"
"13881","2","23","36","5,63","0","5096","2018","6","6","2","44"
"13882","5","22","62","18,15","0","2873","2018","6","6","2","44"
"13883","2","23","36","5,79","0","5378","2018","6","6","2","45"
"13884","5","22","62","18,15","0","3079","2018","6","6","2","45"
"13885","2","23","36","5,79","0","5536","2018","6","6","2","46"
"13886","5","22","62","18,31","0","3249","2018","6","6","2","46"
"13887","2","23","36","5,79","0","5595","2018","6","6","2","47"
"13888","5","22","62","18,63","0","3425","2018","6","6","2","47"
"13889","2","23","36","5,63","0","5630","2018","6","6","2","48"
"13890","5","22","62","18,63","0","3636","2018","6","6","2","48"
"13891","2","23","37","5,95","0","5648","2018","6","6","2","49"
"13892","2","23","37","5,47","0","5665","2018","6","6","2","50"
"13893","5","22","62","25,37","0","4117","2018","6","6","2","50"
"13894","2","22","38","5,63","0","5677","2018","6","6","2","51"
"13895","5","22","62","25,85","0","4475","2018","6","6","2","51"
"13896","2","23","36","5,63","0","5695","2018","6","6","2","52"
"13897","5","22","62","25,69","0","4844","2018","6","6","2","52"
"13898","2","23","36","5,79","0","5700","2018","6","6","2","53"
"13899","5","22","63","25,37","0","5038","2018","6","6","2","53"
"13900","2","23","36","5,95","0","5700","2018","6","6","2","54"
"13901","5","22","63","17,35","0","5073","2018","6","6","2","54"
"13902","2","23","36","5,79","0","5706","2018","6","6","2","55"
"13903","5","22","63","17,03","0","5196","2018","6","6","2","55"
"13904","2","23","36","5,79","0","5712","2018","6","6","2","56"
"13905","5","22","63","17,03","0","5290","2018","6","6","2","56"
"13906","2","23","36","5,95","0","5712","2018","6","6","2","57"
"13907","5","22","63","17,67","0","5390","2018","6","6","2","57"
"13908","2","23","36","5,79","0","5712","2018","6","6","2","58"
"13909","5","22","63","17,99","0","5495","2018","6","6","2","58"
"13910","2","23","37","5,63","0","5718","2018","6","6","2","59"
"13911","5","22","63","17,99","0","5548","2018","6","6","2","59"
"13912","2","23","37","5,79","0","5724","2018","6","6","3","0"
"13913","5","22","63","17,99","0","5577","2018","6","6","3","0"
"13914","2","23","36","5,79","0","5724","2018","6","6","3","1"
"13915","5","22","63","17,99","0","5601","2018","6","6","3","1"
"13916","2","23","36","5,63","0","5724","2018","6","6","3","2"
"13917","5","22","63","17,99","0","5618","2018","6","6","3","2"
"13918","2","23","36","5,79","0","5730","2018","6","6","3","3"
"13919","5","22","63","17,83","0","5630","2018","6","6","3","3"
"13920","2","23","36","5,63","0","5730","2018","6","6","3","4"
"13921","5","22","62","17,83","0","5642","2018","6","6","3","4"
"13922","2","23","36","5,95","0","5736","2018","6","6","3","5"
"13923","5","22","62","17,67","0","5653","2018","6","6","3","5"
"13924","2","23","36","5,63","0","5736","2018","6","6","3","6"
"13925","5","22","62","17,67","0","5659","2018","6","6","3","6"
"13926","2","23","36","5,63","0","5741","2018","6","6","3","7"
"13927","5","22","61","17,67","0","5665","2018","6","6","3","7"
"13928","5","22","61","17,67","0","5665","2018","6","6","3","8"
"13929","2","23","36","5,63","0","5741","2018","6","6","3","9"
"13930","5","22","61","17,51","0","5671","2018","6","6","3","9"
"13931","2","23","36","5,79","0","5747","2018","6","6","3","10"
"13932","5","22","61","17,51","0","5677","2018","6","6","3","10"
"13933","2","23","36","5,79","0","5747","2018","6","6","3","11"
"13934","5","22","61","17,51","0","5677","2018","6","6","3","11"
"13935","2","23","36","5,79","0","5747","2018","6","6","3","12"
"13936","5","22","61","17,51","0","5683","2018","6","6","3","12"
"13937","2","23","36","5,95","0","5747","2018","6","6","3","13"
"13938","5","22","62","17,51","0","5683","2018","6","6","3","13"
"13939","2","23","36","5,79","0","5747","2018","6","6","3","14"
"13940","5","22","62","17,51","0","5689","2018","6","6","3","14"
"13941","2","23","36","5,63","0","5753","2018","6","6","3","15"
"13942","5","22","62","17,51","0","5695","2018","6","6","3","15"
"13943","2","23","36","5,47","0","5753","2018","6","6","3","16"
"13944","5","22","62","17,51","0","5695","2018","6","6","3","16"
"13945","2","23","37","5,63","0","5753","2018","6","6","3","17"
"13946","5","22","62","17,67","0","5700","2018","6","6","3","17"
"13947","2","23","37","5,79","0","5759","2018","6","6","3","18"
"13948","5","22","63","17,51","0","5700","2018","6","6","3","18"
"13949","2","23","37","5,63","0","5759","2018","6","6","3","19"
"13950","5","22","63","17,67","0","5700","2018","6","6","3","19"
"13951","2","23","37","5,63","0","5759","2018","6","6","3","20"
"13952","5","22","63","17,51","0","5706","2018","6","6","3","20"
"13953","2","23","37","5,63","0","5759","2018","6","6","3","21"
"13954","5","22","63","17,67","0","5706","2018","6","6","3","21"
"13955","2","23","36","5,63","0","5759","2018","6","6","3","22"
"13956","5","22","63","17,51","0","5712","2018","6","6","3","22"
"13957","2","23","36","5,63","0","5759","2018","6","6","3","23"
"13958","5","22","63","22,48","0","5712","2018","6","6","3","23"
"13959","2","23","36","5,63","0","5759","2018","6","6","3","24"
"13960","5","22","63","24,09","0","5712","2018","6","6","3","24"
"13961","2","23","36","5,63","0","5759","2018","6","6","3","25"
"13962","5","22","63","24,73","0","5712","2018","6","6","3","25"
"13963","5","22","63","23,93","0","5712","2018","6","6","3","26"
"13964","2","23","36","5,63","0","5759","2018","6","6","3","27"
"13965","5","22","63","23,29","0","5712","2018","6","6","3","27"
"13966","2","23","36","5,47","0","5759","2018","6","6","3","28"
"13967","2","23","36","5,47","0","5759","2018","6","6","3","29"
"13968","2","23","36","5,47","0","5765","2018","6","6","3","32"
"13969","2","23","36","5,63","0","5765","2018","6","6","3","33"
"13970","5","23","60","16,39","0","5747","2018","6","6","3","33"
"13971","2","23","36","5,63","0","5759","2018","6","6","3","34"
"13972","5","23","60","26,5","0","5736","2018","6","6","3","34"
"13973","2","23","36","5,95","0","5753","2018","6","6","3","35"
"13974","5","23","60","24,89","0","5730","2018","6","6","3","35"
"13975","2","24","35","5,79","0","5753","2018","6","6","3","36"
"13976","5","23","59","25,05","0","5730","2018","6","6","3","36"
"13977","2","24","36","5,63","0","5759","2018","6","6","3","37"
"13978","5","23","59","25,37","0","5741","2018","6","6","3","37"
"13979","2","24","36","5,63","0","5759","2018","6","6","3","38"
"13980","5","23","59","25,05","0","5753","2018","6","6","3","38"
"13981","2","24","35","5,63","0","5771","2018","6","6","3","39"
"13982","2","24","36","5,47","0","5782","2018","6","6","3","40"
"13983","5","23","59","25,37","0","5788","2018","6","6","3","40"
"13984","2","24","36","5,63","0","5777","2018","6","6","3","41"
"13985","5","23","59","16,87","0","5771","2018","6","6","3","41"
"13986","5","24","59","17,67","0","5782","2018","6","6","3","42"
"13987","2","24","36","5,63","0","5765","2018","6","6","3","43"
"13988","5","24","59","17,19","0","5741","2018","6","6","3","43"
"13989","2","24","36","5,63","0","5765","2018","6","6","3","44"
"13990","5","23","59","17,35","0","5736","2018","6","6","3","44"
"13991","2","24","36","5,47","0","5765","2018","6","6","3","45"
"13992","5","24","59","21,04","0","5759","2018","6","6","3","45"
"13993","2","24","36","5,63","0","5777","2018","6","6","3","46"
"13994","5","24","59","19,11","0","5782","2018","6","6","3","46"
"13995","2","24","35","5,47","0","5765","2018","6","6","3","47"
"13996","5","24","59","18,79","0","5741","2018","6","6","3","47"
"13997","2","24","36","5,47","0","5765","2018","6","6","3","48"
"13998","5","24","59","18,79","0","5736","2018","6","6","3","48"
"13999","2","24","36","5,47","0","5765","2018","6","6","3","49"
"14000","5","24","59","18,95","0","5736","2018","6","6","3","49"
"14001","2","24","36","5,47","0","5771","2018","6","6","3","50"
"14002","5","24","59","18,95","0","5741","2018","6","6","3","50"
"14003","2","24","36","5,47","0","5771","2018","6","6","3","51"
"14004","5","24","59","21,04","0","5741","2018","6","6","3","51"
"14005","2","24","36","5,47","0","5771","2018","6","6","3","52"
"14006","5","24","59","20,08","0","5741","2018","6","6","3","52"
"14007","2","24","36","5,47","0","5771","2018","6","6","3","53"
"14008","5","24","59","19,43","0","5747","2018","6","6","3","53"
"14009","2","24","36","5,79","0","5777","2018","6","6","3","54"
"14010","5","24","59","19,6","0","5747","2018","6","6","3","54"
"14011","2","24","36","5,63","0","5777","2018","6","6","3","55"
"14012","5","24","59","19,11","0","5747","2018","6","6","3","55"
"14013","2","24","36","5,63","0","5782","2018","6","6","3","56"
"14014","5","24","59","18,79","0","5765","2018","6","6","3","56"
"14015","2","24","36","5,63","0","5782","2018","6","6","3","57"
"14016","5","24","59","18,63","0","5765","2018","6","6","3","57"
"14017","2","24","36","5,63","0","5782","2018","6","6","3","58"
"14018","5","24","59","18,47","0","5759","2018","6","6","3","58"
"14019","2","24","36","5,63","0","5782","2018","6","6","3","59"
"14020","5","24","59","24,89","0","5747","2018","6","6","3","59"
"14021","2","24","36","5,47","0","5788","2018","6","6","4","0"
"14022","5","24","59","20,08","0","5747","2018","6","6","4","0"
"14023","2","24","36","5,47","0","5788","2018","6","6","4","1"
"14024","5","24","59","18,79","0","5747","2018","6","6","4","1"
"14025","2","24","36","5,47","0","5782","2018","6","6","4","2"
"14026","5","24","59","18,47","0","5747","2018","6","6","4","2"
"14027","2","24","36","5,47","0","5788","2018","6","6","4","3"
"14028","5","24","59","17,99","0","5747","2018","6","6","4","3"
"14029","2","24","36","5,47","0","5788","2018","6","6","4","4"
"14030","5","24","59","18,15","0","5747","2018","6","6","4","4"
"14031","2","24","37","5,63","0","5788","2018","6","6","4","5"
"14032","5","24","60","17,51","0","5753","2018","6","6","4","5"
"14033","2","24","37","5,47","0","5788","2018","6","6","4","6"
"14034","5","24","60","17,35","0","5753","2018","6","6","4","6"
"14035","2","24","37","5,63","0","5794","2018","6","6","4","7"
"14036","5","24","60","17,51","0","5759","2018","6","6","4","7"
"14037","2","24","36","5,63","0","5794","2018","6","6","4","8"
"14038","5","24","61","17,67","0","5759","2018","6","6","4","8"
"14039","2","24","36","5,63","0","5800","2018","6","6","4","9"
"14040","5","24","61","17,51","0","5765","2018","6","6","4","9"
"14041","2","24","36","5,63","0","5800","2018","6","6","4","10"
"14042","5","24","60","14,62","0","5765","2018","6","6","4","10"
"14043","2","24","36","5,79","0","5800","2018","6","6","4","11"
"14044","5","24","60","15,42","0","5765","2018","6","6","4","11"
"14045","2","24","37","5,79","0","5806","2018","6","6","4","12"
"14046","5","24","60","15,1","0","5765","2018","6","6","4","12"
"14047","2","24","36","5,47","0","5806","2018","6","6","4","13"
"14048","5","24","60","16,22","0","5771","2018","6","6","4","13"
"14049","2","24","36","5,63","0","5806","2018","6","6","4","14"
"14050","5","24","60","16,22","0","5771","2018","6","6","4","14"
"14051","2","24","37","5,47","0","5812","2018","6","6","4","15"
"14052","5","24","60","16,55","0","5777","2018","6","6","4","15"
"14053","2","24","37","5,31","0","5812","2018","6","6","4","16"
"14054","5","24","60","16,39","0","5782","2018","6","6","4","16"
"14055","2","24","37","5,47","0","5818","2018","6","6","4","17"
"14056","5","24","61","17,35","0","5782","2018","6","6","4","17"
"14057","2","24","37","5,47","0","5818","2018","6","6","4","18"
"14058","5","24","61","16,87","0","5788","2018","6","6","4","18"
"14059","2","24","36","5,47","0","5824","2018","6","6","4","19"
"14060","5","24","61","15,74","0","5794","2018","6","6","4","19"
"14061","2","24","36","5,47","0","5824","2018","6","6","4","20"
"14062","5","24","60","17,51","0","5794","2018","6","6","4","20"
"14063","2","24","36","5,79","0","5824","2018","6","6","4","21"
"14064","5","24","60","18,31","0","5794","2018","6","6","4","21"
"14065","2","24","36","5,63","0","5818","2018","6","6","4","22"
"14066","5","24","60","18,31","0","5800","2018","6","6","4","22"
"14067","2","24","36","5,79","0","5824","2018","6","6","4","23"
"14068","5","24","60","17,67","0","5794","2018","6","6","4","23"
"14069","2","24","36","6,27","0","5818","2018","6","6","4","24"
"14070","5","25","58","18,47","0","5794","2018","6","6","4","24"
"14071","2","24","36","6,11","0","5818","2018","6","6","4","25"
"14072","5","25","58","18,31","0","5794","2018","6","6","4","25"
"14073","2","24","36","6,11","0","5818","2018","6","6","4","26"
"14074","5","25","59","17,83","0","5794","2018","6","6","4","26"
"14075","2","24","37","6,11","0","5818","2018","6","6","4","27"
"14076","5","25","59","17,83","0","5788","2018","6","6","4","27"
"14077","2","25","35","6,11","0","5818","2018","6","6","4","28"
"14078","5","24","60","17,99","0","5788","2018","6","6","4","28"
"14079","2","25","35","5,95","0","5818","2018","6","6","4","29"
"14080","5","24","59","17,67","0","5788","2018","6","6","4","29"
"14081","2","25","35","5,95","0","5818","2018","6","6","4","30"
"14082","5","24","59","17,67","0","5788","2018","6","6","4","30"
"14083","2","25","35","5,95","0","5818","2018","6","6","4","31"
"14084","5","24","59","17,19","0","5788","2018","6","6","4","31"
"14085","2","25","36","5,79","0","5818","2018","6","6","4","32"
"14086","5","24","59","16,87","0","5794","2018","6","6","4","32"
"14087","2","25","36","5,79","0","5818","2018","6","6","4","33"
"14088","5","24","59","17,35","0","5794","2018","6","6","4","33"
"14089","2","24","37","5,79","0","5818","2018","6","6","4","34"
"14090","5","24","60","17,99","0","5806","2018","6","6","4","34"
"14091","2","25","36","5,63","0","5841","2018","6","6","4","35"
"14092","5","25","59","17,67","0","5841","2018","6","6","4","35"
"14093","2","25","36","5,79","0","5847","2018","6","6","4","36"
"14094","5","26","57","18,47","0","5847","2018","6","6","4","36"
"14095","2","25","36","5,79","0","5847","2018","6","6","4","37"
"14096","5","26","56","18,31","0","5847","2018","6","6","4","37"
"14097","2","25","36","5,79","0","5853","2018","6","6","4","38"
"14098","5","27","55","18,15","0","5853","2018","6","6","4","38"
"14099","2","25","35","5,95","0","5853","2018","6","6","4","39"
"14100","5","27","53","18,31","0","5847","2018","6","6","4","39"
"14101","2","25","35","5,79","0","5853","2018","6","6","4","40"
"14102","5","28","48","17,51","0","5847","2018","6","6","4","40"
"14103","2","25","35","5,79","0","5847","2018","6","6","4","41"
"14104","5","28","46","17,67","0","5847","2018","6","6","4","41"
"14105","2","25","35","5,63","0","5853","2018","6","6","4","42"
"14106","5","28","46","17,35","0","5847","2018","6","6","4","42"
"14107","2","25","35","5,63","0","5847","2018","6","6","4","43"
"14108","5","28","46","20,24","1","5847","2018","6","6","4","43"
"14109","2","25","35","5,63","0","5847","2018","6","6","4","44"
"14110","5","28","45","19,92","1","5847","2018","6","6","4","44"
"14111","2","25","35","5,79","0","5847","2018","6","6","4","45"
"14112","5","28","45","19,76","1","5847","2018","6","6","4","45"
"14113","2","25","35","5,79","0","5847","2018","6","6","4","46"
"14114","5","28","45","19,76","1","5841","2018","6","6","4","46"
"14115","2","25","34","5,63","0","5847","2018","6","6","4","47"
"14116","5","28","44","20,08","1","5841","2018","6","6","4","47"
"14117","2","26","34","5,63","0","5847","2018","6","6","4","48"
"14118","5","28","44","19,6","1","5841","2018","6","6","4","48"
"14119","2","26","35","5,63","0","5847","2018","6","6","4","49"
"14120","5","28","44","19,76","1","5841","2018","6","6","4","49"
"14121","2","26","35","5,47","0","5847","2018","6","6","4","50"
"14122","5","28","44","20,08","1","5841","2018","6","6","4","50"
"14123","2","26","35","5,63","0","5847","2018","6","6","4","51"
"14124","5","28","44","20,08","1","5841","2018","6","6","4","51"
"14125","2","26","35","5,63","0","5847","2018","6","6","4","52"
"14126","5","28","44","20,08","0","5841","2018","6","6","4","52"
"14127","2","26","35","5,79","0","5847","2018","6","6","4","53"
"14128","5","28","44","20,24","0","5841","2018","6","6","4","53"
"14129","2","26","34","5,63","0","5847","2018","6","6","4","54"
"14130","5","28","44","19,76","0","5841","2018","6","6","4","54"
"14131","2","26","34","5,63","0","5870","2018","6","6","4","55"
"14132","5","28","44","19,6","0","5841","2018","6","6","4","55"
"14133","2","26","34","5,47","0","5853","2018","6","6","4","56"
"14134","5","28","44","19,6","0","5841","2018","6","6","4","56"
"14135","2","26","34","5,47","0","5847","2018","6","6","4","57"
"14136","5","28","44","19,6","0","5841","2018","6","6","4","57"
"14137","2","26","34","5,63","0","5847","2018","6","6","4","58"
"14138","5","28","44","19,6","0","5841","2018","6","6","4","58"
"14139","2","26","34","5,47","0","5847","2018","6","6","4","59"
"14140","5","28","43","19,43","0","5841","2018","6","6","4","59"
"14141","2","26","34","5,63","0","5853","2018","6","6","5","0"
"14142","5","28","43","19,43","0","5841","2018","6","6","5","0"
"14143","2","26","34","5,63","0","5853","2018","6","6","5","1"
"14144","5","28","43","19,11","0","5847","2018","6","6","5","1"
"14145","2","26","34","5,63","0","5853","2018","6","6","5","2"
"14146","5","28","43","19,11","0","5847","2018","6","6","5","2"
"14147","2","26","34","5,95","0","5853","2018","6","6","5","3"
"14148","5","28","43","19,43","0","5847","2018","6","6","5","3"
"14149","2","26","34","5,79","0","5853","2018","6","6","5","4"
"14150","5","28","43","19,43","0","5847","2018","6","6","5","4"
"14151","2","26","34","5,63","0","5853","2018","6","6","5","5"
"14152","5","28","44","19,43","0","5847","2018","6","6","5","5"
"14153","2","26","34","5,15","0","5853","2018","6","6","5","6"
"14154","5","28","43","18,95","0","5847","2018","6","6","5","6"
"14155","2","26","33","5,47","0","5853","2018","6","6","5","7"
"14156","5","28","43","18,95","0","5847","2018","6","6","5","7"
"14157","2","26","33","5,31","0","5853","2018","6","6","5","8"
"14158","5","28","43","19,11","0","5841","2018","6","6","5","8"
"14159","2","27","32","5,31","0","5859","2018","6","6","5","9"
"14160","5","28","43","18,95","0","5847","2018","6","6","5","9"
"14161","2","27","32","5,31","0","5859","2018","6","6","5","10"
"14162","5","28","42","19,27","0","5847","2018","6","6","5","10"
"14163","2","27","32","5,15","0","5859","2018","6","6","5","11"
"14164","5","28","42","21,68","0","5847","2018","6","6","5","11"
"14165","2","27","31","5,15","0","5859","2018","6","6","5","12"
"14166","5","28","42","20,24","0","5847","2018","6","6","5","12"
"14167","2","27","30","5,15","0","5859","2018","6","6","5","13"
"14168","5","28","41","20,08","0","5847","2018","6","6","5","13"
"14169","2","27","30","5,31","0","5859","2018","6","6","5","14"
"14170","5","28","41","19,92","0","5847","2018","6","6","5","14"
"14171","2","27","30","5,31","0","5865","2018","6","6","5","15"
"14172","5","28","40","19,92","0","5853","2018","6","6","5","15"
"14173","2","27","30","5,31","0","5859","2018","6","6","5","16"
"14174","5","29","39","19,92","0","5847","2018","6","6","5","16"
"14175","2","27","30","5,31","0","5859","2018","6","6","5","17"
"14176","5","29","38","19,76","0","5847","2018","6","6","5","17"
"14177","2","27","30","5,31","0","5865","2018","6","6","5","18"
"14178","5","29","38","19,76","0","5847","2018","6","6","5","18"
"14179","2","27","30","5,31","0","5865","2018","6","6","5","19"
"14180","5","29","39","19,76","0","5847","2018","6","6","5","19"
"14181","2","28","29","5,47","0","5865","2018","6","6","5","20"
"14182","5","29","39","19,6","0","5847","2018","6","6","5","20"
"14183","2","28","29","5,47","0","5865","2018","6","6","5","21"
"14184","5","29","38","19,6","0","5853","2018","6","6","5","21"
"14185","2","28","30","5,47","0","5865","2018","6","6","5","22"
"14186","5","29","37","19,6","0","5847","2018","6","6","5","22"
"14187","2","28","29","5,47","0","5865","2018","6","6","5","23"
"14188","5","29","38","19,6","0","5847","2018","6","6","5","23"
"14189","2","28","30","5,15","0","5865","2018","6","6","5","24"
"14190","5","29","37","20,88","0","5841","2018","6","6","5","24"
"14191","2","28","30","5,15","0","5870","2018","6","6","5","25"
"14192","5","29","37","20,88","0","5847","2018","6","6","5","25"
"14193","2","28","29","4,99","0","5888","2018","6","6","5","26"
"14194","5","29","37","21,2","0","5847","2018","6","6","5","26"
"14195","2","28","29","5,15","0","5888","2018","6","6","5","27"
"14196","5","29","37","20,88","0","5841","2018","6","6","5","27"
"14197","2","28","29","5,15","0","5912","2018","6","6","5","28"
"14198","5","29","37","21,36","0","5847","2018","6","6","5","28"
"14199","2","28","29","5,15","0","5876","2018","6","6","5","29"
"14200","5","29","37","21,04","0","5847","2018","6","6","5","29"
"14201","2","28","29","5,31","0","5865","2018","6","6","5","30"
"14202","5","30","37","20,72","0","5847","2018","6","6","5","30"
"14203","2","28","29","5,31","0","5865","2018","6","6","5","31"
"14204","5","30","37","20,72","0","5853","2018","6","6","5","31"
"14205","2","28","29","5,15","0","5870","2018","6","6","5","32"
"14206","5","30","37","20,56","0","5847","2018","6","6","5","32"
"14207","2","28","29","5,31","0","5882","2018","6","6","5","33"
"14208","5","30","37","20,56","0","5853","2018","6","6","5","33"
"14209","2","28","29","5,47","0","5882","2018","6","6","5","34"
"14210","5","30","37","20,72","0","5853","2018","6","6","5","34"
"14211","2","28","29","5,31","0","5888","2018","6","6","5","35"
"14212","5","30","37","20,56","0","5853","2018","6","6","5","35"
"14213","2","28","29","5,31","0","5882","2018","6","6","5","36"
"14214","5","30","37","20,72","0","5853","2018","6","6","5","36"
"14215","2","28","29","5,31","0","5882","2018","6","6","5","37"
"14216","5","30","38","20,72","0","5853","2018","6","6","5","37"
"14217","2","28","27","5,31","0","5870","2018","6","6","5","38"
"14218","5","30","38","20,88","0","5853","2018","6","6","5","38"
"14219","2","28","27","5,15","0","5865","2018","6","6","5","39"
"14220","5","30","38","20,88","0","5853","2018","6","6","5","39"
"14221","2","29","27","5,15","0","5870","2018","6","6","5","40"
"14222","5","30","37","20,88","0","5853","2018","6","6","5","40"
"14223","2","28","29","5,15","0","5876","2018","6","6","5","41"
"14224","5","30","37","21,04","0","5853","2018","6","6","5","41"
"14225","2","28","27","5,15","0","5870","2018","6","6","5","42"
"14226","5","30","37","21,04","0","5853","2018","6","6","5","42"
"14227","2","29","26","5,15","0","5870","2018","6","6","5","43"
"14228","5","30","37","21,04","0","5853","2018","6","6","5","43"
"14229","2","29","27","5,15","0","5870","2018","6","6","5","44"
"14230","5","30","37","20,88","0","5853","2018","6","6","5","44"
"14231","2","29","27","5,47","0","5870","2018","6","6","5","45"
"14232","5","30","36","20,88","0","5853","2018","6","6","5","45"
"14233","2","29","27","5,15","0","5870","2018","6","6","5","46"
"14234","5","30","36","20,88","0","5853","2018","6","6","5","46"
"14235","2","29","27","4,99","0","5865","2018","6","6","5","47"
"14236","5","30","37","20,88","0","5853","2018","6","6","5","47"
"14237","2","29","27","5,15","0","5876","2018","6","6","5","48"
"14238","5","31","36","20,88","0","5847","2018","6","6","5","48"
"14239","2","29","26","5,15","0","5894","2018","6","6","5","49"
"14240","5","30","36","20,56","0","5853","2018","6","6","5","49"
"14241","2","29","26","5,15","0","5912","2018","6","6","5","50"
"14242","5","30","35","20,72","0","5853","2018","6","6","5","50"
"14243","2","29","26","5,15","0","5906","2018","6","6","5","51"
"14244","5","31","34","20,72","0","5853","2018","6","6","5","51"
"14245","2","29","25","5,31","0","5876","2018","6","6","5","52"
"14246","5","31","34","20,72","1","5853","2018","6","6","5","52"
"14247","2","30","25","5,15","0","5865","2018","6","6","5","53"
"14248","5","31","35","21,2","3","5859","2018","6","6","5","53"
"14249","2","30","25","5,15","0","5865","2018","6","6","5","54"
"14250","5","31","34","21,36","3","5859","2018","6","6","5","54"
"14251","2","30","24","5,15","0","5876","2018","6","6","5","55"
"14252","5","31","33","23,77","3","5859","2018","6","6","5","55"
"14253","2","30","24","4,83","0","5870","2018","6","6","5","56"
"14254","5","31","33","20,88","3","5859","2018","6","6","5","56"
"14255","2","30","23","4,99","0","5876","2018","6","6","5","57"
"14256","5","31","33","20,56","3","5853","2018","6","6","5","57"
"14257","2","30","24","4,99","0","5870","2018","6","6","5","58"
"14258","5","31","34","20,72","3","5835","2018","6","6","5","58"
"14259","2","30","24","4,83","0","5853","2018","6","6","5","59"
"14260","5","32","34","20,24","1","5824","2018","6","6","5","59"
"14261","2","30","25","4,99","0","5853","2018","6","6","6","0"
"14262","5","32","33","20,08","2","5824","2018","6","6","6","0"
"14263","2","30","24","4,99","0","5870","2018","6","6","6","1"
"14264","5","32","33","20,08","3","5853","2018","6","6","6","1"
"14265","2","30","24","4,99","0","5865","2018","6","6","6","2"
"14266","5","32","33","20,08","3","5841","2018","6","6","6","2"
"14267","2","30","23","4,99","0","5847","2018","6","6","6","3"
"14268","5","32","33","20,08","2","5812","2018","6","6","6","3"
"14269","2","30","23","4,99","0","5847","2018","6","6","6","4"
"14270","5","32","33","21,36","1","5818","2018","6","6","6","4"
"14271","2","30","23","4,99","0","5847","2018","6","6","6","5"
"14272","5","32","33","21,2","2","5812","2018","6","6","6","5"
"14273","2","30","23","4,99","0","5847","2018","6","6","6","6"
"14274","5","31","33","21,36","0","5812","2018","6","6","6","6"
"14275","2","30","23","4,83","0","5841","2018","6","6","6","7"
"14276","5","31","33","21,2","0","5806","2018","6","6","6","7"
"14277","2","30","23","5,15","0","5841","2018","6","6","6","8"
"14278","5","30","34","21,84","0","5812","2018","6","6","6","8"
"14279","2","30","23","5,15","0","5853","2018","6","6","6","9"
"14280","5","30","34","21,68","0","5818","2018","6","6","6","9"
"14281","2","30","23","4,99","0","5841","2018","6","6","6","10"
"14282","5","30","34","21,52","1","5812","2018","6","6","6","10"
"14283","2","29","23","5,31","0","5835","2018","6","6","6","11"
"14284","5","30","34","21,84","0","5806","2018","6","6","6","11"
"14285","2","29","23","5,15","0","5835","2018","6","6","6","12"
"14286","5","30","34","22,16","0","5806","2018","6","6","6","12"
"14287","2","29","23","5,15","0","5835","2018","6","6","6","13"
"14288","5","30","34","22","0","5800","2018","6","6","6","13"
"14289","2","29","24","5,15","0","5841","2018","6","6","6","14"
"14290","5","30","34","21,2","0","5806","2018","6","6","6","14"
"14291","2","29","24","5,31","0","5841","2018","6","6","6","15"
"14292","5","30","35","21,04","0","5806","2018","6","6","6","15"
"14293","2","29","24","5,47","0","5841","2018","6","6","6","16"
"14294","5","30","34","21,2","0","5806","2018","6","6","6","16"
"14295","2","29","24","5,47","0","5835","2018","6","6","6","17"
"14296","5","30","35","21,04","0","5806","2018","6","6","6","17"
"14297","2","29","23","5,31","0","5835","2018","6","6","6","18"
"14298","5","30","35","21,2","0","5806","2018","6","6","6","18"
"14299","2","30","22","5,31","0","5829","2018","6","6","6","19"
"14300","5","30","34","21,04","0","5806","2018","6","6","6","19"
"14301","2","30","21","5,31","0","5841","2018","6","6","6","20"
"14302","5","30","34","21,36","0","5806","2018","6","6","6","20"
"14303","2","30","21","5,15","0","5841","2018","6","6","6","21"
"14304","5","30","34","21,36","0","5806","2018","6","6","6","21"
"14305","2","30","21","5,15","0","5841","2018","6","6","6","22"
"14306","5","30","34","21,2","0","5812","2018","6","6","6","22"
"14307","2","30","21","5,15","0","5847","2018","6","6","6","23"
"14308","5","30","34","21,04","0","5812","2018","6","6","6","23"
"14309","2","30","21","5,15","0","5847","2018","6","6","6","24"
"14310","5","30","34","21,2","0","5812","2018","6","6","6","24"
"14311","2","30","21","5,31","0","5876","2018","6","6","6","25"
"14312","5","30","34","21,36","1","5835","2018","6","6","6","25"
"14313","2","30","21","4,99","0","5888","2018","6","6","6","26"
"14314","5","30","34","21,36","0","5841","2018","6","6","6","26"
"14315","2","30","19","4,99","0","5865","2018","6","6","6","27"
"14316","5","30","34","22","0","5829","2018","6","6","6","27"
"14317","2","31","17","4,99","0","5870","2018","6","6","6","28"
"14318","5","30","34","22,16","0","5829","2018","6","6","6","28"
"14319","2","31","17","4,99","0","5865","2018","6","6","6","29"
"14320","5","30","33","22,48","0","5824","2018","6","6","6","29"
