"IDMEDIDA","NODO","TEMPERATURA","HUMEDAD RELATIVA","HUMEDAD DE LA TIERRA","NIVEL UV","INTENSIDAD LUMÍNICA","AÑO","MES","DIA","HORA","MINUTO"
"1899","2","22","57","65,18","0","4334","2018","5","10","2","6"
"1900","5","22","95","59,4","0","0","2018","5","10","2","7"
"1901","2","22","57","65,18","0","4334","2018","5","10","2","7"
"1902","5","22","95","60,36","0","0","2018","5","10","2","8"
"1903","2","22","57","65,18","0","4334","2018","5","10","2","8"
"1904","5","22","95","59,4","0","0","2018","5","10","2","9"
"1905","2","22","57","65,18","0","4334","2018","5","10","2","9"
"1906","5","22","95","59,24","0","0","2018","5","10","2","10"
"1907","2","22","57","65,18","0","4334","2018","5","10","2","10"
"1908","5","22","95","59,56","0","0","2018","5","10","2","11"
"1909","2","22","57","65,18","0","4334","2018","5","10","2","11"
"1910","5","22","95","59,4","0","0","2018","5","10","2","12"
"1911","2","22","57","65,34","0","4334","2018","5","10","2","12"
"1912","5","22","95","59,4","0","0","2018","5","10","2","13"
"1913","2","22","57","65,34","0","4334","2018","5","10","2","13"
"1914","5","22","95","59,56","0","0","2018","5","10","2","14"
"1915","2","22","57","65,18","0","4334","2018","5","10","2","14"
"1916","5","22","95","59,4","0","0","2018","5","10","2","15"
"1917","2","22","58","65,18","0","4334","2018","5","10","2","15"
"1918","5","22","95","59,56","0","0","2018","5","10","2","16"
"1919","2","22","58","65,18","0","4334","2018","5","10","2","16"
"1920","5","22","95","59,56","0","0","2018","5","10","2","17"
"1921","2","22","58","65,18","0","4334","2018","5","10","2","17"
"1922","5","22","95","59,24","0","0","2018","5","10","2","18"
"1923","2","22","58","65,18","0","4334","2018","5","10","2","18"
"1924","5","22","95","59,56","0","0","2018","5","10","2","19"
"1925","2","22","58","65,18","0","4334","2018","5","10","2","19"
"1926","5","22","95","59,4","0","0","2018","5","10","2","20"
"1927","2","22","58","65,18","0","4334","2018","5","10","2","20"
"1928","5","22","95","59,4","0","0","2018","5","10","2","21"
"1929","2","22","58","65,18","0","4334","2018","5","10","2","21"
"1930","5","22","95","59,24","0","0","2018","5","10","2","22"
"1931","2","22","58","65,18","0","4334","2018","5","10","2","22"
"1932","5","22","95","59,4","0","0","2018","5","10","2","23"
"1933","2","22","58","65,34","0","4334","2018","5","10","2","23"
"1934","5","22","95","59,4","0","0","2018","5","10","2","24"
"1935","2","22","58","65,18","0","4334","2018","5","10","2","24"
"1936","5","22","95","59,4","0","0","2018","5","10","2","25"
"1937","2","22","58","65,18","0","4334","2018","5","10","2","25"
"1938","5","22","95","59,4","0","0","2018","5","10","2","26"
"1939","2","22","58","65,18","0","4334","2018","5","10","2","26"
"1940","5","22","95","59,24","0","0","2018","5","10","2","27"
"1941","2","22","58","65,18","0","4334","2018","5","10","2","27"
"1942","5","22","95","59,4","0","0","2018","5","10","2","28"
"1943","2","22","58","65,18","0","4334","2018","5","10","2","28"
"1944","5","22","95","59,24","0","0","2018","5","10","2","29"
"1945","2","22","58","65,18","0","4334","2018","5","10","2","29"
"1946","5","22","95","59,24","0","0","2018","5","10","2","30"
"1947","2","22","58","65,18","0","4334","2018","5","10","2","30"
"1948","5","22","95","59,24","0","0","2018","5","10","2","31"
"1949","2","22","58","65,02","0","4334","2018","5","10","2","31"
"1950","5","22","95","59,56","0","0","2018","5","10","2","32"
"1951","2","22","58","65,02","0","4334","2018","5","10","2","32"
"1952","5","22","95","59,24","0","0","2018","5","10","2","33"
"1953","2","22","58","65,18","0","4334","2018","5","10","2","33"
"1954","5","22","95","59,08","0","0","2018","5","10","2","34"
"1955","2","22","58","65,18","0","4334","2018","5","10","2","34"
"1956","5","22","95","59,08","0","0","2018","5","10","2","35"
"1957","2","22","58","65,18","0","4316","2018","5","10","2","35"
"1958","5","22","95","59,4","0","0","2018","5","10","2","36"
"1959","2","22","58","65,18","0","4351","2018","5","10","2","36"
"1960","5","22","95","58,92","0","0","2018","5","10","2","37"
"1961","2","22","58","65,18","0","4351","2018","5","10","2","37"
"1962","5","22","95","58,92","0","0","2018","5","10","2","38"
"1963","2","22","58","65,18","0","4351","2018","5","10","2","38"
"1964","5","22","95","58,92","0","0","2018","5","10","2","39"
"1965","2","22","58","65,18","0","4375","2018","5","10","2","39"
"1966","5","22","95","59,08","0","0","2018","5","10","2","40"
"1967","2","22","58","65,18","0","4375","2018","5","10","2","40"
"1968","5","22","95","58,76","0","0","2018","5","10","2","41"
"1969","2","22","58","65,18","0","4375","2018","5","10","2","41"
"1970","5","22","95","58,76","0","0","2018","5","10","2","42"
"1971","2","22","58","65,18","0","4375","2018","5","10","2","42"
"1972","5","22","95","58,92","0","0","2018","5","10","2","43"
"1973","2","22","58","65,02","0","4375","2018","5","10","2","43"
"1974","5","22","95","58,76","0","0","2018","5","10","2","44"
"1975","2","22","58","65,18","0","4375","2018","5","10","2","44"
"1976","5","22","95","58,76","0","0","2018","5","10","2","45"
"1977","2","22","58","65,02","0","4375","2018","5","10","2","45"
"1978","5","22","95","59,24","0","0","2018","5","10","2","46"
"1979","2","22","58","65,02","0","4375","2018","5","10","2","46"
"1980","5","22","95","58,92","0","0","2018","5","10","2","47"
"1981","2","22","58","65,02","0","4375","2018","5","10","2","47"
"1982","5","22","95","58,92","0","0","2018","5","10","2","48"
"1983","2","22","58","65,18","0","4375","2018","5","10","2","48"
"1984","5","22","95","58,76","0","0","2018","5","10","2","49"
"1985","2","22","58","65,02","0","4375","2018","5","10","2","49"
"1986","5","22","95","58,76","0","0","2018","5","10","2","50"
"1987","2","22","58","65,02","0","4375","2018","5","10","2","50"
"1988","5","22","95","58,92","0","0","2018","5","10","2","51"
"1989","2","22","58","65,02","0","4375","2018","5","10","2","51"
"1990","5","22","95","58,92","0","0","2018","5","10","2","52"
"1991","2","22","58","65,02","0","4375","2018","5","10","2","52"
"1992","5","22","95","58,76","0","0","2018","5","10","2","53"
"1993","2","22","58","65,02","0","4375","2018","5","10","2","53"
"1994","5","22","95","59,08","0","0","2018","5","10","2","54"
"1995","2","22","58","65,02","0","4375","2018","5","10","2","54"
"1996","5","22","95","58,76","0","0","2018","5","10","2","55"
"1997","2","22","58","65,02","0","4375","2018","5","10","2","55"
"1998","5","22","95","58,6","0","0","2018","5","10","2","56"
"1999","2","22","58","65,02","0","4375","2018","5","10","2","56"
"2000","5","22","95","58,44","0","0","2018","5","10","2","57"
"2001","2","22","58","65,02","0","4375","2018","5","10","2","57"
"2002","5","22","95","58,44","0","0","2018","5","10","2","58"
"2003","2","22","58","65,02","0","4375","2018","5","10","2","58"
"2004","5","22","95","58,28","0","0","2018","5","10","2","59"
"2005","2","22","58","65,02","0","4351","2018","5","10","2","59"
"2006","5","22","95","58,44","0","0","2018","5","10","3","0"
"2007","2","22","58","65,02","0","4346","2018","5","10","3","0"
"2008","5","22","95","58,28","0","0","2018","5","10","3","1"
"2009","2","22","58","65,02","0","4351","2018","5","10","3","1"
"2010","5","22","95","58,44","0","0","2018","5","10","3","2"
"2011","2","22","58","65,02","0","4357","2018","5","10","3","2"
"2012","5","22","95","58,44","0","0","2018","5","10","3","3"
"2013","2","22","58","65,02","0","4392","2018","5","10","3","3"
"2014","5","22","95","58,28","0","0","2018","5","10","3","4"
"2015","2","22","58","65,02","0","4392","2018","5","10","3","4"
"2016","5","22","95","58,44","0","0","2018","5","10","3","5"
"2017","2","22","58","65,02","0","4387","2018","5","10","3","5"
"2018","5","22","95","58,28","0","0","2018","5","10","3","6"
"2019","2","22","58","65,02","0","4381","2018","5","10","3","6"
"2020","5","22","95","58,12","0","0","2018","5","10","3","7"
"2021","2","22","58","65,02","0","4375","2018","5","10","3","7"
"2022","5","22","95","58,28","0","0","2018","5","10","3","8"
"2023","2","22","58","65,18","0","4322","2018","5","10","3","8"
"2024","5","22","95","58,12","0","0","2018","5","10","3","9"
"2025","2","22","58","65,18","0","4269","2018","5","10","3","9"
"2026","5","22","95","57,95","0","0","2018","5","10","3","10"
"2027","2","22","58","65,02","0","4310","2018","5","10","3","10"
"2028","5","22","95","58,28","0","0","2018","5","10","3","11"
"2029","2","22","58","65,02","0","4351","2018","5","10","3","11"
"2030","5","22","95","58,12","0","0","2018","5","10","3","12"
"2031","2","22","58","65,02","0","4375","2018","5","10","3","12"
"2032","5","22","95","58,28","0","0","2018","5","10","3","13"
"2033","2","22","58","65,02","0","4369","2018","5","10","3","13"
"2034","5","22","95","57,95","0","0","2018","5","10","3","14"
"2035","2","22","58","65,18","0","4375","2018","5","10","3","14"
"2036","5","22","95","58,12","0","0","2018","5","10","3","15"
"2037","2","22","58","65,02","0","4369","2018","5","10","3","15"
"2038","5","22","95","57,95","0","0","2018","5","10","3","16"
"2039","2","22","58","65,02","0","4369","2018","5","10","3","16"
"2040","5","22","95","58,12","0","0","2018","5","10","3","17"
"2041","2","22","58","65,18","0","4369","2018","5","10","3","17"
"2042","5","22","95","57,95","0","0","2018","5","10","3","18"
"2043","2","22","58","65,34","0","4369","2018","5","10","3","18"
"2044","5","22","95","57,79","0","0","2018","5","10","3","19"
"2045","2","22","58","65,34","0","4369","2018","5","10","3","19"
"2046","5","22","95","57,79","0","0","2018","5","10","3","20"
"2047","2","22","58","65,34","0","4369","2018","5","10","3","20"
"2048","5","22","95","57,95","0","0","2018","5","10","3","21"
"2049","2","22","58","65,18","0","4375","2018","5","10","3","21"
"2050","5","22","95","57,95","0","0","2018","5","10","3","22"
"2051","2","22","58","65,02","0","4369","2018","5","10","3","22"
"2052","5","22","95","57,95","0","0","2018","5","10","3","23"
"2053","2","22","58","65,02","0","4375","2018","5","10","3","23"
"2054","5","22","95","58,12","0","0","2018","5","10","3","24"
"2055","2","22","58","65,18","0","4375","2018","5","10","3","24"
"2056","5","22","95","57,95","0","0","2018","5","10","3","25"
"2057","2","22","58","65,18","0","4375","2018","5","10","3","25"
"2058","5","22","95","57,95","0","0","2018","5","10","3","26"
"2059","2","22","58","65,18","0","4375","2018","5","10","3","26"
"2060","5","22","95","57,95","0","0","2018","5","10","3","27"
"2061","2","22","58","65,18","0","4375","2018","5","10","3","27"
"2062","5","22","95","57,95","0","0","2018","5","10","3","28"
"2063","2","22","58","65,18","0","4375","2018","5","10","3","28"
"2064","5","22","95","57,95","0","0","2018","5","10","3","29"
"2065","2","22","58","65,18","0","4375","2018","5","10","3","29"
"2066","5","22","95","57,95","0","0","2018","5","10","3","30"
"2067","2","22","58","65,18","0","4375","2018","5","10","3","30"
"2068","5","22","95","58,44","0","0","2018","5","10","3","31"
"2069","2","22","58","65,18","0","4375","2018","5","10","3","31"
"2070","5","22","95","57,95","0","0","2018","5","10","3","32"
"2071","2","22","58","65,18","0","4375","2018","5","10","3","32"
"2072","5","22","95","57,95","0","0","2018","5","10","3","33"
"2073","2","22","58","65,18","0","4375","2018","5","10","3","33"
"2074","5","22","95","58,12","0","0","2018","5","10","3","34"
"2075","2","22","58","65,34","0","4375","2018","5","10","3","34"
"2076","5","22","95","58,12","0","0","2018","5","10","3","35"
"2077","2","22","58","65,5","0","4375","2018","5","10","3","35"
"2078","5","22","95","58,12","0","0","2018","5","10","3","36"
"2079","2","22","58","65,5","0","4375","2018","5","10","3","36"
"2080","5","22","95","58,28","0","0","2018","5","10","3","37"
"2081","2","22","58","65,34","0","4375","2018","5","10","3","37"
"2082","5","22","95","58,28","0","0","2018","5","10","3","38"
"2083","2","22","58","65,5","0","4375","2018","5","10","3","38"
"2084","5","22","95","58,28","0","0","2018","5","10","3","39"
"2085","2","22","58","65,34","0","4375","2018","5","10","3","39"
"2086","5","22","95","58,28","0","0","2018","5","10","3","40"
"2087","2","22","59","65,34","0","4375","2018","5","10","3","40"
"2088","5","22","95","58,28","0","0","2018","5","10","3","41"
"2089","2","22","59","65,34","0","4375","2018","5","10","3","41"
"2090","5","22","95","58,12","0","0","2018","5","10","3","42"
"2091","2","22","59","65,34","0","4375","2018","5","10","3","42"
"2092","5","22","95","58,12","0","0","2018","5","10","3","43"
"2093","2","22","59","65,18","0","4375","2018","5","10","3","43"
"2094","5","22","95","58,12","0","0","2018","5","10","3","44"
"2095","2","22","59","65,18","0","4375","2018","5","10","3","44"
"2096","5","22","95","58,12","0","0","2018","5","10","3","45"
"2097","2","22","59","65,18","0","4381","2018","5","10","3","45"
"2098","5","22","95","58,12","0","0","2018","5","10","3","46"
"2099","2","22","59","65,18","0","4375","2018","5","10","3","46"
"2100","5","22","95","58,28","0","0","2018","5","10","3","47"
"2101","2","22","59","65,18","0","4375","2018","5","10","3","47"
"2102","5","22","95","58,12","0","0","2018","5","10","3","48"
"2103","2","22","59","65,18","0","4375","2018","5","10","3","48"
"2104","5","22","95","58,12","0","0","2018","5","10","3","49"
"2105","2","22","59","65,18","0","4375","2018","5","10","3","49"
"2106","5","22","95","58,12","0","0","2018","5","10","3","50"
"2107","2","22","59","65,18","0","4375","2018","5","10","3","50"
"2108","5","22","95","57,95","0","0","2018","5","10","3","51"
"2109","2","22","59","65,02","0","4375","2018","5","10","3","51"
"2110","5","22","95","57,95","0","0","2018","5","10","3","52"
"2111","2","22","59","65,02","0","4375","2018","5","10","3","52"
"2112","5","22","95","57,95","0","0","2018","5","10","3","53"
"2113","2","22","59","65,02","0","4381","2018","5","10","3","53"
"2114","5","22","95","57,95","0","0","2018","5","10","3","54"
"2115","2","22","59","65,02","0","4375","2018","5","10","3","54"
"2116","5","22","95","57,95","0","0","2018","5","10","3","55"
"2117","2","22","59","65,02","0","4375","2018","5","10","3","55"
"2118","5","22","95","57,95","0","0","2018","5","10","3","56"
"2119","2","22","59","65,02","0","4375","2018","5","10","3","56"
"2120","5","22","95","57,79","0","0","2018","5","10","3","57"
"2121","2","22","59","65,02","0","4381","2018","5","10","3","57"
"2122","5","22","95","58,12","0","0","2018","5","10","3","58"
"2123","2","22","59","65,02","0","4375","2018","5","10","3","58"
"2124","5","22","95","57,79","0","0","2018","5","10","3","59"
"2125","2","22","59","65,02","0","4375","2018","5","10","3","59"
"2126","5","22","95","57,63","0","0","2018","5","10","4","0"
"2127","2","22","59","65,02","0","4369","2018","5","10","4","0"
"2128","5","22","95","57,63","0","0","2018","5","10","4","1"
"2129","2","22","59","65,02","0","4375","2018","5","10","4","1"
"2130","5","22","95","57,63","0","0","2018","5","10","4","2"
"2131","2","22","59","65,02","0","4375","2018","5","10","4","2"
"2132","5","22","95","57,63","0","0","2018","5","10","4","3"
"2133","2","22","59","65,02","0","4369","2018","5","10","4","3"
"2134","5","22","95","57,63","0","0","2018","5","10","4","4"
"2135","2","22","59","65,02","0","4375","2018","5","10","4","4"
"2136","5","22","95","57,79","0","0","2018","5","10","4","5"
"2137","2","22","59","65,02","0","4375","2018","5","10","4","5"
"2138","5","22","95","57,79","0","0","2018","5","10","4","6"
"2139","2","22","59","65,02","0","4369","2018","5","10","4","6"
"2140","5","22","95","57,63","0","0","2018","5","10","4","7"
"2141","2","22","59","65,02","0","4375","2018","5","10","4","7"
"2142","5","22","95","57,79","0","0","2018","5","10","4","8"
"2143","2","22","59","65,02","0","4369","2018","5","10","4","8"
"2144","5","22","95","57,95","0","0","2018","5","10","4","9"
"2145","2","22","59","65,02","0","4369","2018","5","10","4","9"
"2146","5","22","95","58,12","0","0","2018","5","10","4","10"
"2147","2","22","59","65,02","0","4369","2018","5","10","4","10"
"2148","5","22","95","57,79","0","0","2018","5","10","4","11"
"2149","2","22","59","65,02","0","4328","2018","5","10","4","11"
"2150","5","22","95","58,12","0","0","2018","5","10","4","12"
"2151","2","22","59","65,02","0","4392","2018","5","10","4","12"
"2152","5","22","95","58,12","0","0","2018","5","10","4","13"
"2153","2","22","59","65,02","0","4392","2018","5","10","4","13"
"2154","5","22","95","57,95","0","0","2018","5","10","4","14"
"2155","2","22","59","65,02","0","4392","2018","5","10","4","14"
"2156","5","22","95","57,79","0","0","2018","5","10","4","15"
"2157","2","22","59","65,02","0","4392","2018","5","10","4","15"
"2158","5","22","95","57,95","0","0","2018","5","10","4","16"
"2159","2","22","59","65,02","0","4398","2018","5","10","4","16"
"2160","5","22","95","57,79","0","0","2018","5","10","4","17"
"2161","2","22","59","65,02","0","4398","2018","5","10","4","17"
"2162","5","22","95","57,63","0","0","2018","5","10","4","18"
"2163","2","22","59","65,02","0","4398","2018","5","10","4","18"
"2164","5","22","95","57,79","0","0","2018","5","10","4","19"
"2165","2","22","59","65,02","0","4398","2018","5","10","4","19"
"2166","5","22","95","57,79","0","0","2018","5","10","4","20"
"2167","2","22","59","65,02","0","4398","2018","5","10","4","20"
"2168","5","22","95","57,79","0","0","2018","5","10","4","21"
"2169","2","22","59","65,02","0","4398","2018","5","10","4","21"
"2170","5","22","95","57,63","0","0","2018","5","10","4","22"
"2171","2","22","59","65,34","0","4398","2018","5","10","4","22"
"2172","5","22","95","57,79","0","0","2018","5","10","4","23"
"2173","2","22","59","65,02","0","4398","2018","5","10","4","23"
"2174","2","22","59","65,02","0","4398","2018","5","10","4","24"
"2175","5","22","95","57,63","0","0","2018","5","10","4","25"
"2176","2","22","59","65,02","0","4398","2018","5","10","4","25"
"2177","5","22","95","57,63","0","0","2018","5","10","4","26"
"2178","2","22","59","65,18","0","4398","2018","5","10","4","26"
"2179","5","22","95","57,79","0","0","2018","5","10","4","27"
"2180","2","22","59","65,18","0","4398","2018","5","10","4","27"
"2181","5","22","95","57,95","0","0","2018","5","10","4","28"
"2182","2","22","59","65,02","0","4398","2018","5","10","4","28"
"2183","5","22","95","58,44","0","0","2018","5","10","4","29"
"2184","2","22","59","65,18","0","4398","2018","5","10","4","29"
"2185","5","22","95","57,79","0","0","2018","5","10","4","30"
"2186","2","22","59","65,02","0","4398","2018","5","10","4","30"
"2187","5","22","95","57,63","0","0","2018","5","10","4","31"
"2188","2","22","59","65,18","0","4398","2018","5","10","4","31"
"2189","5","22","95","59,88","0","0","2018","5","10","4","32"
"2190","2","22","59","65,18","0","4398","2018","5","10","4","32"
"2191","5","22","95","57,79","0","0","2018","5","10","4","33"
"2192","2","22","59","65,02","0","4398","2018","5","10","4","33"
"2193","5","22","95","57,63","0","0","2018","5","10","4","34"
"2194","2","22","59","65,02","0","4398","2018","5","10","4","34"
"2195","5","22","95","57,79","0","0","2018","5","10","4","35"
"2196","2","22","59","65,02","0","4398","2018","5","10","4","35"
"2197","5","22","95","57,63","0","0","2018","5","10","4","36"
"2198","2","22","59","65,02","0","4398","2018","5","10","4","36"
"2199","5","22","95","57,63","0","0","2018","5","10","4","37"
"2200","2","22","59","65,02","0","4398","2018","5","10","4","37"
"2201","5","22","95","57,63","0","0","2018","5","10","4","38"
"2202","2","22","59","65,02","0","4398","2018","5","10","4","38"
"2203","5","22","95","57,63","0","0","2018","5","10","4","39"
"2204","2","22","59","65,02","0","4398","2018","5","10","4","39"
"2205","5","22","95","57,63","0","0","2018","5","10","4","40"
"2206","2","22","59","65,02","0","4398","2018","5","10","4","40"
"2207","5","22","95","57,63","0","0","2018","5","10","4","41"
"2208","2","22","59","65,02","0","4398","2018","5","10","4","41"
"2209","5","22","95","57,63","0","0","2018","5","10","4","42"
"2210","2","22","59","65,02","0","4398","2018","5","10","4","42"
"2211","5","22","95","57,95","0","0","2018","5","10","4","43"
"2212","2","22","59","65,02","0","4398","2018","5","10","4","43"
"2213","5","22","95","57,63","0","0","2018","5","10","4","44"
"2214","2","22","59","65,02","0","4398","2018","5","10","4","44"
"2215","5","22","95","57,63","0","0","2018","5","10","4","45"
"2216","2","22","59","64,86","0","4398","2018","5","10","4","45"
"2217","5","22","95","57,79","0","0","2018","5","10","4","46"
"2218","2","22","59","65,34","0","4398","2018","5","10","4","46"
"2219","5","22","95","57,63","0","0","2018","5","10","4","47"
"2220","2","22","59","64,86","0","4398","2018","5","10","4","47"
"2221","5","22","95","57,63","0","0","2018","5","10","4","48"
"2222","2","22","59","65,02","0","4398","2018","5","10","4","48"
"2223","5","22","95","57,79","0","0","2018","5","10","4","49"
"2224","2","22","60","65,02","0","4398","2018","5","10","4","49"
"2225","5","22","95","57,95","0","0","2018","5","10","4","50"
"2226","2","22","60","65,02","0","4398","2018","5","10","4","50"
"2227","5","22","95","57,79","0","0","2018","5","10","4","51"
"2228","2","22","60","65,02","0","4398","2018","5","10","4","51"
"2229","5","22","95","59,56","0","0","2018","5","10","4","52"
"2230","2","22","60","65,02","0","4398","2018","5","10","4","52"
"2231","5","22","95","57,63","0","0","2018","5","10","4","53"
"2232","2","22","60","65,02","0","4398","2018","5","10","4","53"
"2233","5","22","95","57,63","0","0","2018","5","10","4","54"
"2234","2","22","60","65,02","0","4398","2018","5","10","4","54"
"2235","5","22","95","57,63","0","0","2018","5","10","4","55"
"2236","2","22","60","65,02","0","4398","2018","5","10","4","55"
"2237","5","22","95","57,79","0","0","2018","5","10","4","56"
"2238","2","22","60","65,02","0","4398","2018","5","10","4","56"
"2239","5","22","95","57,79","0","0","2018","5","10","4","57"
"2240","2","22","60","65,02","0","4398","2018","5","10","4","57"
"2241","5","22","95","57,95","0","0","2018","5","10","4","58"
"2242","2","22","60","65,02","0","4398","2018","5","10","4","58"
"2243","5","22","95","58,12","0","0","2018","5","10","4","59"
"2244","2","22","60","64,86","0","4398","2018","5","10","4","59"
"2245","5","22","95","58,28","0","0","2018","5","10","5","0"
"2246","2","22","60","64,86","0","4398","2018","5","10","5","0"
"2247","5","22","95","58,28","0","0","2018","5","10","5","1"
"2248","2","22","60","64,86","0","4398","2018","5","10","5","1"
"2249","5","22","95","58,28","0","0","2018","5","10","5","2"
"2250","2","22","60","64,86","0","4398","2018","5","10","5","2"
"2251","5","22","95","58,12","0","0","2018","5","10","5","3"
"2252","2","22","60","64,86","0","4398","2018","5","10","5","3"
"2253","5","22","95","58,12","0","0","2018","5","10","5","4"
"2254","2","22","60","64,86","0","4398","2018","5","10","5","4"
"2255","5","22","95","58,12","0","0","2018","5","10","5","5"
"2256","2","22","60","65,02","0","4398","2018","5","10","5","5"
"2257","5","22","95","57,95","0","0","2018","5","10","5","6"
"2258","2","22","60","65,02","0","4398","2018","5","10","5","6"
"2259","5","22","95","57,95","0","0","2018","5","10","5","7"
"2260","2","22","60","64,86","0","4398","2018","5","10","5","7"
"2261","5","22","95","57,95","0","0","2018","5","10","5","8"
"2262","2","22","60","64,86","0","4404","2018","5","10","5","8"
"2263","5","22","95","57,95","0","0","2018","5","10","5","9"
"2264","2","22","60","65,18","0","4404","2018","5","10","5","9"
"2265","5","22","95","58,12","0","0","2018","5","10","5","10"
"2266","2","22","60","65,18","0","4404","2018","5","10","5","10"
"2267","5","22","95","57,95","0","5","2018","5","10","5","11"
"2268","2","22","60","65,18","0","4404","2018","5","10","5","11"
"2269","5","22","95","57,95","0","5","2018","5","10","5","12"
"2270","2","22","60","65,18","0","4410","2018","5","10","5","12"
"2271","5","22","95","57,95","0","11","2018","5","10","5","13"
"2272","2","22","60","65,18","0","4410","2018","5","10","5","13"
"2273","5","22","95","58,12","0","23","2018","5","10","5","14"
"2274","2","21","60","65,02","0","4416","2018","5","10","5","14"
"2275","5","22","95","58,12","0","35","2018","5","10","5","15"
"2276","2","21","60","65,18","0","4422","2018","5","10","5","15"
"2277","5","22","95","58,12","0","52","2018","5","10","5","16"
"2278","2","21","60","65,18","0","4434","2018","5","10","5","16"
"2279","5","22","95","57,95","0","105","2018","5","10","5","17"
"2280","2","21","60","65,02","0","4457","2018","5","10","5","17"
"2281","5","22","95","57,95","0","181","2018","5","10","5","18"
"2282","2","22","60","65,02","0","4492","2018","5","10","5","18"
"2283","5","22","95","58,28","0","211","2018","5","10","5","19"
"2284","2","22","60","65,02","0","4516","2018","5","10","5","19"
"2285","5","22","95","57,95","0","205","2018","5","10","5","20"
"2286","2","21","60","65,02","0","4510","2018","5","10","5","20"
"2287","5","22","95","57,95","0","205","2018","5","10","5","21"
"2288","2","21","60","64,86","0","4516","2018","5","10","5","21"
"2289","5","22","95","58,44","0","234","2018","5","10","5","22"
"2290","2","22","60","65,02","0","4527","2018","5","10","5","22"
"2291","5","22","95","58,12","0","304","2018","5","10","5","23"
"2292","2","21","60","64,86","0","4551","2018","5","10","5","23"
"2293","5","22","95","57,95","0","269","2018","5","10","5","24"
"2294","2","22","60","65,02","0","4545","2018","5","10","5","24"
"2295","5","22","95","57,95","0","234","2018","5","10","5","25"
"2296","2","21","60","65,02","0","4539","2018","5","10","5","25"
"2297","5","22","95","57,95","0","228","2018","5","10","5","26"
"2298","2","22","60","65,02","0","4539","2018","5","10","5","26"
"2299","5","22","95","57,79","0","240","2018","5","10","5","27"
"2300","2","21","60","65,02","0","4551","2018","5","10","5","27"
"2301","5","22","95","57,79","0","293","2018","5","10","5","28"
"2302","2","22","60","65,02","0","4586","2018","5","10","5","28"
"2303","5","22","95","57,79","0","381","2018","5","10","5","29"
"2304","2","21","60","65,18","0","3800","2018","5","10","5","29"
"2305","5","22","95","57,79","0","498","2018","5","10","5","30"
"2306","2","21","60","65,02","0","3912","2018","5","10","5","30"
"2307","5","22","95","57,63","0","639","2018","5","10","5","31"
"2308","2","22","60","64,86","0","4316","2018","5","10","5","31"
"2309","5","22","95","57,63","0","803","2018","5","10","5","32"
"2310","2","22","60","65,02","0","4832","2018","5","10","5","32"
"2311","5","22","95","57,63","0","973","2018","5","10","5","33"
"2312","2","21","60","65,02","0","4891","2018","5","10","5","33"
"2313","5","22","95","57,79","0","1143","2018","5","10","5","34"
"2314","2","21","60","65,02","0","5020","2018","5","10","5","34"
"2315","5","22","95","57,79","0","1331","2018","5","10","5","35"
"2316","2","21","60","65,02","0","4633","2018","5","10","5","35"
"2317","5","22","95","57,79","0","1519","2018","5","10","5","36"
"2318","2","21","60","65,18","0","5002","2018","5","10","5","36"
"2319","5","22","95","57,63","0","1718","2018","5","10","5","37"
"2320","2","21","60","65,02","0","4744","2018","5","10","5","37"
"2321","5","22","95","57,63","0","1935","2018","5","10","5","38"
"2322","2","21","60","65,02","0","4498","2018","5","10","5","38"
"2323","5","22","95","57,47","0","2158","2018","5","10","5","39"
"2324","2","21","60","65,02","0","4920","2018","5","10","5","39"
"2325","5","22","95","57,47","0","2381","2018","5","10","5","40"
"2326","2","21","60","65,02","0","5290","2018","5","10","5","40"
"2327","5","22","95","57,47","0","2598","2018","5","10","5","41"
"2328","2","21","60","64,86","0","5554","2018","5","10","5","41"
"2329","5","22","95","57,31","0","2821","2018","5","10","5","42"
"2330","2","21","60","65,02","0","5618","2018","5","10","5","42"
"2331","5","22","95","57,47","0","3002","2018","5","10","5","43"
"2332","2","21","60","65,02","0","5642","2018","5","10","5","43"
"2333","5","22","95","57,31","0","3260","2018","5","10","5","44"
"2334","2","21","60","65,02","0","5665","2018","5","10","5","44"
"2335","5","22","95","57,15","0","3483","2018","5","10","5","45"
"2336","2","22","60","64,86","0","5677","2018","5","10","5","45"
"2337","5","22","95","56,99","0","3689","2018","5","10","5","46"
"2338","2","22","60","64,86","0","5683","2018","5","10","5","46"
"2339","5","22","95","56,99","0","3882","2018","5","10","5","47"
"2340","2","22","60","64,86","0","5695","2018","5","10","5","47"
"2341","5","22","95","56,99","0","4070","2018","5","10","5","48"
"2342","2","22","60","64,86","0","5700","2018","5","10","5","48"
"2343","5","22","95","56,99","0","4246","2018","5","10","5","49"
"2344","2","22","60","65,34","0","5706","2018","5","10","5","49"
"2345","5","22","95","56,99","0","4422","2018","5","10","5","50"
"2346","2","22","60","65,02","0","5712","2018","5","10","5","50"
"2347","5","22","95","56,99","0","4592","2018","5","10","5","51"
"2348","2","22","60","65,18","0","5718","2018","5","10","5","51"
"2349","5","22","95","56,99","0","4750","2018","5","10","5","52"
"2350","2","22","60","65,02","0","5718","2018","5","10","5","52"
"2351","5","22","95","56,99","0","4891","2018","5","10","5","53"
"2352","2","22","60","65,02","0","5724","2018","5","10","5","53"
