,HUMEDAD DE LA TIERRA,HUMEDAD RELATIVA,INTENSIDAD LUMÍNICA,TEMPERATURA
2018-05-09 11:31:00,61.65,17.0,5865.0,31.0
2018-05-09 11:32:00,61.65,17.0,5865.0,31.0
2018-05-09 11:33:00,61.81,17.0,5865.0,31.0
2018-05-09 11:34:00,61.81,17.0,5865.0,31.0
2018-05-09 11:35:00,61.81,17.0,5865.0,31.0
2018-05-09 11:36:00,61.97,17.0,5865.0,31.0
2018-05-09 11:37:00,61.97,17.0,5865.0,31.0
2018-05-09 11:38:00,61.81,17.0,5865.0,31.0
2018-05-09 11:39:00,61.81,17.0,5870.0,31.0
2018-05-09 11:40:00,61.65,18.0,5870.0,30.0
2018-05-09 11:41:00,61.65,18.0,5870.0,30.0
2018-05-09 11:42:00,61.65,18.0,5870.0,30.0
2018-05-09 11:43:00,61.65,18.0,5870.0,30.0
2018-05-09 11:44:00,61.65,18.0,5870.0,30.0
2018-05-09 11:45:00,61.65,18.0,5870.0,30.0
2018-05-09 11:46:00,61.65,18.0,5870.0,30.0
2018-05-09 11:47:00,61.65,18.0,5870.0,30.0
2018-05-09 11:48:00,61.81,18.0,5876.0,30.0
2018-05-09 11:49:00,61.81,18.0,5882.0,30.0
2018-05-09 11:50:00,61.81,18.0,5882.0,30.0
2018-05-09 11:51:00,61.65,18.0,5882.0,30.0
2018-05-09 11:52:00,61.65,18.0,5882.0,30.0
2018-05-09 11:53:00,61.65,18.0,5876.0,30.0
2018-05-09 11:54:00,61.65,18.0,5876.0,30.0
2018-05-09 11:55:00,61.65,18.0,5870.0,30.0
2018-05-09 11:56:00,61.65,18.0,5870.0,30.0
2018-05-09 11:57:00,61.65,18.0,5876.0,30.0
2018-05-09 11:58:00,61.65,18.0,5882.0,30.0
2018-05-09 11:59:00,61.65,18.0,5882.0,30.0
2018-05-09 12:00:00,61.49,18.0,5882.0,30.0
2018-05-09 12:01:00,61.49,18.0,5888.0,30.0
2018-05-09 12:02:00,61.49,17.0,5882.0,31.0
2018-05-09 12:03:00,61.49,17.0,5888.0,31.0
2018-05-09 12:04:00,61.49,17.0,5876.0,31.0
2018-05-09 12:05:00,61.65,18.0,5876.0,30.0
2018-05-09 12:06:00,61.65,18.0,5876.0,30.0
2018-05-09 12:07:00,61.81,18.0,5876.0,30.0
2018-05-09 12:08:00,61.49,18.0,5882.0,30.0
2018-05-09 12:09:00,61.81,18.0,5882.0,30.0
2018-05-09 12:10:00,61.81,18.0,5882.0,30.0
2018-05-09 12:11:00,61.81,18.0,5888.0,30.0
2018-05-09 12:12:00,61.81,18.0,5888.0,30.0
2018-05-09 12:13:00,61.65,17.0,5894.0,31.0
2018-05-09 12:14:00,61.65,17.0,5900.0,32.0
2018-05-09 12:15:00,61.81,16.0,5900.0,33.0
2018-05-09 12:16:00,61.65,16.0,5882.0,34.0
2018-05-09 12:17:00,61.81,16.0,5888.0,33.0
2018-05-09 12:18:00,61.81,17.0,5888.0,32.0
2018-05-09 12:19:00,61.81,16.0,5894.0,33.0
2018-05-09 12:20:00,61.65,17.0,5894.0,32.0
2018-05-09 12:21:00,61.49,17.0,5882.0,32.0
2018-05-09 12:22:00,61.65,17.0,5882.0,32.0
2018-05-09 12:23:00,61.65,17.0,5900.0,31.0
2018-05-09 12:24:00,61.49,17.0,5912.0,31.0
2018-05-09 12:25:00,61.49,17.0,5900.0,32.0
2018-05-09 12:26:00,61.49,17.0,5929.0,32.0
2018-05-09 12:27:00,61.49,17.0,5935.0,32.0
2018-05-09 12:28:00,61.65,16.0,5923.0,33.0
2018-05-09 12:29:00,61.65,16.0,5906.0,33.0
2018-05-09 12:30:00,61.65,16.0,5912.0,33.0
2018-05-09 12:31:00,61.65,17.0,5917.0,32.0
2018-05-09 12:32:00,61.49,17.0,5917.0,32.0
2018-05-09 12:33:00,61.49,17.0,5935.0,32.0
2018-05-09 12:34:00,61.49,17.0,5923.0,32.0
2018-05-09 12:35:00,61.49,17.0,5923.0,32.0
2018-05-09 12:36:00,61.49,17.0,5900.0,32.0
2018-05-09 12:37:00,61.49,17.0,5900.0,32.0
2018-05-09 12:38:00,61.49,17.0,5900.0,32.0
2018-05-09 12:39:00,61.49,17.0,5894.0,32.0
2018-05-09 12:40:00,61.49,17.0,5876.0,32.0
2018-05-09 12:41:00,61.49,17.0,5888.0,32.0
2018-05-09 12:42:00,61.49,17.0,5882.0,31.0
2018-05-09 12:43:00,61.49,17.0,5894.0,32.0
2018-05-09 12:44:00,61.49,17.0,5882.0,31.0
2018-05-09 12:45:00,61.65,17.0,5894.0,31.0
2018-05-09 12:46:00,61.65,17.0,5888.0,31.0
2018-05-09 12:47:00,61.49,17.0,5894.0,32.0
2018-05-09 12:48:00,61.65,17.0,5894.0,32.0
2018-05-09 12:49:00,61.65,17.0,5894.0,32.0
2018-05-09 12:50:00,61.65,17.0,5894.0,32.0
2018-05-09 12:51:00,61.65,17.0,5894.0,32.0
2018-05-09 12:52:00,61.65,17.0,5900.0,32.0
2018-05-09 12:53:00,61.65,17.0,5894.0,32.0
2018-05-09 12:54:00,61.81,17.0,5876.0,32.0
2018-05-09 12:55:00,61.81,17.0,5876.0,32.0
2018-05-09 12:56:00,61.65,17.0,5900.0,32.0
2018-05-09 12:57:00,61.65,17.0,5900.0,32.0
2018-05-09 12:58:00,61.65,17.0,5900.0,32.0
2018-05-09 12:59:00,61.65,16.0,5870.0,33.0
2018-05-09 13:00:00,61.81,16.0,5870.0,33.0
2018-05-09 13:01:00,61.81,17.0,5876.0,32.0
2018-05-09 13:02:00,61.81,17.0,5876.0,32.0
2018-05-09 13:03:00,61.81,17.0,5865.0,32.0
2018-05-09 13:04:00,61.81,17.0,5865.0,31.0
2018-05-09 13:05:00,61.81,18.0,5865.0,30.0
2018-05-09 13:06:00,61.81,18.0,5870.0,30.0
2018-05-09 13:07:00,61.65,17.0,5876.0,31.0
2018-05-09 13:08:00,61.65,17.0,5900.0,32.0
2018-05-09 13:09:00,61.65,16.0,5900.0,33.0
2018-05-09 13:10:00,61.65,16.0,5900.0,34.0
2018-05-09 13:11:00,61.65,16.0,5876.0,34.0
2018-05-09 13:12:00,61.65,16.0,5876.0,34.0
2018-05-09 13:13:00,61.49,16.0,5859.0,33.0
2018-05-09 13:14:00,61.65,17.0,5853.0,32.0
2018-05-09 13:15:00,61.65,18.0,5859.0,30.0
2018-05-09 13:16:00,61.49,18.0,5882.0,30.0
2018-05-09 13:17:00,61.49,18.0,5859.0,30.0
2018-05-09 13:18:00,61.49,18.0,5859.0,30.0
2018-05-09 13:19:00,61.49,18.0,5870.0,30.0
2018-05-09 13:20:00,61.49,18.0,5900.0,30.0
2018-05-09 13:21:00,61.33,17.0,5906.0,32.0
2018-05-09 13:22:00,61.33,17.0,5906.0,32.0
2018-05-09 13:23:00,61.33,17.0,5888.0,32.0
2018-05-09 13:24:00,61.33,17.0,5900.0,32.0
2018-05-09 13:25:00,61.33,16.0,5894.0,33.0
2018-05-09 13:26:00,61.33,16.0,5870.0,33.0
2018-05-09 13:27:00,61.33,17.0,5865.0,32.0
2018-05-09 13:28:00,61.49,17.0,5853.0,31.0
2018-05-09 13:29:00,63.09,17.0,5847.0,31.0
2018-05-09 13:30:00,61.65,18.0,5847.0,30.0
2018-05-09 13:31:00,61.49,18.0,5847.0,30.0
2018-05-09 13:32:00,61.49,18.0,5847.0,30.0
2018-05-09 13:33:00,61.33,18.0,5847.0,30.0
2018-05-09 13:34:00,61.33,18.0,5847.0,30.0
2018-05-09 13:35:00,61.33,18.0,5847.0,29.0
2018-05-09 13:36:00,61.49,18.0,5847.0,29.0
2018-05-09 13:37:00,61.33,18.0,5847.0,29.0
2018-05-09 13:38:00,61.33,18.0,5841.0,29.0
2018-05-09 13:39:00,61.33,18.0,5841.0,29.0
2018-05-09 13:40:00,61.33,18.0,5841.0,29.0
2018-05-09 13:41:00,61.33,18.0,5841.0,29.0
2018-05-09 13:42:00,61.16,18.0,5841.0,29.0
2018-05-09 13:43:00,61.33,18.0,5835.0,29.0
2018-05-09 13:44:00,61.16,18.0,5835.0,29.0
2018-05-09 13:45:00,61.16,18.0,5835.0,29.0
2018-05-09 13:46:00,61.16,18.0,5835.0,29.0
2018-05-09 13:47:00,61.16,18.0,5835.0,29.0
2018-05-09 13:48:00,61.16,18.0,5835.0,29.0
2018-05-09 13:49:00,61.16,18.0,5829.0,29.0
2018-05-09 13:50:00,61.0,18.0,5829.0,29.0
2018-05-09 13:51:00,61.0,18.0,5829.0,29.0
2018-05-09 13:52:00,61.0,19.0,5829.0,28.0
2018-05-09 13:53:00,61.0,19.0,5829.0,28.0
2018-05-09 13:54:00,61.0,19.0,5829.0,28.0
2018-05-09 13:55:00,61.16,19.0,5835.0,28.0
2018-05-09 13:56:00,61.0,19.0,5835.0,28.0
2018-05-09 13:57:00,61.0,19.0,5841.0,28.0
2018-05-09 13:58:00,61.0,19.0,5841.0,28.0
2018-05-09 13:59:00,60.84,19.0,5841.0,28.0
2018-05-09 14:00:00,61.0,19.0,5847.0,28.0
2018-05-09 14:01:00,60.84,19.0,5847.0,28.0
2018-05-09 14:02:00,60.84,19.0,5847.0,28.0
2018-05-09 14:03:00,60.04,19.0,5847.0,28.0
2018-05-09 14:04:00,59.88,18.0,5835.0,29.0
2018-05-09 14:05:00,59.72,19.0,5829.0,28.0
2018-05-09 14:06:00,61.0,19.0,5829.0,28.0
2018-05-09 14:07:00,61.0,19.0,5829.0,28.0
2018-05-09 14:08:00,60.84,19.0,5824.0,28.0
2018-05-09 14:09:00,61.0,19.0,5824.0,28.0
2018-05-09 14:10:00,60.84,19.0,5829.0,28.0
2018-05-09 14:11:00,61.0,19.0,5829.0,28.0
2018-05-09 14:12:00,60.84,19.0,5829.0,28.0
2018-05-09 14:13:00,61.0,19.0,5829.0,28.0
2018-05-09 14:14:00,60.84,19.0,5829.0,28.0
2018-05-09 14:15:00,61.0,19.0,5824.0,28.0
2018-05-09 14:16:00,60.84,19.0,5824.0,28.0
2018-05-09 14:17:00,60.84,19.0,5818.0,28.0
2018-05-09 14:18:00,60.84,19.0,5818.0,28.0
2018-05-09 14:19:00,61.16,19.0,5818.0,28.0
2018-05-09 14:20:00,61.16,19.0,5818.0,28.0
2018-05-09 14:21:00,61.0,19.0,5818.0,28.0
2018-05-09 14:22:00,61.0,19.0,5818.0,28.0
2018-05-09 14:23:00,61.0,19.0,5818.0,28.0
2018-05-09 14:24:00,61.0,19.0,5824.0,28.0
2018-05-09 14:25:00,61.0,19.0,5824.0,28.0
2018-05-09 14:26:00,61.0,19.0,5824.0,28.0
2018-05-09 14:27:00,61.16,19.0,5818.0,28.0
2018-05-09 14:28:00,61.0,19.0,5818.0,28.0
2018-05-09 14:29:00,61.0,19.0,5818.0,28.0
2018-05-09 14:30:00,61.0,19.0,5818.0,28.0
2018-05-09 14:31:00,61.0,19.0,5818.0,28.0
2018-05-09 14:32:00,61.16,19.0,5812.0,28.0
2018-05-09 14:33:00,61.0,19.0,5812.0,28.0
2018-05-09 14:34:00,61.0,19.0,5812.0,28.0
2018-05-09 14:35:00,61.0,19.0,5812.0,28.0
2018-05-09 14:36:00,61.0,19.0,5812.0,28.0
2018-05-09 14:37:00,61.16,19.0,5812.0,28.0
2018-05-09 14:38:00,61.16,19.0,5812.0,28.0
2018-05-09 14:39:00,61.16,19.0,5818.0,27.0
2018-05-09 14:40:00,61.16,19.0,5818.0,27.0
2018-05-09 14:41:00,61.16,19.0,5818.0,27.0
2018-05-09 14:42:00,61.16,19.0,5818.0,27.0
2018-05-09 14:43:00,61.16,19.0,5824.0,27.0
2018-05-09 14:44:00,61.16,19.0,5824.0,27.0
2018-05-09 14:45:00,61.16,19.0,5824.0,27.0
2018-05-09 14:46:00,61.16,19.0,5829.0,27.0
2018-05-09 14:47:00,61.16,19.0,5829.0,27.0
2018-05-09 14:48:00,61.16,19.0,5829.0,27.0
2018-05-09 14:49:00,62.45,19.0,5829.0,27.0
2018-05-09 14:50:00,61.81,20.0,5818.0,27.0
2018-05-09 14:51:00,61.81,23.0,5818.0,27.0
2018-05-09 14:52:00,63.25,27.0,5806.0,26.0
2018-05-09 14:53:00,62.45,36.0,5800.0,26.0
2018-05-09 14:54:00,61.97,40.0,5794.0,26.0
2018-05-09 14:55:00,61.97,44.0,5788.0,26.0
2018-05-09 14:56:00,61.97,44.0,5782.0,26.0
2018-05-09 14:57:00,62.29,45.0,5782.0,26.0
2018-05-09 14:58:00,63.09,44.0,5782.0,26.0
2018-05-09 14:59:00,63.25,44.0,5788.0,26.0
2018-05-09 15:00:00,63.09,43.0,5794.0,26.0
2018-05-09 15:01:00,63.25,44.0,5800.0,26.0
2018-05-09 15:02:00,63.41,44.0,5800.0,26.0
2018-05-09 15:03:00,63.57,44.0,5812.0,26.0
2018-05-09 15:04:00,63.57,44.0,5818.0,26.0
2018-05-09 15:05:00,63.73,45.0,5818.0,26.0
2018-05-09 15:06:00,63.89,45.0,5824.0,26.0
2018-05-09 15:07:00,63.89,46.0,5824.0,26.0
2018-05-09 15:08:00,64.05,46.0,5829.0,26.0
2018-05-09 15:09:00,64.21,47.0,5829.0,26.0
2018-05-09 15:10:00,64.05,48.0,5818.0,26.0
2018-05-09 15:11:00,63.89,48.0,5818.0,26.0
2018-05-09 15:12:00,63.89,48.0,5818.0,26.0
2018-05-09 15:13:00,63.73,49.0,5818.0,26.0
2018-05-09 15:14:00,63.89,48.0,5812.0,26.0
2018-05-09 15:15:00,64.05,49.0,5818.0,26.0
2018-05-09 15:16:00,63.57,48.0,5824.0,26.0
2018-05-09 15:17:00,63.73,48.0,5829.0,26.0
2018-05-09 15:18:00,63.89,48.0,5829.0,26.0
2018-05-09 15:19:00,63.89,48.0,5829.0,26.0
2018-05-09 15:20:00,64.37,48.0,5829.0,26.0
2018-05-09 15:21:00,64.54,48.0,5829.0,26.0
2018-05-09 15:22:00,64.54,48.0,5835.0,26.0
2018-05-09 15:23:00,64.7,47.0,5841.0,26.0
2018-05-09 15:24:00,64.54,47.0,5841.0,26.0
2018-05-09 15:25:00,65.02,47.0,5847.0,26.0
2018-05-09 15:26:00,64.7,47.0,5853.0,26.0
2018-05-09 15:27:00,64.7,47.0,5853.0,26.0
2018-05-09 15:28:00,64.7,46.0,5853.0,27.0
2018-05-09 15:29:00,64.54,46.0,5853.0,27.0
2018-05-09 15:30:00,64.54,46.0,5865.0,27.0
2018-05-09 15:31:00,64.54,46.0,5870.0,27.0
2018-05-09 15:32:00,64.7,44.0,5865.0,27.0
2018-05-09 15:33:00,64.54,44.0,5865.0,27.0
2018-05-09 15:34:00,64.54,44.0,5865.0,27.0
2018-05-09 15:35:00,64.54,44.0,5859.0,28.0
2018-05-09 15:36:00,64.7,44.0,5847.0,28.0
2018-05-09 15:37:00,64.37,44.0,5841.0,28.0
2018-05-09 15:38:00,64.54,42.0,5841.0,27.0
2018-05-09 15:39:00,64.37,42.0,5835.0,27.0
2018-05-09 15:40:00,64.37,43.0,5829.0,27.0
2018-05-09 15:41:00,64.37,43.0,5835.0,27.0
2018-05-09 15:42:00,64.37,44.0,5829.0,27.0
2018-05-09 15:43:00,64.37,44.0,5829.0,27.0
2018-05-09 15:44:00,64.37,44.0,5829.0,27.0
2018-05-09 15:45:00,64.37,44.0,5829.0,27.0
2018-05-09 15:46:00,64.37,44.0,5829.0,27.0
2018-05-09 15:47:00,64.37,44.0,5829.0,27.0
2018-05-09 15:48:00,64.54,43.0,5818.0,27.0
2018-05-09 15:49:00,64.37,42.0,5759.0,27.0
2018-05-09 15:50:00,64.37,43.0,5818.0,27.0
2018-05-09 15:51:00,64.37,43.0,5812.0,27.0
2018-05-09 15:52:00,64.37,44.0,5812.0,26.0
2018-05-09 15:53:00,64.37,44.0,5812.0,27.0
2018-05-09 15:54:00,64.37,44.0,5818.0,27.0
2018-05-09 15:55:00,64.37,44.0,5818.0,26.0
2018-05-09 15:56:00,64.54,44.0,5818.0,26.0
2018-05-09 15:57:00,64.54,44.0,5818.0,26.0
2018-05-09 15:58:00,64.37,44.0,5812.0,26.0
2018-05-09 15:59:00,64.37,44.0,5812.0,26.0
2018-05-09 16:00:00,64.37,44.0,5800.0,26.0
2018-05-09 16:01:00,64.7,43.0,5800.0,26.0
2018-05-09 16:02:00,64.54,43.0,5800.0,26.0
2018-05-09 16:03:00,64.37,43.0,5794.0,26.0
2018-05-09 16:04:00,64.37,44.0,5794.0,26.0
2018-05-09 16:05:00,64.37,43.0,5788.0,26.0
2018-05-09 16:06:00,64.54,44.0,5788.0,26.0
2018-05-09 16:07:00,64.37,43.0,5788.0,26.0
2018-05-09 16:08:00,64.37,44.0,5782.0,26.0
2018-05-09 16:09:00,64.54,44.0,5782.0,26.0
2018-05-09 16:10:00,64.54,44.0,5782.0,26.0
2018-05-09 16:11:00,64.54,44.0,5782.0,26.0
2018-05-09 16:12:00,64.37,44.0,5777.0,26.0
2018-05-09 16:13:00,64.37,44.0,5777.0,26.0
2018-05-09 16:14:00,64.37,44.0,5777.0,26.0
2018-05-09 16:15:00,64.54,45.0,5777.0,26.0
2018-05-09 16:16:00,64.21,45.0,5730.0,26.0
2018-05-09 16:17:00,64.37,45.0,5771.0,26.0
2018-05-09 16:18:00,64.37,45.0,5771.0,26.0
2018-05-09 16:19:00,64.21,45.0,5765.0,26.0
2018-05-09 16:20:00,64.37,45.0,5765.0,26.0
2018-05-09 16:21:00,64.37,46.0,5759.0,26.0
2018-05-09 16:22:00,64.37,46.0,5759.0,26.0
2018-05-09 16:23:00,64.37,45.0,5753.0,26.0
2018-05-09 16:24:00,64.37,45.0,5753.0,26.0
2018-05-09 16:25:00,64.37,45.0,5524.0,26.0
2018-05-09 16:26:00,64.37,45.0,5436.0,26.0
2018-05-09 16:27:00,64.21,45.0,5519.0,26.0
2018-05-09 16:28:00,64.21,46.0,5730.0,26.0
2018-05-09 16:29:00,64.21,46.0,5730.0,26.0
2018-05-09 16:30:00,64.21,46.0,5724.0,25.0
2018-05-09 16:31:00,64.21,46.0,5724.0,25.0
2018-05-09 16:32:00,64.21,46.0,5724.0,26.0
2018-05-09 16:33:00,64.21,46.0,5718.0,25.0
2018-05-09 16:34:00,64.21,46.0,5718.0,25.0
2018-05-09 16:35:00,64.21,46.0,5712.0,25.0
2018-05-09 16:36:00,64.21,47.0,5706.0,25.0
2018-05-09 16:37:00,64.21,47.0,5683.0,25.0
2018-05-09 16:38:00,64.21,47.0,5266.0,25.0
2018-05-09 16:39:00,64.21,47.0,5319.0,25.0
2018-05-09 16:40:00,64.21,47.0,5126.0,25.0
2018-05-09 16:41:00,64.21,47.0,5249.0,25.0
2018-05-09 16:42:00,64.21,47.0,5173.0,25.0
2018-05-09 16:43:00,64.21,47.0,5307.0,25.0
2018-05-09 16:44:00,64.21,47.0,5161.0,25.0
2018-05-09 16:45:00,64.21,47.0,5102.0,25.0
2018-05-09 16:46:00,64.21,47.0,5008.0,25.0
2018-05-09 16:47:00,64.37,48.0,4914.0,25.0
2018-05-09 16:48:00,64.21,48.0,4733.0,25.0
2018-05-09 16:49:00,64.21,48.0,4756.0,25.0
2018-05-09 16:50:00,64.21,48.0,4609.0,25.0
2018-05-09 16:51:00,64.54,48.0,4521.0,25.0
2018-05-09 16:52:00,64.37,48.0,4439.0,25.0
2018-05-09 16:53:00,64.21,48.0,5348.0,25.0
2018-05-09 16:54:00,64.05,48.0,5700.0,25.0
2018-05-09 16:55:00,64.05,48.0,5695.0,25.0
2018-05-09 16:56:00,64.21,48.0,5695.0,25.0
2018-05-09 16:57:00,64.21,48.0,5700.0,25.0
2018-05-09 16:58:00,64.21,48.0,5700.0,25.0
2018-05-09 16:59:00,64.05,47.0,5700.0,25.0
2018-05-09 17:00:00,64.21,47.0,5695.0,25.0
2018-05-09 17:01:00,64.21,47.0,5689.0,25.0
2018-05-09 17:02:00,64.05,46.0,5677.0,25.0
2018-05-09 17:03:00,64.05,46.0,5677.0,25.0
2018-05-09 17:04:00,64.21,46.0,5671.0,25.0
2018-05-09 17:05:00,64.21,46.0,5671.0,25.0
2018-05-09 17:06:00,64.05,46.0,5671.0,25.0
2018-05-09 17:07:00,64.05,46.0,5671.0,25.0
2018-05-09 17:08:00,64.05,46.0,5665.0,25.0
2018-05-09 17:09:00,64.05,46.0,5653.0,25.0
2018-05-09 17:10:00,64.05,45.0,5642.0,25.0
2018-05-09 17:11:00,64.21,45.0,5636.0,25.0
2018-05-09 17:12:00,64.05,45.0,5636.0,25.0
2018-05-09 17:13:00,64.05,45.0,5636.0,25.0
2018-05-09 17:14:00,64.05,45.0,5648.0,25.0
2018-05-09 17:15:00,64.05,45.0,5648.0,25.0
2018-05-09 17:16:00,64.05,45.0,5642.0,25.0
2018-05-09 17:17:00,64.05,45.0,5624.0,25.0
2018-05-09 17:18:00,64.21,44.0,5583.0,25.0
2018-05-09 17:19:00,64.05,44.0,5524.0,25.0
2018-05-09 17:20:00,64.05,44.0,5278.0,25.0
2018-05-09 17:21:00,64.21,44.0,4938.0,25.0
2018-05-09 17:22:00,64.05,43.0,4568.0,25.0
2018-05-09 17:23:00,64.21,43.0,4275.0,25.0
2018-05-09 17:24:00,64.05,43.0,4017.0,25.0
2018-05-09 17:25:00,64.05,44.0,3788.0,25.0
2018-05-09 17:26:00,64.05,44.0,3495.0,25.0
2018-05-09 17:27:00,64.05,44.0,3296.0,25.0
2018-05-09 17:28:00,64.05,44.0,3219.0,25.0
2018-05-09 17:29:00,64.54,44.0,3214.0,25.0
2018-05-09 17:30:00,64.05,44.0,3231.0,25.0
2018-05-09 17:31:00,63.89,45.0,3249.0,24.0
2018-05-09 17:32:00,64.05,45.0,3249.0,24.0
2018-05-09 17:33:00,64.05,45.0,3184.0,24.0
2018-05-09 17:34:00,64.05,46.0,3020.0,24.0
2018-05-09 17:35:00,63.89,45.0,2891.0,25.0
2018-05-09 17:36:00,64.05,46.0,2791.0,24.0
2018-05-09 17:37:00,64.05,46.0,2621.0,24.0
2018-05-09 17:38:00,64.21,46.0,2445.0,24.0
2018-05-09 17:39:00,64.21,46.0,2246.0,24.0
2018-05-09 17:40:00,64.21,46.0,2070.0,24.0
2018-05-09 17:41:00,64.05,46.0,1841.0,24.0
2018-05-09 17:42:00,64.05,45.0,1612.0,24.0
2018-05-09 17:43:00,64.05,45.0,1454.0,24.0
2018-05-09 17:44:00,64.21,45.0,1313.0,24.0
2018-05-09 17:45:00,64.21,45.0,1313.0,24.0
2018-05-09 17:46:00,64.05,45.0,1178.0,24.0
2018-05-09 17:47:00,64.21,45.0,1196.0,24.0
2018-05-09 17:48:00,64.05,45.0,1079.0,24.0
2018-05-09 17:49:00,64.21,45.0,1020.0,24.0
2018-05-09 17:50:00,63.89,45.0,1313.0,24.0
2018-05-09 17:51:00,63.73,45.0,3513.0,24.0
2018-05-09 17:52:00,63.73,45.0,3777.0,24.0
2018-05-09 17:53:00,63.73,45.0,4093.0,24.0
2018-05-09 17:54:00,63.73,45.0,4463.0,24.0
2018-05-09 17:55:00,63.73,45.0,4369.0,24.0
2018-05-09 17:56:00,63.73,45.0,4334.0,24.0
2018-05-09 17:57:00,63.73,46.0,4469.0,24.0
2018-05-09 17:58:00,63.73,46.0,4492.0,24.0
2018-05-09 17:59:00,63.73,46.0,4422.0,24.0
2018-05-09 18:00:00,63.73,46.0,4263.0,24.0
2018-05-09 18:01:00,63.73,46.0,4263.0,24.0
2018-05-09 18:02:00,63.73,46.0,4252.0,24.0
2018-05-09 18:03:00,63.73,46.0,4240.0,24.0
2018-05-09 18:04:00,63.73,46.0,4222.0,24.0
2018-05-09 18:05:00,63.73,46.0,4222.0,24.0
2018-05-09 18:06:00,63.73,47.0,4170.0,24.0
