TIME,TEMPERATURA,HUMEDAD RELATIVA,HUMEDAD DE LA TIERRA,NIVEL UV,INTENSIDAD LUMÍNICA,HORA
2018-05-02 23:56:00,34,34,100.0,1,5049,23
2018-05-03 00:07:00,34,32,72.72,1,5055,0
2018-05-03 00:40:00,35,31,76.73,1,68955,0
2018-05-03 00:41:00,35,31,77.05,1,5061,0
2018-05-03 00:42:00,35,31,77.05,1,5061,0
2018-05-03 00:44:00,35,31,77.05,1,5061,0
2018-05-03 00:45:00,35,31,77.21,1,5061,0
2018-05-03 00:46:00,35,31,77.54,1,5061,0
2018-05-03 00:47:00,35,31,77.21,1,5061,0
2018-05-03 00:48:00,35,31,77.21,1,5061,0
2018-05-03 00:49:00,35,31,77.21,1,5061,0
2018-05-03 00:51:00,35,31,77.86,1,5061,0
2018-05-03 00:52:00,35,31,78.18,1,5061,0
2018-05-03 00:53:00,35,31,77.86,1,5061,0
2018-05-03 00:54:00,35,31,77.7,1,5061,0
2018-05-03 00:55:00,35,31,77.7,1,5061,0
2018-05-03 00:57:00,35,31,78.18,0,5061,0
2018-05-03 00:58:00,35,31,78.02,1,5061,0
2018-05-03 00:59:00,35,31,78.34,1,5061,0
2018-05-03 01:00:00,35,31,78.5,1,5061,1
2018-05-03 01:01:00,35,31,78.18,1,5061,1
2018-05-03 01:02:00,35,31,77.38,1,5061,1
2018-05-03 01:03:00,35,31,76.57,1,5067,1
2018-05-03 01:04:00,35,31,77.21,1,4932,1
2018-05-03 01:05:00,35,31,75.77,0,2375,1
2018-05-03 01:06:00,35,31,74.81,0,5085,1
2018-05-03 01:07:00,34,33,74.33,0,5090,1
2018-05-03 01:09:00,34,34,74.17,1,5055,1
2018-05-03 01:10:00,34,34,73.84,0,5073,1
2018-05-03 01:11:00,33,34,73.04,0,5067,1
2018-05-03 01:12:00,33,35,73.04,0,5055,1
2018-05-03 01:13:00,33,35,73.04,0,5061,1
2018-05-03 01:14:00,34,35,73.36,0,5067,1
2018-05-03 01:15:00,34,35,72.88,0,5073,1
2018-05-03 01:16:00,33,35,71.92,0,5085,1
2018-05-03 01:17:00,33,36,71.6,0,5085,1
2018-05-03 01:18:00,33,36,71.28,0,5085,1
2018-05-03 01:20:00,33,37,70.96,0,5085,1
2018-05-03 01:21:00,33,38,71.12,0,5085,1
2018-05-03 01:22:00,33,37,70.63,0,5085,1
2018-05-03 01:23:00,33,38,70.79,0,5085,1
2018-05-03 01:24:00,32,38,70.31,0,5085,1
2018-05-03 01:25:00,33,38,70.31,0,5085,1
2018-05-03 01:26:00,33,38,70.31,0,5073,1
2018-05-03 01:27:00,32,39,70.47,0,5073,1
2018-05-03 01:28:00,32,39,70.15,0,5090,1
2018-05-03 01:29:00,32,39,69.67,0,5085,1
2018-05-03 01:30:00,32,40,69.67,0,5090,1
2018-05-03 01:32:00,32,40,69.99,0,5090,1
2018-05-03 01:33:00,32,39,69.67,0,5090,1
2018-05-03 01:34:00,32,40,69.19,0,5090,1
2018-05-03 01:35:00,33,39,69.35,0,5090,1
2018-05-03 01:36:00,33,39,69.35,0,5090,1
2018-05-03 01:37:00,33,39,69.67,0,5090,1
2018-05-03 01:38:00,33,38,69.67,0,5090,1
2018-05-03 01:39:00,33,38,69.51,0,5090,1
2018-05-03 01:40:00,33,39,69.51,0,5090,1
2018-05-03 01:41:00,33,38,69.99,0,5049,1
2018-05-03 01:42:00,34,38,69.35,0,5043,1
2018-05-03 01:43:00,33,38,69.99,0,5049,1
2018-05-03 01:45:00,32,39,69.99,0,5043,1
2018-05-03 01:46:00,31,39,69.67,0,5055,1
2018-05-03 01:47:00,31,40,69.51,0,5055,1
2018-05-03 01:48:00,32,40,69.35,0,5085,1
2018-05-03 01:49:00,32,40,69.03,0,5085,1
2018-05-03 01:50:00,32,40,68.71,0,5085,1
2018-05-03 01:51:00,32,40,68.39,0,5067,1
2018-05-03 01:52:00,32,41,68.87,0,5085,1
2018-05-03 01:53:00,32,40,68.87,0,5079,1
2018-05-03 01:54:00,32,40,68.55,0,5055,1
2018-05-03 01:55:00,32,40,68.55,0,5061,1
2018-05-03 01:57:00,32,41,68.55,0,5049,1
2018-05-03 01:58:00,32,41,68.39,0,5061,1
2018-05-03 01:59:00,32,41,68.39,0,5067,1
2018-05-03 02:00:00,32,41,68.23,0,5085,2
2018-05-03 02:01:00,32,41,68.23,0,5085,2
2018-05-03 02:02:00,32,41,68.23,0,5085,2
2018-05-03 02:03:00,32,41,68.39,0,5085,2
2018-05-03 02:04:00,32,41,68.39,0,5085,2
2018-05-03 02:05:00,32,41,68.23,0,5085,2
2018-05-03 02:06:00,32,41,67.75,0,5085,2
2018-05-03 02:08:00,32,41,68.23,0,5085,2
2018-05-03 02:09:00,32,41,68.23,0,5055,2
2018-05-03 02:10:00,32,41,67.91,0,5085,2
2018-05-03 02:11:00,32,41,68.55,0,5055,2
2018-05-03 02:12:00,32,41,67.75,0,5049,2
2018-05-03 02:13:00,32,41,67.58,0,5085,2
2018-05-03 02:14:00,32,41,67.58,0,5085,2
2018-05-03 02:15:00,32,41,67.75,0,5085,2
2018-05-03 02:16:00,32,41,68.07,0,5085,2
2018-05-03 02:17:00,32,41,68.39,0,5079,2
2018-05-03 02:18:00,32,41,68.39,0,5079,2
2018-05-03 02:20:00,31,41,68.39,0,5079,2
2018-05-03 02:21:00,32,41,68.23,0,5079,2
2018-05-03 02:22:00,31,41,68.07,0,5079,2
2018-05-03 02:23:00,32,41,68.07,0,5079,2
2018-05-03 02:24:00,32,41,68.23,0,5073,2
2018-05-03 02:25:00,31,41,68.39,0,5079,2
2018-05-03 02:27:00,31,41,68.39,0,5079,2
2018-05-03 02:28:00,31,41,68.07,0,5073,2
2018-05-03 02:29:00,32,41,68.39,0,5073,2
2018-05-03 02:30:00,32,41,68.07,0,5073,2
2018-05-03 02:32:00,31,41,67.91,0,5073,2
2018-05-03 02:33:00,32,41,67.75,0,5073,2
2018-05-03 02:34:00,31,41,67.91,0,5073,2
2018-05-03 02:35:00,32,41,67.91,0,5079,2
2018-05-03 02:36:00,32,41,68.23,0,5073,2
2018-05-03 02:37:00,31,41,68.39,0,5079,2
2018-05-03 02:38:00,31,41,68.39,0,5079,2
2018-05-03 02:39:00,31,41,68.39,0,5079,2
2018-05-03 02:40:00,31,41,68.39,0,5073,2
2018-05-03 02:41:00,31,41,68.23,0,5067,2
2018-05-03 02:42:00,31,41,68.39,0,5073,2
2018-05-03 02:44:00,31,41,68.23,0,5073,2
2018-05-03 02:45:00,31,41,68.23,0,5073,2
2018-05-03 02:46:00,31,41,68.55,0,5067,2
2018-05-03 02:47:00,31,41,68.55,0,5067,2
2018-05-03 02:48:00,31,41,68.39,0,5067,2
2018-05-03 02:49:00,31,41,67.91,0,5061,2
2018-05-03 02:51:00,31,41,68.39,0,5055,2
2018-05-03 02:52:00,30,42,68.39,0,5049,2
2018-05-03 02:53:00,30,42,68.23,0,5043,2
2018-05-03 02:54:00,30,42,67.91,0,5043,2
2018-05-03 02:56:00,30,43,68.07,0,5043,2
2018-05-03 02:57:00,30,43,68.07,0,5038,2
2018-05-03 02:58:00,30,43,67.91,0,5038,2
2018-05-03 02:59:00,30,43,67.91,0,5032,2
2018-05-03 03:00:00,30,43,67.91,0,5032,3
2018-05-03 03:01:00,30,43,67.75,0,5038,3
2018-05-03 03:02:00,30,43,67.75,0,5038,3
2018-05-03 03:03:00,30,43,67.75,0,5038,3
2018-05-03 03:04:00,30,43,67.91,0,5038,3
2018-05-03 03:05:00,30,43,67.58,0,5038,3
2018-05-03 03:06:00,30,43,67.58,0,5038,3
2018-05-03 03:08:00,30,43,67.58,0,5032,3
2018-05-03 03:09:00,30,43,67.42,0,5032,3
2018-05-03 03:10:00,30,44,67.42,0,5032,3
2018-05-03 03:11:00,30,44,67.42,0,5032,3
2018-05-03 03:12:00,30,44,67.42,0,5038,3
2018-05-03 03:13:00,30,44,67.42,0,5032,3
2018-05-03 03:14:00,30,44,67.42,0,5032,3
2018-05-03 03:15:00,30,44,67.26,0,5032,3
2018-05-03 03:16:00,30,44,67.42,0,5032,3
2018-05-03 03:17:00,30,44,67.42,0,5032,3
2018-05-03 03:19:00,30,44,67.42,0,5032,3
2018-05-03 03:20:00,29,44,67.26,0,5032,3
2018-05-03 03:21:00,30,44,67.26,0,5032,3
2018-05-03 03:22:00,29,44,67.26,0,5032,3
2018-05-03 03:23:00,29,44,67.1,0,5032,3
2018-05-03 03:24:00,29,44,67.1,0,5032,3
2018-05-03 03:25:00,29,44,67.1,0,5032,3
2018-05-03 03:26:00,29,44,66.94,0,5032,3
2018-05-03 03:27:00,29,44,66.94,0,5032,3
2018-05-03 03:28:00,29,44,67.1,0,5026,3
2018-05-03 03:29:00,29,44,67.26,0,5026,3
2018-05-03 03:31:00,29,44,67.1,0,5026,3
2018-05-03 03:32:00,29,44,67.1,0,5026,3
2018-05-03 03:33:00,29,44,67.1,0,5020,3
2018-05-03 03:34:00,29,44,67.1,0,5020,3
2018-05-03 03:35:00,29,44,67.1,0,5014,3
2018-05-03 03:36:00,29,44,66.94,0,5014,3
2018-05-03 03:37:00,29,44,66.94,0,5020,3
2018-05-03 03:39:00,29,44,66.94,0,5020,3
2018-05-03 03:40:00,29,44,66.78,0,5014,3
2018-05-03 03:41:00,29,44,66.94,0,5014,3
2018-05-03 03:43:00,29,44,66.78,0,5014,3
2018-05-03 03:44:00,29,44,66.94,0,5014,3
2018-05-03 03:45:00,29,44,66.94,0,5014,3
2018-05-03 03:46:00,29,44,66.78,0,5014,3
2018-05-03 03:47:00,29,44,66.94,0,5014,3
2018-05-03 03:48:00,29,44,66.78,0,5014,3
2018-05-03 03:49:00,29,44,66.94,0,5014,3
2018-05-03 03:50:00,29,44,66.78,0,5014,3
2018-05-03 03:51:00,29,44,66.94,0,5014,3
2018-05-03 03:52:00,29,44,66.62,0,5014,3
2018-05-03 03:53:00,29,44,66.94,0,5008,3
2018-05-03 03:55:00,29,44,66.78,0,5008,3
2018-05-03 03:56:00,29,44,66.78,0,5008,3
2018-05-03 03:57:00,29,44,66.78,0,5002,3
2018-05-03 03:58:00,28,45,66.78,0,5002,3
2018-05-03 03:59:00,29,44,66.78,0,5002,3
2018-05-03 04:00:00,28,45,66.62,0,5002,4
2018-05-03 04:01:00,28,45,66.94,0,5002,4
2018-05-03 04:02:00,28,45,66.78,0,5002,4
2018-05-03 04:03:00,28,45,66.78,0,4997,4
2018-05-03 04:04:00,28,45,66.78,0,4997,4
2018-05-03 04:07:00,28,45,66.62,0,4997,4
2018-05-03 04:08:00,28,45,66.62,0,4997,4
2018-05-03 04:09:00,28,45,66.46,0,4997,4
2018-05-03 04:10:00,28,45,66.78,0,4991,4
2018-05-03 04:11:00,28,46,66.78,0,4991,4
2018-05-03 04:12:00,28,46,66.62,0,4991,4
2018-05-03 04:13:00,28,46,66.62,0,4991,4
2018-05-03 04:14:00,28,46,66.62,0,4985,4
2018-05-03 04:15:00,28,46,66.62,0,4985,4
2018-05-03 04:16:00,28,46,66.62,0,4985,4
2018-05-03 04:17:00,28,46,66.46,0,4985,4
2018-05-03 04:20:00,28,46,66.46,0,4979,4
2018-05-03 04:21:00,28,46,66.46,0,4979,4
2018-05-03 04:22:00,28,46,66.94,0,4979,4
2018-05-03 04:23:00,28,46,66.62,0,4979,4
2018-05-03 04:24:00,28,46,66.62,0,4973,4
2018-05-03 04:25:00,28,46,66.62,0,4973,4
2018-05-03 04:26:00,28,46,66.62,0,4973,4
2018-05-03 04:27:00,28,46,66.94,0,4973,4
2018-05-03 04:28:00,28,46,66.94,0,4973,4
2018-05-03 04:29:00,28,47,66.78,0,4967,4
2018-05-03 04:31:00,28,47,66.78,0,4967,4
2018-05-03 04:32:00,28,47,66.78,0,4967,4
2018-05-03 04:33:00,28,47,66.78,0,4967,4
2018-05-03 04:34:00,28,47,66.78,0,4967,4
2018-05-03 04:35:00,28,47,66.78,0,4961,4
2018-05-03 04:36:00,28,47,66.94,0,4961,4
2018-05-03 04:37:00,28,47,66.78,0,4961,4
2018-05-03 04:38:00,28,47,66.78,0,4961,4
2018-05-03 04:39:00,28,47,66.62,0,4956,4
2018-05-03 04:40:00,28,47,66.62,0,4956,4
2018-05-03 04:41:00,28,47,66.78,0,4956,4
2018-05-03 04:43:00,28,47,66.14,0,4956,4
2018-05-03 04:44:00,28,48,66.46,0,4956,4
2018-05-03 04:45:00,28,48,66.62,0,4950,4
2018-05-03 04:46:00,28,48,66.94,0,4950,4
2018-05-03 04:47:00,28,48,66.94,0,4944,4
2018-05-03 04:48:00,28,48,66.94,0,4944,4
2018-05-03 04:49:00,28,48,67.1,0,4944,4
2018-05-03 04:50:00,28,49,67.1,0,4938,4
2018-05-03 04:51:00,28,50,67.1,0,4938,4
2018-05-03 04:52:00,28,51,67.1,0,4938,4
2018-05-03 04:53:00,28,52,67.1,0,4932,4
2018-05-03 04:55:00,28,52,67.1,0,4932,4
2018-05-03 04:56:00,28,53,66.94,0,4932,4
2018-05-03 04:57:00,28,53,66.94,0,4932,4
2018-05-03 04:58:00,28,53,66.94,0,4932,4
2018-05-03 04:59:00,28,54,66.94,0,4932,4
2018-05-03 05:00:00,28,54,66.94,0,4926,5
2018-05-03 05:01:00,28,54,66.94,0,4926,5
2018-05-03 05:02:00,28,54,66.94,0,4926,5
2018-05-03 05:03:00,28,54,66.94,0,4926,5
2018-05-03 05:04:00,28,54,67.1,0,4920,5
2018-05-03 05:05:00,28,55,66.94,0,4920,5
2018-05-03 05:06:00,28,55,67.1,0,4920,5
2018-05-03 05:08:00,28,55,67.1,0,4914,5
2018-05-03 05:09:00,28,55,67.26,0,4914,5
2018-05-03 05:10:00,28,55,67.1,0,4914,5
2018-05-03 05:11:00,28,55,66.78,0,4909,5
2018-05-03 05:12:00,28,55,65.98,0,4909,5
2018-05-03 05:13:00,28,55,66.3,0,4903,5
2018-05-03 05:14:00,28,56,66.46,0,4903,5
2018-05-03 05:15:00,28,56,65.66,0,4897,5
2018-05-03 05:16:00,28,56,64.86,0,4891,5
2018-05-03 05:17:00,28,56,65.02,0,4891,5
2018-05-03 05:18:00,28,57,65.82,0,4885,5
2018-05-03 05:20:00,28,57,66.3,0,4879,5
2018-05-03 05:21:00,28,57,66.78,0,4873,5
2018-05-03 05:22:00,28,58,66.14,0,4868,5
