,TEMPERATURA,HUMEDAD RELATIVA,HUMEDAD DE LA TIERRA,INTENSIDAD LUMÍNICA,HORA
2018-05-09 16:18:00,26.0,92.0,69.67,5718.0,16.0
2018-05-09 16:19:00,25.0,92.0,69.99,5706.0,16.0
2018-05-09 16:20:00,25.0,92.0,69.83,5695.0,16.0
2018-05-09 16:21:00,25.0,92.0,69.67,5689.0,16.0
2018-05-09 16:22:00,25.0,92.0,69.83,5683.0,16.0
2018-05-09 16:23:00,25.0,92.0,69.51,5677.0,16.0
2018-05-09 16:24:00,25.0,92.0,69.51,5671.0,16.0
2018-05-09 16:25:00,25.0,92.0,69.51,5659.0,16.0
2018-05-09 16:26:00,25.0,92.0,69.67,5636.0,16.0
2018-05-09 16:27:00,25.0,92.0,69.51,5607.0,16.0
2018-05-09 16:28:00,25.0,92.0,69.51,5554.0,16.0
2018-05-09 16:29:00,25.0,92.0,69.51,5466.0,16.0
2018-05-09 16:30:00,25.0,92.0,69.51,5448.0,16.0
2018-05-09 16:31:00,25.0,92.0,69.51,5448.0,16.0
2018-05-09 16:32:00,25.0,92.0,69.35,5495.0,16.0
2018-05-09 16:33:00,25.0,92.0,69.51,5454.0,16.0
2018-05-09 16:34:00,25.0,92.0,69.35,5178.0,16.0
2018-05-09 16:35:00,25.0,92.0,69.51,4973.0,16.0
2018-05-09 16:36:00,25.0,92.0,69.83,4844.0,16.0
2018-05-09 16:37:00,25.0,92.0,69.67,4821.0,16.0
2018-05-09 16:38:00,25.0,92.0,69.83,4903.0,16.0
2018-05-09 16:39:00,25.0,92.0,69.67,5055.0,16.0
2018-05-09 16:40:00,25.0,92.0,69.99,5114.0,16.0
2018-05-09 16:41:00,25.0,92.0,69.67,5219.0,16.0
2018-05-09 16:42:00,25.0,92.0,69.51,5313.0,16.0
2018-05-09 16:43:00,25.0,92.0,69.51,5366.0,16.0
2018-05-09 16:44:00,25.0,92.0,69.67,5384.0,16.0
2018-05-09 16:45:00,25.0,92.0,69.51,5378.0,16.0
2018-05-09 16:46:00,25.0,92.0,69.51,5395.0,16.0
2018-05-09 16:47:00,25.0,92.0,69.19,5431.0,16.0
2018-05-09 16:48:00,25.0,92.0,69.35,5307.0,16.0
2018-05-09 16:49:00,25.0,92.0,69.19,5096.0,16.0
2018-05-09 16:50:00,25.0,92.0,69.99,4926.0,16.0
2018-05-09 16:51:00,25.0,92.0,69.35,4856.0,16.0
2018-05-09 16:52:00,25.0,92.0,69.35,4756.0,16.0
2018-05-09 16:53:00,25.0,92.0,69.03,4697.0,16.0
2018-05-09 16:54:00,25.0,92.0,69.03,4621.0,16.0
2018-05-09 16:55:00,25.0,92.0,69.03,4615.0,16.0
2018-05-09 16:56:00,25.0,92.0,68.87,4692.0,16.0
2018-05-09 16:57:00,25.0,92.0,68.87,4762.0,16.0
2018-05-09 16:58:00,25.0,92.0,68.87,4651.0,16.0
2018-05-09 16:59:00,25.0,92.0,68.87,4604.0,16.0
2018-05-09 17:00:00,25.0,92.0,69.19,4469.0,17.0
2018-05-09 17:01:00,25.0,92.0,68.87,4140.0,17.0
2018-05-09 17:02:00,25.0,92.0,68.87,3876.0,17.0
2018-05-09 17:03:00,25.0,92.0,68.87,3853.0,17.0
2018-05-09 17:04:00,25.0,92.0,68.87,3859.0,17.0
2018-05-09 17:05:00,25.0,92.0,68.87,3923.0,17.0
2018-05-09 17:06:00,25.0,92.0,68.71,3935.0,17.0
2018-05-09 17:07:00,25.0,92.0,68.87,3917.0,17.0
2018-05-09 17:08:00,25.0,92.0,68.71,3806.0,17.0
2018-05-09 17:09:00,25.0,92.0,69.19,3618.0,17.0
2018-05-09 17:10:00,25.0,92.0,68.87,3448.0,17.0
2018-05-09 17:11:00,25.0,92.0,68.87,3366.0,17.0
2018-05-09 17:12:00,25.0,92.0,68.71,3366.0,17.0
2018-05-09 17:13:00,24.0,93.0,68.71,3454.0,17.0
2018-05-09 17:14:00,24.0,93.0,68.55,3524.0,17.0
2018-05-09 17:15:00,24.0,93.0,68.55,3472.0,17.0
2018-05-09 17:16:00,24.0,93.0,68.55,3354.0,17.0
2018-05-09 17:17:00,24.0,93.0,68.71,3219.0,17.0
2018-05-09 17:18:00,24.0,93.0,68.55,3085.0,17.0
2018-05-09 17:19:00,24.0,93.0,68.71,2973.0,17.0
2018-05-09 17:20:00,24.0,93.0,68.55,2809.0,17.0
2018-05-09 17:21:00,24.0,93.0,68.55,2621.0,17.0
2018-05-09 17:22:00,24.0,93.0,68.71,2469.0,17.0
2018-05-09 17:23:00,24.0,93.0,68.71,2287.0,17.0
