,TEMPERATURA,HUMEDAD RELATIVA,HUMEDAD DE LA TIERRA,INTENSIDAD LUMÍNICA,HORA
2018-05-09 12:22:00,32.0,17.0,61.65,5882.0,12.0
2018-05-09 12:23:00,31.0,17.0,61.65,5900.0,12.0
2018-05-09 12:24:00,31.0,17.0,61.49,5912.0,12.0
2018-05-09 12:25:00,32.0,17.0,61.49,5900.0,12.0
2018-05-09 12:26:00,32.0,17.0,61.49,5929.0,12.0
2018-05-09 12:27:00,32.0,17.0,61.49,5935.0,12.0
2018-05-09 12:28:00,33.0,16.0,61.65,5923.0,12.0
2018-05-09 12:29:00,33.0,16.0,61.65,5906.0,12.0
2018-05-09 12:30:00,33.0,16.0,61.65,5912.0,12.0
2018-05-09 12:31:00,32.0,17.0,61.65,5917.0,12.0
2018-05-09 12:32:00,32.0,17.0,61.49,5917.0,12.0
2018-05-09 12:33:00,32.0,17.0,61.49,5935.0,12.0
2018-05-09 12:34:00,32.0,17.0,61.49,5923.0,12.0
2018-05-09 12:35:00,32.0,17.0,61.49,5923.0,12.0
2018-05-09 12:36:00,32.0,17.0,61.49,5900.0,12.0
2018-05-09 12:37:00,32.0,17.0,61.49,5900.0,12.0
2018-05-09 12:38:00,32.0,17.0,61.49,5900.0,12.0
2018-05-09 12:39:00,32.0,17.0,61.49,5894.0,12.0
2018-05-09 12:40:00,32.0,17.0,61.49,5876.0,12.0
2018-05-09 12:41:00,32.0,17.0,61.49,5888.0,12.0
2018-05-09 12:42:00,31.0,17.0,61.49,5882.0,12.0
2018-05-09 12:43:00,32.0,17.0,61.49,5894.0,12.0
2018-05-09 12:44:00,31.0,17.0,61.49,5882.0,12.0
2018-05-09 12:45:00,31.0,17.0,61.65,5894.0,12.0
2018-05-09 12:46:00,31.0,17.0,61.65,5888.0,12.0
2018-05-09 12:47:00,32.0,17.0,61.49,5894.0,12.0
2018-05-09 12:48:00,32.0,17.0,61.65,5894.0,12.0
2018-05-09 12:49:00,32.0,17.0,61.65,5894.0,12.0
2018-05-09 12:50:00,32.0,17.0,61.65,5894.0,12.0
2018-05-09 12:51:00,32.0,17.0,61.65,5894.0,12.0
2018-05-09 12:52:00,32.0,17.0,61.65,5900.0,12.0
2018-05-09 12:53:00,32.0,17.0,61.65,5894.0,12.0
2018-05-09 12:54:00,32.0,17.0,61.81,5876.0,12.0
2018-05-09 12:55:00,32.0,17.0,61.81,5876.0,12.0
2018-05-09 12:56:00,32.0,17.0,61.65,5900.0,12.0
2018-05-09 12:57:00,32.0,17.0,61.65,5900.0,12.0
2018-05-09 12:58:00,32.0,17.0,61.65,5900.0,12.0
2018-05-09 12:59:00,33.0,16.0,61.65,5870.0,12.0
2018-05-09 13:00:00,33.0,16.0,61.81,5870.0,13.0
2018-05-09 13:01:00,32.0,17.0,61.81,5876.0,13.0
2018-05-09 13:02:00,32.0,17.0,61.81,5876.0,13.0
2018-05-09 13:03:00,32.0,17.0,61.81,5865.0,13.0
2018-05-09 13:04:00,31.0,17.0,61.81,5865.0,13.0
2018-05-09 13:05:00,30.0,18.0,61.81,5865.0,13.0
2018-05-09 13:06:00,30.0,18.0,61.81,5870.0,13.0
2018-05-09 13:07:00,31.0,17.0,61.65,5876.0,13.0
2018-05-09 13:08:00,32.0,17.0,61.65,5900.0,13.0
2018-05-09 13:09:00,33.0,16.0,61.65,5900.0,13.0
2018-05-09 13:10:00,34.0,16.0,61.65,5900.0,13.0
2018-05-09 13:11:00,34.0,16.0,61.65,5876.0,13.0
2018-05-09 13:12:00,34.0,16.0,61.65,5876.0,13.0
2018-05-09 13:13:00,33.0,16.0,61.49,5859.0,13.0
2018-05-09 13:14:00,32.0,17.0,61.65,5853.0,13.0
2018-05-09 13:15:00,30.0,18.0,61.65,5859.0,13.0
2018-05-09 13:16:00,30.0,18.0,61.49,5882.0,13.0
2018-05-09 13:17:00,30.0,18.0,61.49,5859.0,13.0
2018-05-09 13:18:00,30.0,18.0,61.49,5859.0,13.0
2018-05-09 13:19:00,30.0,18.0,61.49,5870.0,13.0
2018-05-09 13:20:00,30.0,18.0,61.49,5900.0,13.0
2018-05-09 13:21:00,32.0,17.0,61.33,5906.0,13.0
2018-05-09 13:22:00,32.0,17.0,61.33,5906.0,13.0
2018-05-09 13:23:00,32.0,17.0,61.33,5888.0,13.0
2018-05-09 13:24:00,32.0,17.0,61.33,5900.0,13.0
2018-05-09 13:25:00,33.0,16.0,61.33,5894.0,13.0
2018-05-09 13:26:00,33.0,16.0,61.33,5870.0,13.0
2018-05-09 13:27:00,32.0,17.0,61.33,5865.0,13.0
2018-05-09 13:28:00,31.0,17.0,61.49,5853.0,13.0
2018-05-09 13:29:00,31.0,17.0,63.09,5847.0,13.0
2018-05-09 13:30:00,30.0,18.0,61.65,5847.0,13.0
2018-05-09 13:31:00,30.0,18.0,61.49,5847.0,13.0
2018-05-09 13:32:00,30.0,18.0,61.49,5847.0,13.0
2018-05-09 13:33:00,30.0,18.0,61.33,5847.0,13.0
2018-05-09 13:34:00,30.0,18.0,61.33,5847.0,13.0
2018-05-09 13:35:00,29.0,18.0,61.33,5847.0,13.0
2018-05-09 13:36:00,29.0,18.0,61.49,5847.0,13.0
2018-05-09 13:37:00,29.0,18.0,61.33,5847.0,13.0
2018-05-09 13:38:00,29.0,18.0,61.33,5841.0,13.0
2018-05-09 13:39:00,29.0,18.0,61.33,5841.0,13.0
2018-05-09 13:40:00,29.0,18.0,61.33,5841.0,13.0
2018-05-09 13:41:00,29.0,18.0,61.33,5841.0,13.0
2018-05-09 13:42:00,29.0,18.0,61.16,5841.0,13.0
2018-05-09 13:43:00,29.0,18.0,61.33,5835.0,13.0
2018-05-09 13:44:00,29.0,18.0,61.16,5835.0,13.0
2018-05-09 13:45:00,29.0,18.0,61.16,5835.0,13.0
2018-05-09 13:46:00,29.0,18.0,61.16,5835.0,13.0
2018-05-09 13:47:00,29.0,18.0,61.16,5835.0,13.0
2018-05-09 13:48:00,29.0,18.0,61.16,5835.0,13.0
2018-05-09 13:49:00,29.0,18.0,61.16,5829.0,13.0
2018-05-09 13:50:00,29.0,18.0,61.0,5829.0,13.0
2018-05-09 13:51:00,29.0,18.0,61.0,5829.0,13.0
2018-05-09 13:52:00,28.0,19.0,61.0,5829.0,13.0
2018-05-09 13:53:00,28.0,19.0,61.0,5829.0,13.0
2018-05-09 13:54:00,28.0,19.0,61.0,5829.0,13.0
2018-05-09 13:55:00,28.0,19.0,61.16,5835.0,13.0
2018-05-09 13:56:00,28.0,19.0,61.0,5835.0,13.0
2018-05-09 13:57:00,28.0,19.0,61.0,5841.0,13.0
2018-05-09 13:58:00,28.0,19.0,61.0,5841.0,13.0
2018-05-09 13:59:00,28.0,19.0,60.84,5841.0,13.0
2018-05-09 14:00:00,28.0,19.0,61.0,5847.0,14.0
2018-05-09 14:01:00,28.0,19.0,60.84,5847.0,14.0
2018-05-09 14:02:00,28.0,19.0,60.84,5847.0,14.0
2018-05-09 14:03:00,28.0,19.0,60.04,5847.0,14.0
2018-05-09 14:04:00,29.0,18.0,59.88,5835.0,14.0
2018-05-09 14:05:00,28.0,19.0,59.72,5829.0,14.0
2018-05-09 14:06:00,28.0,19.0,61.0,5829.0,14.0
2018-05-09 14:07:00,28.0,19.0,61.0,5829.0,14.0
2018-05-09 14:08:00,28.0,19.0,60.84,5824.0,14.0
2018-05-09 14:09:00,28.0,19.0,61.0,5824.0,14.0
2018-05-09 14:10:00,28.0,19.0,60.84,5829.0,14.0
2018-05-09 14:11:00,28.0,19.0,61.0,5829.0,14.0
2018-05-09 14:12:00,28.0,19.0,60.84,5829.0,14.0
2018-05-09 14:13:00,28.0,19.0,61.0,5829.0,14.0
2018-05-09 14:14:00,28.0,19.0,60.84,5829.0,14.0
2018-05-09 14:15:00,28.0,19.0,61.0,5824.0,14.0
2018-05-09 14:16:00,28.0,19.0,60.84,5824.0,14.0
2018-05-09 14:17:00,28.0,19.0,60.84,5818.0,14.0
2018-05-09 14:18:00,28.0,19.0,60.84,5818.0,14.0
2018-05-09 14:19:00,28.0,19.0,61.16,5818.0,14.0
2018-05-09 14:20:00,28.0,19.0,61.16,5818.0,14.0
2018-05-09 14:21:00,28.0,19.0,61.0,5818.0,14.0
2018-05-09 14:22:00,28.0,19.0,61.0,5818.0,14.0
2018-05-09 14:23:00,28.0,19.0,61.0,5818.0,14.0
2018-05-09 14:24:00,28.0,19.0,61.0,5824.0,14.0
2018-05-09 14:25:00,28.0,19.0,61.0,5824.0,14.0
2018-05-09 14:26:00,28.0,19.0,61.0,5824.0,14.0
2018-05-09 14:27:00,28.0,19.0,61.16,5818.0,14.0
2018-05-09 14:28:00,28.0,19.0,61.0,5818.0,14.0
2018-05-09 14:29:00,28.0,19.0,61.0,5818.0,14.0
2018-05-09 14:30:00,28.0,19.0,61.0,5818.0,14.0
2018-05-09 14:31:00,28.0,19.0,61.0,5818.0,14.0
2018-05-09 14:32:00,28.0,19.0,61.16,5812.0,14.0
2018-05-09 14:33:00,28.0,19.0,61.0,5812.0,14.0
2018-05-09 14:34:00,28.0,19.0,61.0,5812.0,14.0
2018-05-09 14:35:00,28.0,19.0,61.0,5812.0,14.0
2018-05-09 14:36:00,28.0,19.0,61.0,5812.0,14.0
2018-05-09 14:37:00,28.0,19.0,61.16,5812.0,14.0
2018-05-09 14:38:00,28.0,19.0,61.16,5812.0,14.0
2018-05-09 14:39:00,27.0,19.0,61.16,5818.0,14.0
2018-05-09 14:40:00,27.0,19.0,61.16,5818.0,14.0
2018-05-09 14:41:00,27.0,19.0,61.16,5818.0,14.0
2018-05-09 14:42:00,27.0,19.0,61.16,5818.0,14.0
2018-05-09 14:43:00,27.0,19.0,61.16,5824.0,14.0
2018-05-09 14:44:00,27.0,19.0,61.16,5824.0,14.0
2018-05-09 14:45:00,27.0,19.0,61.16,5824.0,14.0
2018-05-09 14:46:00,27.0,19.0,61.16,5829.0,14.0
2018-05-09 14:47:00,27.0,19.0,61.16,5829.0,14.0
2018-05-09 14:49:00,27.0,19.0,62.45,5829.0,14.0
2018-05-09 14:50:00,27.0,20.0,61.81,5818.0,14.0
2018-05-09 14:51:00,27.0,23.0,61.81,5818.0,14.0
2018-05-09 14:52:00,26.0,27.0,63.25,5806.0,14.0
2018-05-09 14:53:00,26.0,36.0,62.45,5800.0,14.0
2018-05-09 14:54:00,26.0,40.0,61.97,5794.0,14.0
2018-05-09 14:55:00,26.0,44.0,61.97,5788.0,14.0
2018-05-09 14:56:00,26.0,44.0,61.97,5782.0,14.0
2018-05-09 14:57:00,26.0,45.0,62.29,5782.0,14.0
2018-05-09 14:58:00,26.0,44.0,63.09,5782.0,14.0
2018-05-09 14:59:00,26.0,44.0,63.25,5788.0,14.0
2018-05-09 15:00:00,26.0,43.0,63.09,5794.0,15.0
2018-05-09 15:01:00,26.0,44.0,63.25,5800.0,15.0
2018-05-09 15:02:00,26.0,44.0,63.41,5800.0,15.0
2018-05-09 15:03:00,26.0,44.0,63.57,5812.0,15.0
2018-05-09 15:04:00,26.0,44.0,63.57,5818.0,15.0
2018-05-09 15:05:00,26.0,45.0,63.73,5818.0,15.0
2018-05-09 15:06:00,26.0,45.0,63.89,5824.0,15.0
2018-05-09 15:07:00,26.0,46.0,63.89,5824.0,15.0
2018-05-09 15:08:00,26.0,46.0,64.05,5829.0,15.0
2018-05-09 15:09:00,26.0,47.0,64.21,5829.0,15.0
2018-05-09 15:10:00,26.0,48.0,64.05,5818.0,15.0
2018-05-09 15:11:00,26.0,48.0,63.89,5818.0,15.0
2018-05-09 15:12:00,26.0,48.0,63.89,5818.0,15.0
2018-05-09 15:13:00,26.0,49.0,63.73,5818.0,15.0
2018-05-09 15:14:00,26.0,48.0,63.89,5812.0,15.0
2018-05-09 15:15:00,26.0,49.0,64.05,5818.0,15.0
2018-05-09 15:16:00,26.0,48.0,63.57,5824.0,15.0
2018-05-09 15:17:00,26.0,48.0,63.73,5829.0,15.0
2018-05-09 15:18:00,26.0,48.0,63.89,5829.0,15.0
2018-05-09 15:19:00,26.0,48.0,63.89,5829.0,15.0
2018-05-09 15:20:00,26.0,48.0,64.37,5829.0,15.0
2018-05-09 15:21:00,26.0,48.0,64.54,5829.0,15.0
2018-05-09 15:22:00,26.0,48.0,64.54,5835.0,15.0
2018-05-09 15:23:00,26.0,47.0,64.7,5841.0,15.0
2018-05-09 15:24:00,26.0,47.0,64.54,5841.0,15.0
2018-05-09 15:25:00,26.0,47.0,65.02,5847.0,15.0
2018-05-09 15:26:00,26.0,47.0,64.7,5853.0,15.0
2018-05-09 15:27:00,26.0,47.0,64.7,5853.0,15.0
2018-05-09 15:28:00,27.0,46.0,64.7,5853.0,15.0
2018-05-09 15:29:00,27.0,46.0,64.54,5853.0,15.0
2018-05-09 15:30:00,27.0,46.0,64.54,5865.0,15.0
2018-05-09 15:31:00,27.0,46.0,64.54,5870.0,15.0
2018-05-09 15:32:00,27.0,44.0,64.7,5865.0,15.0
2018-05-09 15:33:00,27.0,44.0,64.54,5865.0,15.0
2018-05-09 15:34:00,27.0,44.0,64.54,5865.0,15.0
2018-05-09 15:35:00,28.0,44.0,64.54,5859.0,15.0
2018-05-09 15:36:00,28.0,44.0,64.7,5847.0,15.0
2018-05-09 15:37:00,28.0,44.0,64.37,5841.0,15.0
2018-05-09 15:38:00,27.0,42.0,64.54,5841.0,15.0
2018-05-09 15:39:00,27.0,42.0,64.37,5835.0,15.0
2018-05-09 15:40:00,27.0,43.0,64.37,5829.0,15.0
2018-05-09 15:41:00,27.0,43.0,64.37,5835.0,15.0
2018-05-09 15:42:00,27.0,44.0,64.37,5829.0,15.0
2018-05-09 15:43:00,27.0,44.0,64.37,5829.0,15.0
2018-05-09 15:44:00,27.0,44.0,64.37,5829.0,15.0
2018-05-09 15:45:00,27.0,44.0,64.37,5829.0,15.0
2018-05-09 15:46:00,27.0,44.0,64.37,5829.0,15.0
2018-05-09 15:47:00,27.0,44.0,64.37,5829.0,15.0
2018-05-09 15:48:00,27.0,43.0,64.54,5818.0,15.0
2018-05-09 15:49:00,27.0,42.0,64.37,5759.0,15.0
2018-05-09 15:50:00,27.0,43.0,64.37,5818.0,15.0
2018-05-09 15:51:00,27.0,43.0,64.37,5812.0,15.0
2018-05-09 15:52:00,26.0,44.0,64.37,5812.0,15.0
2018-05-09 15:53:00,27.0,44.0,64.37,5812.0,15.0
2018-05-09 15:54:00,27.0,44.0,64.37,5818.0,15.0
2018-05-09 15:55:00,26.0,44.0,64.37,5818.0,15.0
2018-05-09 15:56:00,26.0,44.0,64.54,5818.0,15.0
2018-05-09 15:57:00,26.0,44.0,64.54,5818.0,15.0
2018-05-09 15:58:00,26.0,44.0,64.37,5812.0,15.0
2018-05-09 15:59:00,26.0,44.0,64.37,5812.0,15.0
2018-05-09 16:00:00,26.0,44.0,64.37,5800.0,16.0
2018-05-09 16:01:00,26.0,43.0,64.7,5800.0,16.0
2018-05-09 16:02:00,26.0,43.0,64.54,5800.0,16.0
2018-05-09 16:03:00,26.0,43.0,64.37,5794.0,16.0
2018-05-09 16:04:00,26.0,44.0,64.37,5794.0,16.0
2018-05-09 16:05:00,26.0,43.0,64.37,5788.0,16.0
2018-05-09 16:06:00,26.0,44.0,64.54,5788.0,16.0
2018-05-09 16:07:00,26.0,43.0,64.37,5788.0,16.0
2018-05-09 16:08:00,26.0,44.0,64.37,5782.0,16.0
2018-05-09 16:09:00,26.0,44.0,64.54,5782.0,16.0
2018-05-09 16:10:00,26.0,44.0,64.54,5782.0,16.0
2018-05-09 16:11:00,26.0,44.0,64.54,5782.0,16.0
2018-05-09 16:12:00,26.0,44.0,64.37,5777.0,16.0
2018-05-09 16:13:00,26.0,44.0,64.37,5777.0,16.0
2018-05-09 16:14:00,26.0,44.0,64.37,5777.0,16.0
2018-05-09 16:15:00,26.0,45.0,64.54,5777.0,16.0
2018-05-09 16:16:00,26.0,45.0,64.21,5730.0,16.0
2018-05-09 16:17:00,26.0,45.0,64.37,5771.0,16.0
2018-05-09 16:18:00,26.0,45.0,64.37,5771.0,16.0
2018-05-09 16:19:00,26.0,45.0,64.21,5765.0,16.0
2018-05-09 16:20:00,26.0,45.0,64.37,5765.0,16.0
2018-05-09 16:21:00,26.0,46.0,64.37,5759.0,16.0
2018-05-09 16:22:00,26.0,46.0,64.37,5759.0,16.0
2018-05-09 16:23:00,26.0,45.0,64.37,5753.0,16.0
2018-05-09 16:24:00,26.0,45.0,64.37,5753.0,16.0
2018-05-09 16:25:00,26.0,45.0,64.37,5524.0,16.0
2018-05-09 16:26:00,26.0,45.0,64.37,5436.0,16.0
2018-05-09 16:27:00,26.0,45.0,64.21,5519.0,16.0
2018-05-09 16:28:00,26.0,46.0,64.21,5730.0,16.0
2018-05-09 16:29:00,26.0,46.0,64.21,5730.0,16.0
2018-05-09 16:30:00,25.0,46.0,64.21,5724.0,16.0
2018-05-09 16:31:00,25.0,46.0,64.21,5724.0,16.0
2018-05-09 16:32:00,26.0,46.0,64.21,5724.0,16.0
2018-05-09 16:33:00,25.0,46.0,64.21,5718.0,16.0
2018-05-09 16:34:00,25.0,46.0,64.21,5718.0,16.0
2018-05-09 16:35:00,25.0,46.0,64.21,5712.0,16.0
2018-05-09 16:36:00,25.0,47.0,64.21,5706.0,16.0
2018-05-09 16:37:00,25.0,47.0,64.21,5683.0,16.0
2018-05-09 16:38:00,25.0,47.0,64.21,5266.0,16.0
2018-05-09 16:39:00,25.0,47.0,64.21,5319.0,16.0
2018-05-09 16:40:00,25.0,47.0,64.21,5126.0,16.0
2018-05-09 16:41:00,25.0,47.0,64.21,5249.0,16.0
2018-05-09 16:42:00,25.0,47.0,64.21,5173.0,16.0
2018-05-09 16:43:00,25.0,47.0,64.21,5307.0,16.0
2018-05-09 16:44:00,25.0,47.0,64.21,5161.0,16.0
2018-05-09 16:45:00,25.0,47.0,64.21,5102.0,16.0
2018-05-09 16:46:00,25.0,47.0,64.21,5008.0,16.0
2018-05-09 16:47:00,25.0,48.0,64.37,4914.0,16.0
2018-05-09 16:48:00,25.0,48.0,64.21,4733.0,16.0
2018-05-09 16:49:00,25.0,48.0,64.21,4756.0,16.0
2018-05-09 16:50:00,25.0,48.0,64.21,4609.0,16.0
2018-05-09 16:51:00,25.0,48.0,64.54,4521.0,16.0
2018-05-09 16:52:00,25.0,48.0,64.37,4439.0,16.0
2018-05-09 16:53:00,25.0,48.0,64.21,5348.0,16.0
2018-05-09 16:54:00,25.0,48.0,64.05,5700.0,16.0
2018-05-09 16:55:00,25.0,48.0,64.05,5695.0,16.0
2018-05-09 16:56:00,25.0,48.0,64.21,5695.0,16.0
2018-05-09 16:57:00,25.0,48.0,64.21,5700.0,16.0
2018-05-09 16:58:00,25.0,48.0,64.21,5700.0,16.0
2018-05-09 16:59:00,25.0,47.0,64.05,5700.0,16.0
2018-05-09 17:00:00,25.0,47.0,64.21,5695.0,17.0
2018-05-09 17:01:00,25.0,47.0,64.21,5689.0,17.0
2018-05-09 17:02:00,25.0,46.0,64.05,5677.0,17.0
2018-05-09 17:03:00,25.0,46.0,64.05,5677.0,17.0
2018-05-09 17:04:00,25.0,46.0,64.21,5671.0,17.0
2018-05-09 17:05:00,25.0,46.0,64.21,5671.0,17.0
2018-05-09 17:06:00,25.0,46.0,64.05,5671.0,17.0
2018-05-09 17:07:00,25.0,46.0,64.05,5671.0,17.0
2018-05-09 17:08:00,25.0,46.0,64.05,5665.0,17.0
2018-05-09 17:09:00,25.0,46.0,64.05,5653.0,17.0
2018-05-09 17:10:00,25.0,45.0,64.05,5642.0,17.0
2018-05-09 17:11:00,25.0,45.0,64.21,5636.0,17.0
2018-05-09 17:12:00,25.0,45.0,64.05,5636.0,17.0
2018-05-09 17:13:00,25.0,45.0,64.05,5636.0,17.0
2018-05-09 17:14:00,25.0,45.0,64.05,5648.0,17.0
2018-05-09 17:15:00,25.0,45.0,64.05,5648.0,17.0
2018-05-09 17:16:00,25.0,45.0,64.05,5642.0,17.0
