,TEMPERATURA,HUMEDAD RELATIVA,HUMEDAD DE LA TIERRA,INTENSIDAD LUMÍNICA,HORA
2018-05-09 17:17:00,25.0,45.0,64.05,5624.0,17.0
2018-05-09 17:18:00,25.0,44.0,64.21,5583.0,17.0
2018-05-09 17:19:00,25.0,44.0,64.05,5524.0,17.0
2018-05-09 17:20:00,25.0,44.0,64.05,5278.0,17.0
2018-05-09 17:21:00,25.0,44.0,64.21,4938.0,17.0
2018-05-09 17:22:00,25.0,43.0,64.05,4568.0,17.0
2018-05-09 17:23:00,25.0,43.0,64.21,4275.0,17.0
2018-05-09 17:24:00,25.0,43.0,64.05,4017.0,17.0
2018-05-09 17:25:00,25.0,44.0,64.05,3788.0,17.0
2018-05-09 17:26:00,25.0,44.0,64.05,3495.0,17.0
2018-05-09 17:27:00,25.0,44.0,64.05,3296.0,17.0
2018-05-09 17:28:00,25.0,44.0,64.05,3219.0,17.0
2018-05-09 17:29:00,25.0,44.0,64.54,3214.0,17.0
2018-05-09 17:30:00,25.0,44.0,64.05,3231.0,17.0
2018-05-09 17:31:00,24.0,45.0,63.89,3249.0,17.0
2018-05-09 17:32:00,24.0,45.0,64.05,3249.0,17.0
2018-05-09 17:33:00,24.0,45.0,64.05,3184.0,17.0
2018-05-09 17:34:00,24.0,46.0,64.05,3020.0,17.0
2018-05-09 17:35:00,25.0,45.0,63.89,2891.0,17.0
2018-05-09 17:36:00,24.0,46.0,64.05,2791.0,17.0
2018-05-09 17:37:00,24.0,46.0,64.05,2621.0,17.0
2018-05-09 17:38:00,24.0,46.0,64.21,2445.0,17.0
2018-05-09 17:39:00,24.0,46.0,64.21,2246.0,17.0
2018-05-09 17:40:00,24.0,46.0,64.21,2070.0,17.0
2018-05-09 17:41:00,24.0,46.0,64.05,1841.0,17.0
2018-05-09 17:42:00,24.0,45.0,64.05,1612.0,17.0
2018-05-09 17:43:00,24.0,45.0,64.05,1454.0,17.0
2018-05-09 17:44:00,24.0,45.0,64.21,1313.0,17.0
2018-05-09 17:46:00,24.0,45.0,64.05,1178.0,17.0
2018-05-09 17:47:00,24.0,45.0,64.21,1196.0,17.0
2018-05-09 17:48:00,24.0,45.0,64.05,1079.0,17.0
2018-05-09 17:49:00,24.0,45.0,64.21,1020.0,17.0
2018-05-09 17:50:00,24.0,45.0,63.89,1313.0,17.0
2018-05-09 17:51:00,24.0,45.0,63.73,3513.0,17.0
2018-05-09 17:52:00,24.0,45.0,63.73,3777.0,17.0
2018-05-09 17:53:00,24.0,45.0,63.73,4093.0,17.0
2018-05-09 17:54:00,24.0,45.0,63.73,4463.0,17.0
2018-05-09 17:55:00,24.0,45.0,63.73,4369.0,17.0
2018-05-09 17:56:00,24.0,45.0,63.73,4334.0,17.0
2018-05-09 17:57:00,24.0,46.0,63.73,4469.0,17.0
2018-05-09 17:58:00,24.0,46.0,63.73,4492.0,17.0
2018-05-09 17:59:00,24.0,46.0,63.73,4422.0,17.0
2018-05-09 18:00:00,24.0,46.0,63.73,4263.0,18.0
2018-05-09 18:01:00,24.0,46.0,63.73,4263.0,18.0
2018-05-09 18:02:00,24.0,46.0,63.73,4252.0,18.0
2018-05-09 18:03:00,24.0,46.0,63.73,4240.0,18.0
2018-05-09 18:04:00,24.0,46.0,63.73,4222.0,18.0
2018-05-09 18:05:00,24.0,46.0,63.73,4222.0,18.0
2018-05-09 18:06:00,24.0,47.0,63.73,4170.0,18.0
2018-05-09 18:07:00,24.0,47.0,63.73,4146.0,18.0
2018-05-09 18:08:00,24.0,47.0,63.73,4029.0,18.0
2018-05-09 18:09:00,24.0,47.0,63.73,4041.0,18.0
2018-05-09 18:10:00,24.0,47.0,63.73,4082.0,18.0
2018-05-09 18:11:00,24.0,47.0,63.73,4111.0,18.0
2018-05-09 18:12:00,24.0,47.0,63.73,4187.0,18.0
2018-05-09 18:13:00,24.0,47.0,63.73,4164.0,18.0
2018-05-09 18:14:00,24.0,47.0,63.73,4146.0,18.0
2018-05-09 18:15:00,24.0,47.0,63.73,4099.0,18.0
2018-05-09 18:16:00,24.0,47.0,63.89,1090.0,18.0
2018-05-09 18:17:00,24.0,47.0,63.89,521.0,18.0
2018-05-09 18:18:00,24.0,47.0,64.05,510.0,18.0
2018-05-09 18:19:00,24.0,47.0,63.89,516.0,18.0
2018-05-09 18:20:00,24.0,47.0,63.89,557.0,18.0
2018-05-09 18:21:00,24.0,47.0,63.57,2457.0,18.0
2018-05-09 18:22:00,24.0,47.0,63.73,2756.0,18.0
2018-05-09 18:23:00,24.0,48.0,63.57,2785.0,18.0
2018-05-09 18:24:00,24.0,48.0,63.73,3513.0,18.0
2018-05-09 18:25:00,24.0,48.0,63.57,3319.0,18.0
2018-05-09 18:26:00,24.0,48.0,63.57,3302.0,18.0
2018-05-09 18:27:00,24.0,48.0,63.41,3167.0,18.0
2018-05-09 18:28:00,24.0,48.0,63.73,3090.0,18.0
2018-05-09 18:29:00,24.0,48.0,63.41,3671.0,18.0
2018-05-09 18:30:00,24.0,48.0,63.57,3794.0,18.0
2018-05-09 18:31:00,24.0,48.0,63.57,3571.0,18.0
2018-05-09 18:32:00,24.0,48.0,63.57,3384.0,18.0
2018-05-09 18:33:00,24.0,48.0,63.57,3607.0,18.0
2018-05-09 18:34:00,24.0,49.0,63.57,3630.0,18.0
2018-05-09 18:35:00,24.0,49.0,63.73,2809.0,18.0
2018-05-09 18:36:00,24.0,49.0,63.73,557.0,18.0
2018-05-09 18:37:00,24.0,49.0,63.73,563.0,18.0
2018-05-09 18:38:00,24.0,49.0,63.73,1865.0,18.0
2018-05-09 18:39:00,24.0,49.0,63.57,2697.0,18.0
2018-05-09 18:40:00,24.0,49.0,63.41,2697.0,18.0
2018-05-09 18:41:00,24.0,49.0,63.57,2973.0,18.0
2018-05-09 18:42:00,24.0,49.0,63.41,3219.0,18.0
2018-05-09 18:43:00,24.0,49.0,63.73,3208.0,18.0
2018-05-09 18:44:00,24.0,50.0,63.41,3278.0,18.0
2018-05-09 18:45:00,24.0,50.0,63.25,3014.0,18.0
2018-05-09 18:46:00,24.0,50.0,63.41,3102.0,18.0
2018-05-09 18:47:00,24.0,50.0,63.41,3184.0,18.0
2018-05-09 18:48:00,24.0,50.0,63.25,3278.0,18.0
2018-05-09 18:49:00,24.0,50.0,63.41,3753.0,18.0
2018-05-09 18:50:00,24.0,50.0,63.41,3507.0,18.0
2018-05-09 18:51:00,24.0,50.0,63.41,3478.0,18.0
2018-05-09 18:52:00,24.0,50.0,63.25,3671.0,18.0
2018-05-09 18:53:00,24.0,51.0,63.25,3800.0,18.0
2018-05-09 18:54:00,24.0,51.0,63.25,3677.0,18.0
2018-05-09 18:55:00,24.0,51.0,63.25,3683.0,18.0
2018-05-09 18:56:00,24.0,51.0,63.25,3706.0,18.0
2018-05-09 18:57:00,24.0,51.0,63.25,3683.0,18.0
2018-05-09 18:58:00,24.0,51.0,63.25,3665.0,18.0
2018-05-09 18:59:00,24.0,52.0,63.41,3624.0,18.0
2018-05-09 19:00:00,24.0,52.0,63.25,3589.0,19.0
2018-05-09 19:01:00,24.0,52.0,63.25,3712.0,19.0
2018-05-09 19:02:00,24.0,52.0,63.25,3923.0,19.0
2018-05-09 19:03:00,24.0,52.0,63.25,3401.0,19.0
2018-05-09 19:04:00,24.0,52.0,63.41,3419.0,19.0
2018-05-09 19:05:00,24.0,52.0,63.25,3395.0,19.0
2018-05-09 19:06:00,24.0,52.0,63.41,3560.0,19.0
2018-05-09 19:07:00,24.0,52.0,63.41,3659.0,19.0
2018-05-09 19:08:00,24.0,52.0,63.25,3618.0,19.0
2018-05-09 19:09:00,24.0,53.0,63.25,3730.0,19.0
2018-05-09 19:10:00,24.0,53.0,63.25,3683.0,19.0
2018-05-09 19:11:00,24.0,53.0,63.25,3718.0,19.0
2018-05-09 19:12:00,24.0,53.0,63.41,3771.0,19.0
2018-05-09 19:13:00,24.0,53.0,63.25,3724.0,19.0
2018-05-09 19:14:00,24.0,53.0,63.25,3712.0,19.0
2018-05-09 19:15:00,24.0,54.0,63.41,3747.0,19.0
2018-05-09 19:16:00,24.0,53.0,63.41,3712.0,19.0
2018-05-09 19:17:00,24.0,52.0,63.41,3624.0,19.0
2018-05-09 19:18:00,24.0,52.0,63.25,3824.0,19.0
2018-05-09 19:19:00,24.0,52.0,63.25,4123.0,19.0
2018-05-09 19:20:00,24.0,51.0,63.41,4105.0,19.0
2018-05-09 19:21:00,24.0,51.0,63.41,4093.0,19.0
2018-05-09 19:22:00,24.0,51.0,63.41,4082.0,19.0
2018-05-09 19:23:00,24.0,50.0,63.41,4076.0,19.0
2018-05-09 19:24:00,24.0,50.0,63.41,4076.0,19.0
2018-05-09 19:25:00,24.0,50.0,63.41,4052.0,19.0
2018-05-09 19:26:00,24.0,51.0,63.25,4087.0,19.0
2018-05-09 19:27:00,24.0,50.0,63.41,4064.0,19.0
2018-05-09 19:28:00,24.0,50.0,63.41,4117.0,19.0
2018-05-09 19:29:00,24.0,50.0,63.41,4117.0,19.0
2018-05-09 19:30:00,24.0,50.0,63.41,4111.0,19.0
2018-05-09 19:31:00,24.0,50.0,63.73,2527.0,19.0
2018-05-09 19:32:00,24.0,50.0,63.89,1583.0,19.0
2018-05-09 19:33:00,24.0,50.0,63.41,2809.0,19.0
2018-05-09 19:34:00,24.0,50.0,63.25,2926.0,19.0
2018-05-09 19:35:00,24.0,50.0,63.41,3026.0,19.0
2018-05-09 19:36:00,24.0,50.0,63.25,2979.0,19.0
2018-05-09 19:37:00,24.0,50.0,63.25,2897.0,19.0
2018-05-09 19:38:00,24.0,50.0,63.25,2979.0,19.0
2018-05-09 19:39:00,24.0,50.0,63.25,3032.0,19.0
2018-05-09 19:40:00,24.0,50.0,63.25,3131.0,19.0
2018-05-09 19:41:00,24.0,50.0,63.25,3149.0,19.0
2018-05-09 19:42:00,24.0,50.0,63.25,3196.0,19.0
2018-05-09 19:43:00,24.0,50.0,63.25,3196.0,19.0
2018-05-09 19:44:00,24.0,50.0,63.25,3255.0,19.0
2018-05-09 19:45:00,24.0,50.0,63.25,3366.0,19.0
2018-05-09 19:46:00,24.0,50.0,63.25,3413.0,19.0
2018-05-09 19:47:00,24.0,50.0,63.25,3454.0,19.0
2018-05-09 19:48:00,24.0,50.0,63.09,3278.0,19.0
2018-05-09 19:49:00,24.0,50.0,63.09,3313.0,19.0
2018-05-09 19:50:00,24.0,50.0,63.25,3378.0,19.0
2018-05-09 19:51:00,24.0,50.0,63.25,3260.0,19.0
2018-05-09 19:52:00,24.0,50.0,63.09,3313.0,19.0
2018-05-09 19:53:00,24.0,50.0,63.09,3307.0,19.0
2018-05-09 19:54:00,24.0,50.0,63.25,3325.0,19.0
2018-05-09 19:55:00,24.0,50.0,63.25,3319.0,19.0
2018-05-09 19:56:00,24.0,50.0,63.09,3454.0,19.0
2018-05-09 19:57:00,24.0,50.0,63.09,3085.0,19.0
2018-05-09 19:58:00,24.0,50.0,63.25,3249.0,19.0
2018-05-09 19:59:00,24.0,50.0,63.09,2780.0,19.0
2018-05-09 20:00:00,24.0,50.0,63.25,3401.0,20.0
2018-05-09 20:01:00,24.0,50.0,63.25,4152.0,20.0
2018-05-09 20:02:00,24.0,50.0,63.25,4234.0,20.0
2018-05-09 20:03:00,24.0,50.0,63.25,4234.0,20.0
2018-05-09 20:04:00,24.0,50.0,63.09,4228.0,20.0
2018-05-09 20:05:00,24.0,50.0,63.09,4170.0,20.0
2018-05-09 20:06:00,24.0,51.0,63.09,4310.0,20.0
2018-05-09 20:07:00,24.0,51.0,63.25,4310.0,20.0
2018-05-09 20:08:00,24.0,51.0,63.09,4322.0,20.0
2018-05-09 20:09:00,23.0,51.0,63.09,4328.0,20.0
2018-05-09 20:10:00,23.0,51.0,63.09,4334.0,20.0
2018-05-09 20:11:00,23.0,51.0,63.57,4175.0,20.0
2018-05-09 20:12:00,23.0,51.0,63.09,3190.0,20.0
2018-05-09 20:13:00,23.0,51.0,63.09,3753.0,20.0
2018-05-09 20:14:00,23.0,51.0,63.09,3736.0,20.0
2018-05-09 20:15:00,23.0,51.0,63.09,3700.0,20.0
2018-05-09 20:16:00,23.0,51.0,63.09,3771.0,20.0
2018-05-09 20:17:00,23.0,51.0,63.09,3747.0,20.0
2018-05-09 20:18:00,23.0,51.0,63.25,3747.0,20.0
2018-05-09 20:19:00,23.0,51.0,63.09,3736.0,20.0
2018-05-09 20:20:00,23.0,51.0,63.09,3695.0,20.0
2018-05-09 20:21:00,23.0,52.0,63.09,3718.0,20.0
2018-05-09 20:22:00,23.0,52.0,63.09,3782.0,20.0
2018-05-09 20:23:00,23.0,52.0,63.09,3824.0,20.0
2018-05-09 20:24:00,23.0,52.0,63.09,3812.0,20.0
2018-05-09 20:25:00,23.0,52.0,63.09,3782.0,20.0
2018-05-09 20:26:00,23.0,52.0,63.09,3800.0,20.0
2018-05-09 20:27:00,23.0,52.0,63.09,3788.0,20.0
2018-05-09 20:28:00,23.0,52.0,63.09,3759.0,20.0
2018-05-09 20:29:00,23.0,52.0,63.09,3771.0,20.0
2018-05-09 20:30:00,23.0,53.0,62.93,3800.0,20.0
2018-05-09 20:31:00,23.0,53.0,62.93,3794.0,20.0
2018-05-09 20:32:00,23.0,53.0,62.93,3812.0,20.0
2018-05-09 20:33:00,23.0,53.0,63.09,3812.0,20.0
2018-05-09 20:34:00,23.0,53.0,63.09,3829.0,20.0
2018-05-09 20:35:00,23.0,53.0,62.93,3829.0,20.0
2018-05-09 20:36:00,23.0,53.0,62.93,3835.0,20.0
2018-05-09 20:37:00,23.0,53.0,62.93,3835.0,20.0
2018-05-09 20:38:00,23.0,53.0,62.93,3829.0,20.0
2018-05-09 20:39:00,23.0,53.0,62.93,3829.0,20.0
2018-05-09 20:40:00,23.0,53.0,62.93,3829.0,20.0
2018-05-09 20:41:00,23.0,53.0,62.93,3829.0,20.0
2018-05-09 20:42:00,23.0,53.0,62.93,3824.0,20.0
2018-05-09 20:43:00,23.0,54.0,62.93,3824.0,20.0
2018-05-09 20:45:00,23.0,54.0,62.93,3824.0,20.0
2018-05-09 20:46:00,23.0,54.0,62.93,3824.0,20.0
2018-05-09 20:47:00,23.0,54.0,62.93,3824.0,20.0
2018-05-09 20:48:00,23.0,54.0,62.93,3818.0,20.0
2018-05-09 20:49:00,23.0,54.0,62.93,3818.0,20.0
2018-05-09 20:50:00,23.0,54.0,63.09,3812.0,20.0
2018-05-09 20:51:00,23.0,54.0,63.09,3812.0,20.0
2018-05-09 20:52:00,23.0,54.0,63.09,3800.0,20.0
2018-05-09 20:53:00,23.0,54.0,63.09,3800.0,20.0
2018-05-09 20:54:00,23.0,54.0,63.25,3806.0,20.0
2018-05-09 20:55:00,23.0,54.0,63.25,3800.0,20.0
2018-05-09 20:56:00,23.0,54.0,63.09,3777.0,20.0
2018-05-09 20:57:00,23.0,54.0,63.09,3771.0,20.0
2018-05-09 20:58:00,23.0,54.0,63.09,3730.0,20.0
2018-05-09 20:59:00,23.0,55.0,63.09,3706.0,20.0
2018-05-09 21:00:00,23.0,55.0,63.09,3700.0,21.0
2018-05-09 21:01:00,23.0,55.0,63.09,3695.0,21.0
2018-05-09 21:02:00,23.0,55.0,63.09,3683.0,21.0
2018-05-09 21:03:00,23.0,55.0,63.09,3683.0,21.0
2018-05-09 21:04:00,23.0,55.0,63.09,3560.0,21.0
2018-05-09 21:05:00,23.0,55.0,63.09,3583.0,21.0
2018-05-09 21:06:00,23.0,55.0,63.09,3747.0,21.0
2018-05-09 21:07:00,23.0,55.0,63.09,3653.0,21.0
2018-05-09 21:08:00,23.0,55.0,62.93,3577.0,21.0
2018-05-09 21:09:00,23.0,55.0,62.93,3595.0,21.0
2018-05-09 21:10:00,23.0,55.0,63.09,3659.0,21.0
2018-05-09 21:11:00,23.0,55.0,63.09,3624.0,21.0
2018-05-09 21:12:00,23.0,55.0,63.09,3630.0,21.0
2018-05-09 21:13:00,23.0,55.0,63.09,3612.0,21.0
2018-05-09 21:14:00,23.0,55.0,63.09,3577.0,21.0
2018-05-09 21:15:00,23.0,55.0,63.09,3554.0,21.0
2018-05-09 21:16:00,23.0,55.0,63.09,3612.0,21.0
2018-05-09 21:17:00,23.0,55.0,62.93,3612.0,21.0
2018-05-09 21:18:00,23.0,55.0,62.93,3436.0,21.0
2018-05-09 21:19:00,23.0,55.0,63.09,3266.0,21.0
2018-05-09 21:20:00,23.0,55.0,63.09,3296.0,21.0
2018-05-09 21:21:00,23.0,55.0,63.09,3337.0,21.0
2018-05-09 21:22:00,23.0,55.0,63.09,3307.0,21.0
2018-05-09 21:23:00,23.0,55.0,62.93,2815.0,21.0
2018-05-09 21:24:00,23.0,55.0,63.09,3636.0,21.0
2018-05-09 21:25:00,23.0,55.0,63.09,3536.0,21.0
2018-05-09 21:26:00,23.0,56.0,63.09,3601.0,21.0
2018-05-09 21:27:00,23.0,56.0,62.93,3554.0,21.0
2018-05-09 21:28:00,23.0,56.0,63.09,3829.0,21.0
2018-05-09 21:29:00,23.0,56.0,63.09,3771.0,21.0
2018-05-09 21:30:00,23.0,56.0,63.09,3554.0,21.0
2018-05-09 21:31:00,23.0,56.0,63.09,3319.0,21.0
2018-05-09 21:32:00,23.0,56.0,63.09,3560.0,21.0
2018-05-09 21:33:00,23.0,56.0,63.09,3747.0,21.0
2018-05-09 21:34:00,23.0,56.0,63.09,3759.0,21.0
2018-05-09 21:35:00,23.0,56.0,63.09,3683.0,21.0
2018-05-09 21:36:00,23.0,56.0,63.25,3624.0,21.0
2018-05-09 21:37:00,23.0,56.0,63.25,3612.0,21.0
2018-05-09 21:38:00,23.0,56.0,63.09,3642.0,21.0
2018-05-09 21:39:00,23.0,56.0,63.09,3577.0,21.0
2018-05-09 21:40:00,23.0,56.0,63.09,3038.0,21.0
2018-05-09 21:41:00,23.0,56.0,63.09,3384.0,21.0
2018-05-09 21:42:00,23.0,56.0,63.09,3307.0,21.0
2018-05-09 21:43:00,23.0,56.0,63.25,3337.0,21.0
2018-05-09 21:44:00,23.0,56.0,63.09,3272.0,21.0
2018-05-09 21:45:00,23.0,56.0,63.09,3348.0,21.0
2018-05-09 21:46:00,23.0,56.0,63.09,3307.0,21.0
2018-05-09 21:47:00,23.0,56.0,62.93,3302.0,21.0
2018-05-09 21:48:00,23.0,56.0,63.25,3307.0,21.0
2018-05-09 21:49:00,23.0,56.0,63.09,3237.0,21.0
2018-05-09 21:50:00,23.0,56.0,63.09,3366.0,21.0
2018-05-09 21:51:00,23.0,56.0,63.09,3348.0,21.0
2018-05-09 21:52:00,23.0,56.0,63.09,3337.0,21.0
2018-05-09 21:53:00,23.0,56.0,63.09,3307.0,21.0
2018-05-09 21:54:00,23.0,56.0,63.09,3325.0,21.0
2018-05-09 21:55:00,23.0,56.0,62.93,3354.0,21.0
2018-05-09 21:56:00,23.0,56.0,62.93,3319.0,21.0
2018-05-09 21:57:00,23.0,56.0,63.09,3360.0,21.0
2018-05-09 21:58:00,23.0,56.0,63.09,3360.0,21.0
2018-05-09 21:59:00,23.0,56.0,62.93,3395.0,21.0
2018-05-09 22:00:00,23.0,56.0,62.93,3431.0,22.0
2018-05-09 22:01:00,23.0,56.0,63.09,3413.0,22.0
2018-05-09 22:02:00,23.0,56.0,63.09,3384.0,22.0
2018-05-09 22:03:00,23.0,56.0,62.93,3378.0,22.0
2018-05-09 22:04:00,23.0,56.0,62.93,3442.0,22.0
2018-05-09 22:05:00,23.0,56.0,63.09,3436.0,22.0
2018-05-09 22:06:00,23.0,56.0,63.25,3425.0,22.0
2018-05-09 22:07:00,23.0,56.0,63.25,3419.0,22.0
2018-05-09 22:08:00,23.0,56.0,63.25,3431.0,22.0
2018-05-09 22:09:00,23.0,56.0,63.25,3425.0,22.0
2018-05-09 22:10:00,23.0,56.0,63.25,3425.0,22.0
2018-05-09 22:11:00,23.0,56.0,63.25,3419.0,22.0
2018-05-09 22:12:00,23.0,56.0,63.25,3378.0,22.0
2018-05-09 22:13:00,23.0,56.0,63.41,3390.0,22.0
2018-05-09 22:14:00,23.0,56.0,63.25,3483.0,22.0
2018-05-09 22:15:00,23.0,56.0,63.25,3460.0,22.0
2018-05-09 22:16:00,23.0,56.0,63.25,3448.0,22.0
2018-05-09 22:17:00,23.0,57.0,63.25,3472.0,22.0
2018-05-09 22:18:00,23.0,57.0,63.25,3448.0,22.0
2018-05-09 22:19:00,23.0,57.0,63.25,3448.0,22.0
2018-05-09 22:20:00,23.0,57.0,63.25,3478.0,22.0
2018-05-09 22:21:00,23.0,57.0,63.25,3472.0,22.0
2018-05-09 22:22:00,23.0,57.0,63.41,3472.0,22.0
2018-05-09 22:24:00,23.0,57.0,63.41,3466.0,22.0
2018-05-09 22:25:00,23.0,57.0,63.41,3460.0,22.0
2018-05-09 22:26:00,23.0,57.0,63.41,3460.0,22.0
2018-05-09 22:27:00,23.0,57.0,63.41,3448.0,22.0
2018-05-09 22:28:00,23.0,57.0,63.41,3442.0,22.0
2018-05-09 22:29:00,23.0,57.0,63.25,3431.0,22.0
2018-05-09 22:30:00,23.0,57.0,63.41,3419.0,22.0
2018-05-09 22:31:00,23.0,57.0,63.41,3413.0,22.0
2018-05-09 22:32:00,23.0,57.0,63.25,3366.0,22.0
2018-05-09 22:33:00,23.0,57.0,63.25,3360.0,22.0
2018-05-09 22:34:00,23.0,57.0,63.25,3249.0,22.0
2018-05-09 22:35:00,23.0,57.0,62.93,2815.0,22.0
2018-05-09 22:37:00,23.0,57.0,63.57,428.0,22.0
2018-05-09 22:38:00,23.0,56.0,63.41,1765.0,22.0
2018-05-09 22:39:00,23.0,56.0,63.41,3313.0,22.0
2018-05-09 22:40:00,23.0,56.0,63.41,3243.0,22.0
2018-05-09 22:41:00,23.0,55.0,63.41,3219.0,22.0
2018-05-09 22:42:00,23.0,55.0,63.41,3155.0,22.0
2018-05-09 22:43:00,23.0,55.0,63.41,3167.0,22.0
2018-05-09 22:44:00,23.0,55.0,63.25,3378.0,22.0
2018-05-09 22:45:00,23.0,54.0,63.57,2293.0,22.0
2018-05-09 22:46:00,23.0,54.0,65.5,551.0,22.0
2018-05-09 22:47:00,23.0,54.0,65.34,2516.0,22.0
2018-05-09 22:48:00,23.0,53.0,65.18,3143.0,22.0
2018-05-09 22:49:00,23.0,52.0,65.18,3683.0,22.0
2018-05-09 22:50:00,23.0,51.0,65.18,2950.0,22.0
2018-05-09 22:51:00,23.0,50.0,65.18,2856.0,22.0
2018-05-09 22:52:00,23.0,50.0,65.18,3161.0,22.0
2018-05-09 22:53:00,23.0,50.0,65.18,3202.0,22.0
2018-05-09 22:54:00,23.0,49.0,65.18,3161.0,22.0
2018-05-09 22:55:00,23.0,48.0,65.18,3173.0,22.0
2018-05-09 22:56:00,23.0,48.0,65.18,3196.0,22.0
2018-05-09 22:57:00,23.0,48.0,65.34,3190.0,22.0
2018-05-09 22:58:00,23.0,48.0,65.5,2803.0,22.0
2018-05-09 22:59:00,23.0,48.0,65.5,392.0,22.0
2018-05-09 23:00:00,23.0,48.0,65.02,322.0,23.0
2018-05-09 23:01:00,23.0,49.0,65.5,533.0,23.0
2018-05-09 23:02:00,23.0,48.0,65.5,299.0,23.0
2018-05-09 23:03:00,23.0,48.0,65.34,299.0,23.0
2018-05-09 23:04:00,23.0,48.0,65.5,304.0,23.0
2018-05-09 23:05:00,23.0,48.0,65.34,287.0,23.0
2018-05-09 23:06:00,23.0,48.0,65.34,281.0,23.0
2018-05-09 23:07:00,23.0,48.0,65.34,275.0,23.0
2018-05-09 23:08:00,23.0,48.0,65.34,269.0,23.0
2018-05-09 23:09:00,23.0,47.0,65.66,275.0,23.0
2018-05-09 23:10:00,23.0,47.0,65.34,287.0,23.0
2018-05-09 23:11:00,23.0,47.0,65.34,293.0,23.0
2018-05-09 23:12:00,23.0,48.0,65.18,299.0,23.0
2018-05-09 23:13:00,23.0,48.0,65.34,304.0,23.0
2018-05-09 23:14:00,23.0,48.0,65.5,310.0,23.0
2018-05-09 23:15:00,23.0,48.0,65.18,516.0,23.0
2018-05-09 23:16:00,23.0,48.0,65.66,3413.0,23.0
2018-05-09 23:17:00,23.0,48.0,65.5,340.0,23.0
2018-05-09 23:18:00,23.0,48.0,65.34,334.0,23.0
2018-05-09 23:19:00,23.0,48.0,65.5,328.0,23.0
2018-05-09 23:20:00,23.0,48.0,65.34,334.0,23.0
2018-05-09 23:21:00,23.0,48.0,65.5,340.0,23.0
2018-05-09 23:22:00,23.0,48.0,65.34,557.0,23.0
2018-05-09 23:23:00,23.0,48.0,65.34,680.0,23.0
2018-05-09 23:24:00,23.0,48.0,65.34,680.0,23.0
2018-05-09 23:25:00,23.0,48.0,65.5,979.0,23.0
2018-05-09 23:26:00,23.0,48.0,65.18,3929.0,23.0
2018-05-09 23:27:00,23.0,48.0,65.18,4181.0,23.0
2018-05-09 23:28:00,23.0,48.0,65.18,4445.0,23.0
2018-05-09 23:29:00,23.0,48.0,65.18,4486.0,23.0
2018-05-09 23:30:00,23.0,48.0,65.18,4533.0,23.0
2018-05-09 23:31:00,22.0,49.0,65.34,4651.0,23.0
2018-05-09 23:32:00,22.0,49.0,65.18,4651.0,23.0
2018-05-09 23:33:00,22.0,49.0,65.18,4621.0,23.0
2018-05-09 23:34:00,22.0,49.0,65.18,4586.0,23.0
2018-05-09 23:35:00,22.0,49.0,65.5,4598.0,23.0
2018-05-09 23:36:00,22.0,49.0,65.34,4586.0,23.0
2018-05-09 23:37:00,22.0,49.0,65.34,4586.0,23.0
2018-05-09 23:38:00,22.0,49.0,65.34,4586.0,23.0
2018-05-09 23:39:00,22.0,49.0,65.34,4604.0,23.0
2018-05-09 23:40:00,22.0,49.0,65.18,4598.0,23.0
2018-05-09 23:41:00,22.0,49.0,65.18,4586.0,23.0
2018-05-09 23:42:00,22.0,49.0,65.18,4586.0,23.0
2018-05-09 23:43:00,22.0,49.0,65.18,4580.0,23.0
2018-05-09 23:44:00,22.0,49.0,65.02,4598.0,23.0
2018-05-09 23:45:00,22.0,49.0,65.18,4598.0,23.0
2018-05-09 23:46:00,22.0,49.0,65.18,4598.0,23.0
2018-05-09 23:47:00,22.0,49.0,65.02,4586.0,23.0
2018-05-09 23:48:00,22.0,49.0,65.02,4580.0,23.0
2018-05-09 23:49:00,22.0,49.0,65.02,4568.0,23.0
2018-05-09 23:50:00,22.0,49.0,65.02,4586.0,23.0
2018-05-09 23:51:00,22.0,49.0,65.02,4592.0,23.0
2018-05-09 23:52:00,22.0,49.0,65.18,4586.0,23.0
2018-05-09 23:53:00,22.0,49.0,65.02,4563.0,23.0
2018-05-09 23:54:00,22.0,49.0,65.02,4604.0,23.0
2018-05-09 23:55:00,22.0,49.0,65.02,4521.0,23.0
2018-05-09 23:56:00,22.0,50.0,65.18,4498.0,23.0
2018-05-09 23:57:00,22.0,50.0,65.02,4521.0,23.0
2018-05-09 23:58:00,22.0,50.0,65.18,4533.0,23.0
2018-05-09 23:59:00,22.0,50.0,65.02,1343.0,23.0
2018-05-10 00:00:00,22.0,50.0,65.18,4228.0,0.0
2018-05-10 00:01:00,22.0,50.0,65.18,4275.0,0.0
2018-05-10 00:02:00,22.0,50.0,65.18,4258.0,0.0
2018-05-10 00:03:00,22.0,50.0,65.02,4246.0,0.0
2018-05-10 00:04:00,22.0,50.0,65.18,4258.0,0.0
2018-05-10 00:05:00,22.0,50.0,65.18,4222.0,0.0
2018-05-10 00:06:00,22.0,51.0,65.18,4158.0,0.0
2018-05-10 00:07:00,22.0,51.0,65.18,4146.0,0.0
2018-05-10 00:08:00,22.0,51.0,65.18,4134.0,0.0
2018-05-10 00:09:00,22.0,51.0,65.5,4158.0,0.0
2018-05-10 00:10:00,22.0,51.0,65.5,4129.0,0.0
