,HORA,HUMEDAD DE LA TIERRA,HUMEDAD RELATIVA,INTENSIDAD LUMÍNICA,TEMPERATURA
2018-05-09 17:13:00,17.0,85.72,86.0,3214.0,25.0
2018-05-09 17:14:00,17.0,85.72,86.0,3243.0,25.0
2018-05-09 17:15:00,17.0,85.72,86.0,3255.0,25.0
2018-05-09 17:16:00,17.0,85.72,86.0,3219.0,25.0
2018-05-09 17:17:00,17.0,85.88,86.0,3085.0,25.0
2018-05-09 17:18:00,17.0,85.88,86.0,2956.0,25.0
2018-05-09 17:19:00,17.0,85.88,86.0,2826.0,25.0
2018-05-09 17:20:00,17.0,85.88,84.0,2615.0,25.0
2018-05-09 17:21:00,17.0,86.04,84.0,2445.0,25.0
2018-05-09 17:22:00,17.0,85.88,82.0,2269.0,25.0
2018-05-09 17:23:00,17.0,86.04,82.0,2129.0,25.0
2018-05-09 17:24:00,17.0,86.04,82.0,1982.0,25.0
2018-05-09 17:25:00,17.0,86.2,82.0,1824.0,25.0
2018-05-09 17:26:00,17.0,86.04,82.0,1695.0,25.0
2018-05-09 17:27:00,17.0,86.04,82.0,1607.0,25.0
2018-05-09 17:28:00,17.0,86.2,82.0,1554.0,25.0
2018-05-09 17:29:00,17.0,86.2,82.0,1530.0,25.0
2018-05-09 17:30:00,17.0,86.2,82.0,1519.0,25.0
2018-05-09 17:31:00,17.0,86.2,82.0,1507.0,25.0
2018-05-09 17:32:00,17.0,86.2,82.0,1483.0,25.0
2018-05-09 17:33:00,17.0,86.2,82.0,1436.0,25.0
2018-05-09 17:34:00,17.0,86.2,82.0,1360.0,25.0
2018-05-09 17:35:00,17.0,86.2,82.0,1266.0,25.0
2018-05-09 17:36:00,17.0,86.84,82.0,1161.0,25.0
2018-05-09 17:37:00,17.0,86.68,82.0,1061.0,25.0
2018-05-09 17:38:00,17.0,86.68,82.0,950.0,25.0
2018-05-09 17:39:00,17.0,86.68,82.0,850.0,25.0
2018-05-09 17:40:00,17.0,86.68,82.0,739.0,25.0
2018-05-09 17:41:00,17.0,86.68,82.0,621.0,25.0
2018-05-09 17:42:00,17.0,86.68,82.0,504.0,25.0
2018-05-09 17:43:00,17.0,86.68,82.0,410.0,25.0
2018-05-09 17:44:00,17.0,86.68,82.0,334.0,25.0
2018-05-09 17:45:00,17.0,86.68,82.0,281.0,25.0
2018-05-09 17:46:00,17.0,87.17,82.0,234.0,25.0
2018-05-09 17:47:00,17.0,87.01,82.0,199.0,25.0
2018-05-09 17:48:00,17.0,87.17,82.0,170.0,25.0
2018-05-09 17:49:00,17.0,87.01,82.0,140.0,25.0
2018-05-09 17:50:00,17.0,87.01,82.0,111.0,25.0
2018-05-09 17:51:00,17.0,87.17,82.0,93.0,25.0
2018-05-09 17:52:00,17.0,87.01,82.0,76.0,25.0
2018-05-09 17:53:00,17.0,87.17,82.0,64.0,25.0
2018-05-09 17:54:00,17.0,87.17,82.0,52.0,25.0
2018-05-09 17:55:00,17.0,87.33,82.0,41.0,25.0
2018-05-09 17:56:00,17.0,87.33,82.0,35.0,25.0
2018-05-09 17:57:00,17.0,87.49,82.0,29.0,25.0
2018-05-09 17:58:00,17.0,87.49,82.0,23.0,25.0
2018-05-09 17:59:00,17.0,87.49,82.0,17.0,25.0
2018-05-09 18:00:00,18.0,87.49,82.0,17.0,25.0
2018-05-09 18:01:00,18.0,87.49,82.0,11.0,25.0
2018-05-09 18:02:00,18.0,87.33,82.0,5.0,25.0
2018-05-09 18:03:00,18.0,87.33,82.0,5.0,25.0
2018-05-09 18:04:00,18.0,87.33,82.0,5.0,25.0
2018-05-09 18:05:00,18.0,87.33,82.0,0.0,25.0
2018-05-09 18:06:00,18.0,87.49,82.0,0.0,25.0
2018-05-09 18:07:00,18.0,87.33,84.0,0.0,25.0
2018-05-09 18:08:00,18.0,87.33,84.0,0.0,25.0
2018-05-09 18:09:00,18.0,87.33,86.0,0.0,25.0
2018-05-09 18:10:00,18.0,87.49,86.0,0.0,25.0
2018-05-09 18:11:00,18.0,87.49,86.0,0.0,25.0
2018-05-09 18:12:00,18.0,87.49,86.0,0.0,25.0
2018-05-09 18:13:00,18.0,87.49,86.0,0.0,25.0
2018-05-09 18:14:00,18.0,87.49,86.0,0.0,25.0
2018-05-09 18:15:00,18.0,87.49,86.0,0.0,25.0
2018-05-09 18:16:00,18.0,87.49,86.0,0.0,25.0
2018-05-09 18:17:00,18.0,87.49,86.0,0.0,25.0
2018-05-09 18:18:00,18.0,87.49,86.0,0.0,25.0
2018-05-09 18:19:00,18.0,87.49,86.0,0.0,25.0
2018-05-09 18:20:00,18.0,87.49,86.0,0.0,25.0
2018-05-09 18:21:00,18.0,87.49,86.0,0.0,25.0
2018-05-09 18:22:00,18.0,87.49,86.0,0.0,25.0
2018-05-09 18:23:00,18.0,87.49,86.0,0.0,25.0
2018-05-09 18:24:00,18.0,87.49,86.0,0.0,25.0
2018-05-09 18:25:00,18.0,87.49,86.0,0.0,25.0
2018-05-09 18:26:00,18.0,87.49,86.0,0.0,25.0
2018-05-09 18:27:00,18.0,87.65,86.0,0.0,25.0
2018-05-09 18:28:00,18.0,87.65,87.0,0.0,24.0
2018-05-09 18:29:00,18.0,87.65,87.0,0.0,24.0
2018-05-09 18:30:00,18.0,87.65,87.0,0.0,24.0
2018-05-09 18:31:00,18.0,87.81,87.0,0.0,24.0
2018-05-09 18:32:00,18.0,87.81,86.0,0.0,25.0
2018-05-09 18:33:00,18.0,87.81,87.0,0.0,24.0
2018-05-09 18:34:00,18.0,87.65,87.0,0.0,24.0
2018-05-09 18:35:00,18.0,87.65,87.0,0.0,24.0
2018-05-09 18:36:00,18.0,87.65,87.0,0.0,24.0
2018-05-09 18:37:00,18.0,87.65,87.0,0.0,24.0
2018-05-09 18:38:00,18.0,87.65,87.0,0.0,24.0
2018-05-09 18:39:00,18.0,87.65,90.0,0.0,24.0
2018-05-09 18:40:00,18.0,87.81,90.0,0.0,24.0
2018-05-09 18:41:00,18.0,87.65,90.0,0.0,24.0
2018-05-09 18:42:00,18.0,87.81,90.0,0.0,24.0
2018-05-09 18:43:00,18.0,87.81,90.0,0.0,24.0
2018-05-09 18:44:00,18.0,87.81,90.0,0.0,24.0
2018-05-09 18:45:00,18.0,87.81,90.0,0.0,24.0
2018-05-09 18:46:00,18.0,87.81,90.0,0.0,24.0
2018-05-09 18:47:00,18.0,87.81,90.0,0.0,24.0
2018-05-09 18:48:00,18.0,87.81,90.0,0.0,24.0
2018-05-09 18:49:00,18.0,87.81,90.0,0.0,24.0
2018-05-09 18:50:00,18.0,87.81,90.0,0.0,24.0
2018-05-09 18:51:00,18.0,87.81,90.0,0.0,24.0
2018-05-09 18:52:00,18.0,87.81,90.0,0.0,24.0
2018-05-09 18:53:00,18.0,87.81,90.0,0.0,24.0
2018-05-09 18:54:00,18.0,87.81,90.0,0.0,24.0
2018-05-09 18:55:00,18.0,87.81,90.0,0.0,24.0
2018-05-09 18:56:00,18.0,87.81,90.0,0.0,24.0
2018-05-09 18:57:00,18.0,87.97,90.0,0.0,24.0
2018-05-09 18:58:00,18.0,87.97,90.0,0.0,24.0
2018-05-09 18:59:00,18.0,87.97,90.0,0.0,24.0
2018-05-09 19:00:00,19.0,87.97,90.0,0.0,24.0
2018-05-09 19:01:00,19.0,87.97,90.0,0.0,24.0
2018-05-09 19:02:00,19.0,87.97,90.0,0.0,24.0
2018-05-09 19:03:00,19.0,87.97,90.0,0.0,24.0
2018-05-09 19:04:00,19.0,87.97,90.0,0.0,24.0
2018-05-09 19:05:00,19.0,87.81,90.0,0.0,24.0
2018-05-09 19:06:00,19.0,87.97,90.0,0.0,24.0
2018-05-09 19:07:00,19.0,87.81,90.0,0.0,24.0
2018-05-09 19:08:00,19.0,87.97,90.0,0.0,24.0
2018-05-09 19:09:00,19.0,87.97,90.0,0.0,24.0
2018-05-09 19:10:00,19.0,87.97,90.0,0.0,24.0
2018-05-09 19:11:00,19.0,87.97,90.0,0.0,24.0
2018-05-09 19:12:00,19.0,88.29,90.0,0.0,24.0
2018-05-09 19:13:00,19.0,88.13,90.0,0.0,24.0
2018-05-09 19:14:00,19.0,88.13,90.0,0.0,24.0
2018-05-09 19:15:00,19.0,87.97,90.0,0.0,24.0
2018-05-09 19:16:00,19.0,87.97,90.0,0.0,24.0
2018-05-09 19:17:00,19.0,87.97,90.0,0.0,24.0
2018-05-09 19:18:00,19.0,87.97,90.0,0.0,24.0
2018-05-09 19:19:00,19.0,87.97,90.0,0.0,24.0
2018-05-09 19:20:00,19.0,87.97,90.0,0.0,24.0
2018-05-09 19:21:00,19.0,87.97,90.0,0.0,24.0
2018-05-09 19:22:00,19.0,87.97,90.0,0.0,24.0
2018-05-09 19:23:00,19.0,87.97,90.0,0.0,24.0
2018-05-09 19:24:00,19.0,87.97,90.0,0.0,24.0
2018-05-09 19:25:00,19.0,87.97,90.0,0.0,24.0
2018-05-09 19:26:00,19.0,87.81,90.0,0.0,24.0
2018-05-09 19:27:00,19.0,87.81,90.0,0.0,24.0
2018-05-09 19:28:00,19.0,87.81,90.0,0.0,24.0
2018-05-09 19:29:00,19.0,87.81,90.0,0.0,24.0
2018-05-09 19:30:00,19.0,87.65,90.0,0.0,24.0
2018-05-09 19:31:00,19.0,87.65,90.0,0.0,24.0
2018-05-09 19:32:00,19.0,87.65,90.0,0.0,24.0
2018-05-09 19:33:00,19.0,87.65,90.0,0.0,24.0
2018-05-09 19:34:00,19.0,87.65,90.0,0.0,24.0
2018-05-09 19:35:00,19.0,87.49,90.0,0.0,24.0
2018-05-09 19:36:00,19.0,87.49,90.0,0.0,24.0
2018-05-09 19:37:00,19.0,87.49,90.0,0.0,24.0
2018-05-09 19:38:00,19.0,87.49,90.0,0.0,24.0
2018-05-09 19:39:00,19.0,87.49,90.0,0.0,24.0
2018-05-09 19:40:00,19.0,87.49,90.0,0.0,24.0
2018-05-09 19:41:00,19.0,87.49,90.0,0.0,24.0
2018-05-09 19:42:00,19.0,87.49,90.0,0.0,24.0
2018-05-09 19:43:00,19.0,87.49,90.0,0.0,24.0
2018-05-09 19:44:00,19.0,87.49,90.0,0.0,24.0
2018-05-09 19:45:00,19.0,87.49,90.0,0.0,24.0
2018-05-09 19:46:00,19.0,87.49,90.0,0.0,24.0
2018-05-09 19:47:00,19.0,87.49,90.0,0.0,24.0
2018-05-09 19:48:00,19.0,87.49,90.0,0.0,24.0
2018-05-09 19:49:00,19.0,87.33,90.0,0.0,24.0
2018-05-09 19:50:00,19.0,87.33,90.0,0.0,24.0
2018-05-09 19:51:00,19.0,87.33,90.0,0.0,24.0
2018-05-09 19:52:00,19.0,87.49,90.0,0.0,24.0
2018-05-09 19:53:00,19.0,87.33,90.0,0.0,24.0
2018-05-09 19:54:00,19.0,87.33,90.0,0.0,24.0
2018-05-09 19:55:00,19.0,87.33,90.0,0.0,24.0
2018-05-09 19:56:00,19.0,87.33,90.0,0.0,24.0
2018-05-09 19:57:00,19.0,87.33,90.0,0.0,24.0
2018-05-09 19:58:00,19.0,87.49,90.0,0.0,24.0
2018-05-09 19:59:00,19.0,87.49,90.0,0.0,24.0
2018-05-09 20:00:00,20.0,87.49,90.0,0.0,24.0
2018-05-09 20:01:00,20.0,87.33,90.0,0.0,24.0
2018-05-09 20:02:00,20.0,87.33,90.0,0.0,24.0
2018-05-09 20:03:00,20.0,87.33,90.0,0.0,24.0
2018-05-09 20:04:00,20.0,87.33,90.0,0.0,24.0
2018-05-09 20:05:00,20.0,87.33,90.0,0.0,24.0
2018-05-09 20:06:00,20.0,87.33,90.0,0.0,24.0
2018-05-09 20:07:00,20.0,87.49,90.0,0.0,24.0
2018-05-09 20:08:00,20.0,87.65,90.0,0.0,24.0
2018-05-09 20:09:00,20.0,87.49,90.0,0.0,24.0
2018-05-09 20:10:00,20.0,87.49,90.0,0.0,24.0
2018-05-09 20:11:00,20.0,87.49,90.0,0.0,24.0
2018-05-09 20:12:00,20.0,87.49,90.0,0.0,24.0
2018-05-09 20:13:00,20.0,87.49,90.0,0.0,24.0
2018-05-09 20:14:00,20.0,87.49,90.0,0.0,24.0
2018-05-09 20:15:00,20.0,87.49,90.0,0.0,24.0
2018-05-09 20:16:00,20.0,87.49,90.0,0.0,24.0
2018-05-09 20:17:00,20.0,87.65,90.0,0.0,24.0
2018-05-09 20:18:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:19:00,20.0,87.65,90.0,0.0,24.0
2018-05-09 20:20:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:21:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:22:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:23:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:24:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:25:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:26:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:27:00,20.0,87.65,90.0,0.0,24.0
2018-05-09 20:28:00,20.0,87.65,90.0,0.0,24.0
2018-05-09 20:29:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:30:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:31:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:32:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:33:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:34:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:35:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:36:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:37:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:38:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:39:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:40:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:41:00,20.0,87.97,90.0,0.0,24.0
2018-05-09 20:42:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:43:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:44:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:45:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:46:00,20.0,87.81,90.0,0.0,24.0
2018-05-09 20:47:00,20.0,87.97,90.0,0.0,24.0
2018-05-09 20:48:00,20.0,88.13,90.0,0.0,24.0
2018-05-09 20:49:00,20.0,88.13,90.0,0.0,24.0
2018-05-09 20:50:00,20.0,88.13,90.0,0.0,24.0
2018-05-09 20:51:00,20.0,88.13,90.0,0.0,24.0
2018-05-09 20:52:00,20.0,87.97,90.0,0.0,24.0
2018-05-09 20:53:00,20.0,88.13,90.0,0.0,24.0
2018-05-09 20:54:00,20.0,88.13,90.0,0.0,24.0
2018-05-09 20:55:00,20.0,88.13,90.0,0.0,24.0
2018-05-09 20:56:00,20.0,88.29,90.0,0.0,24.0
2018-05-09 20:57:00,20.0,88.29,90.0,0.0,24.0
2018-05-09 20:58:00,20.0,88.13,90.0,0.0,24.0
2018-05-09 20:59:00,20.0,88.29,90.0,0.0,24.0
2018-05-09 21:00:00,21.0,88.29,90.0,0.0,24.0
2018-05-09 21:01:00,21.0,88.13,90.0,0.0,24.0
2018-05-09 21:02:00,21.0,88.29,90.0,0.0,24.0
2018-05-09 21:03:00,21.0,88.29,90.0,0.0,24.0
2018-05-09 21:04:00,21.0,88.13,90.0,0.0,24.0
2018-05-09 21:05:00,21.0,88.29,90.0,0.0,24.0
2018-05-09 21:06:00,21.0,88.29,90.0,0.0,24.0
2018-05-09 21:07:00,21.0,88.29,90.0,0.0,24.0
2018-05-09 21:08:00,21.0,88.29,91.0,0.0,24.0
2018-05-09 21:09:00,21.0,88.29,91.0,0.0,24.0
2018-05-09 21:10:00,21.0,88.13,93.0,0.0,24.0
2018-05-09 21:11:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:12:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:13:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:14:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:15:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:16:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:17:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:18:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:19:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:20:00,21.0,88.45,93.0,0.0,24.0
2018-05-09 21:21:00,21.0,88.45,93.0,0.0,24.0
2018-05-09 21:22:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:23:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:24:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:25:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:26:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:27:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:28:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:29:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:30:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:31:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:32:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:33:00,21.0,88.45,93.0,0.0,24.0
2018-05-09 21:34:00,21.0,88.45,93.0,0.0,24.0
2018-05-09 21:35:00,21.0,88.45,93.0,0.0,24.0
2018-05-09 21:36:00,21.0,88.45,93.0,0.0,24.0
2018-05-09 21:37:00,21.0,88.45,93.0,0.0,24.0
2018-05-09 21:38:00,21.0,88.45,93.0,0.0,24.0
2018-05-09 21:39:00,21.0,88.45,93.0,0.0,24.0
2018-05-09 21:40:00,21.0,88.45,93.0,0.0,24.0
2018-05-09 21:41:00,21.0,88.45,93.0,0.0,24.0
2018-05-09 21:42:00,21.0,88.45,93.0,0.0,24.0
2018-05-09 21:43:00,21.0,88.45,93.0,0.0,24.0
2018-05-09 21:44:00,21.0,88.45,93.0,0.0,24.0
2018-05-09 21:45:00,21.0,88.45,93.0,0.0,24.0
2018-05-09 21:46:00,21.0,88.45,93.0,0.0,24.0
2018-05-09 21:47:00,21.0,88.45,93.0,0.0,24.0
2018-05-09 21:48:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:49:00,21.0,88.45,93.0,0.0,24.0
2018-05-09 21:50:00,21.0,88.45,93.0,0.0,24.0
2018-05-09 21:51:00,21.0,88.45,93.0,0.0,24.0
2018-05-09 21:52:00,21.0,88.45,93.0,0.0,24.0
2018-05-09 21:53:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:54:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:55:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:56:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:57:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:58:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 21:59:00,21.0,88.29,93.0,0.0,24.0
2018-05-09 22:00:00,22.0,88.29,93.0,0.0,24.0
2018-05-09 22:01:00,22.0,88.29,93.0,0.0,24.0
2018-05-09 22:02:00,22.0,88.29,93.0,0.0,24.0
2018-05-09 22:03:00,22.0,88.29,93.0,0.0,24.0
2018-05-09 22:04:00,22.0,88.29,93.0,0.0,24.0
2018-05-09 22:05:00,22.0,88.13,93.0,0.0,24.0
2018-05-09 22:06:00,22.0,88.29,93.0,0.0,24.0
2018-05-09 22:07:00,22.0,88.13,93.0,0.0,24.0
2018-05-09 22:08:00,22.0,88.13,93.0,0.0,24.0
2018-05-09 22:09:00,22.0,88.13,93.0,0.0,24.0
2018-05-09 22:10:00,22.0,88.13,93.0,0.0,24.0
2018-05-09 22:11:00,22.0,87.97,93.0,0.0,24.0
2018-05-09 22:12:00,22.0,87.97,93.0,0.0,24.0
2018-05-09 22:13:00,22.0,87.97,93.0,0.0,24.0
2018-05-09 22:14:00,22.0,87.97,93.0,0.0,24.0
2018-05-09 22:15:00,22.0,87.97,93.0,0.0,24.0
2018-05-09 22:16:00,22.0,87.97,93.0,0.0,24.0
2018-05-09 22:17:00,22.0,87.97,93.0,0.0,24.0
2018-05-09 22:18:00,22.0,87.97,93.0,0.0,24.0
2018-05-09 22:19:00,22.0,87.97,93.0,0.0,24.0
2018-05-09 22:20:00,22.0,87.97,93.0,0.0,24.0
2018-05-09 22:21:00,22.0,87.97,93.0,0.0,24.0
2018-05-09 22:22:00,22.0,87.97,93.0,0.0,24.0
2018-05-09 22:23:00,22.0,87.97,93.0,0.0,24.0
2018-05-09 22:24:00,22.0,87.97,93.0,0.0,24.0
2018-05-09 22:25:00,22.0,87.97,93.0,0.0,24.0
2018-05-09 22:26:00,22.0,87.97,93.0,0.0,24.0
2018-05-09 22:27:00,22.0,87.81,93.0,0.0,24.0
2018-05-09 22:28:00,22.0,87.81,93.0,0.0,24.0
2018-05-09 22:29:00,22.0,87.81,93.0,0.0,24.0
2018-05-09 22:30:00,22.0,87.81,93.0,0.0,24.0
2018-05-09 22:31:00,22.0,87.81,93.0,0.0,24.0
2018-05-09 22:32:00,22.0,87.65,93.0,0.0,24.0
2018-05-09 22:33:00,22.0,87.65,93.0,0.0,24.0
2018-05-09 22:34:00,22.0,87.65,93.0,0.0,24.0
2018-05-09 22:35:00,22.0,87.65,93.0,0.0,24.0
2018-05-09 22:36:00,22.0,87.65,93.0,0.0,24.0
2018-05-09 22:37:00,22.0,87.65,93.0,0.0,24.0
2018-05-09 22:38:00,22.0,87.65,93.0,0.0,24.0
2018-05-09 22:39:00,22.0,87.49,93.0,0.0,24.0
2018-05-09 22:40:00,22.0,87.49,93.0,0.0,24.0
2018-05-09 22:41:00,22.0,87.49,93.0,0.0,24.0
2018-05-09 22:42:00,22.0,87.49,93.0,0.0,24.0
2018-05-09 22:43:00,22.0,87.49,93.0,0.0,24.0
2018-05-09 22:44:00,22.0,87.49,93.0,0.0,24.0
2018-05-09 22:45:00,22.0,87.49,90.0,0.0,24.0
2018-05-09 22:46:00,22.0,87.49,90.0,0.0,24.0
2018-05-09 22:47:00,22.0,87.49,90.0,0.0,24.0
2018-05-09 22:48:00,22.0,87.33,90.0,0.0,24.0
2018-05-09 22:49:00,22.0,87.33,90.0,0.0,24.0
2018-05-09 22:50:00,22.0,87.33,90.0,0.0,24.0
2018-05-09 22:51:00,22.0,87.33,90.0,0.0,24.0
2018-05-09 22:52:00,22.0,87.33,90.0,0.0,24.0
2018-05-09 22:53:00,22.0,87.33,90.0,0.0,24.0
2018-05-09 22:54:00,22.0,87.17,87.0,0.0,24.0
2018-05-09 22:55:00,22.0,87.17,87.0,0.0,24.0
2018-05-09 22:56:00,22.0,87.17,87.0,0.0,24.0
2018-05-09 22:57:00,22.0,87.17,87.0,0.0,24.0
2018-05-09 22:58:00,22.0,87.17,87.0,0.0,24.0
2018-05-09 22:59:00,22.0,87.01,83.0,0.0,24.0
2018-05-09 23:00:00,23.0,87.01,83.0,0.0,24.0
2018-05-09 23:01:00,23.0,87.01,83.0,0.0,24.0
2018-05-09 23:02:00,23.0,87.01,83.0,0.0,24.0
2018-05-09 23:03:00,23.0,87.01,83.0,0.0,24.0
2018-05-09 23:04:00,23.0,86.84,83.0,0.0,24.0
2018-05-09 23:05:00,23.0,86.84,83.0,0.0,24.0
2018-05-09 23:06:00,23.0,86.84,83.0,0.0,24.0
2018-05-09 23:07:00,23.0,86.84,83.0,0.0,24.0
2018-05-09 23:08:00,23.0,86.84,83.0,0.0,24.0
2018-05-09 23:09:00,23.0,86.84,83.0,0.0,24.0
2018-05-09 23:10:00,23.0,86.84,83.0,0.0,24.0
2018-05-09 23:11:00,23.0,86.84,83.0,0.0,24.0
2018-05-09 23:12:00,23.0,86.84,83.0,0.0,24.0
2018-05-09 23:13:00,23.0,86.84,83.0,0.0,24.0
2018-05-09 23:14:00,23.0,86.68,83.0,0.0,24.0
2018-05-09 23:15:00,23.0,86.84,83.0,0.0,24.0
2018-05-09 23:16:00,23.0,86.68,83.0,0.0,24.0
2018-05-09 23:17:00,23.0,86.68,83.0,0.0,24.0
2018-05-09 23:18:00,23.0,86.68,83.0,0.0,24.0
2018-05-09 23:19:00,23.0,86.68,83.0,0.0,24.0
2018-05-09 23:20:00,23.0,86.68,83.0,0.0,24.0
2018-05-09 23:21:00,23.0,86.68,83.0,0.0,24.0
2018-05-09 23:22:00,23.0,86.68,83.0,0.0,24.0
2018-05-09 23:23:00,23.0,86.68,83.0,0.0,24.0
2018-05-09 23:24:00,23.0,86.68,83.0,0.0,24.0
2018-05-09 23:25:00,23.0,86.68,83.0,0.0,24.0
2018-05-09 23:26:00,23.0,86.68,83.0,0.0,24.0
2018-05-09 23:27:00,23.0,86.68,83.0,0.0,24.0
2018-05-09 23:28:00,23.0,86.68,83.0,0.0,24.0
2018-05-09 23:29:00,23.0,86.68,83.0,0.0,24.0
2018-05-09 23:30:00,23.0,86.68,83.0,0.0,24.0
2018-05-09 23:31:00,23.0,86.68,83.0,0.0,24.0
2018-05-09 23:32:00,23.0,86.68,83.0,0.0,23.0
2018-05-09 23:33:00,23.0,86.68,83.0,0.0,23.0
2018-05-09 23:34:00,23.0,86.68,83.0,0.0,23.0
2018-05-09 23:35:00,23.0,86.68,83.0,0.0,23.0
2018-05-09 23:36:00,23.0,86.68,83.0,0.0,23.0
2018-05-09 23:37:00,23.0,86.68,83.0,0.0,23.0
2018-05-09 23:38:00,23.0,86.68,82.0,0.0,23.0
2018-05-09 23:39:00,23.0,86.52,82.0,0.0,23.0
2018-05-09 23:40:00,23.0,86.52,82.0,0.0,23.0
2018-05-09 23:41:00,23.0,86.52,82.0,0.0,23.0
2018-05-09 23:42:00,23.0,86.52,82.0,0.0,23.0
2018-05-09 23:43:00,23.0,86.52,82.0,0.0,23.0
2018-05-09 23:44:00,23.0,86.52,82.0,0.0,23.0
2018-05-09 23:45:00,23.0,86.52,82.0,0.0,23.0
2018-05-09 23:46:00,23.0,86.52,82.0,0.0,23.0
2018-05-09 23:47:00,23.0,86.52,82.0,0.0,23.0
2018-05-09 23:48:00,23.0,86.52,83.0,0.0,23.0
2018-05-09 23:49:00,23.0,86.52,83.0,0.0,23.0
2018-05-09 23:50:00,23.0,86.52,83.0,0.0,23.0
2018-05-09 23:51:00,23.0,86.52,83.0,0.0,23.0
2018-05-09 23:52:00,23.0,86.52,83.0,0.0,23.0
2018-05-09 23:53:00,23.0,86.36,83.0,0.0,23.0
2018-05-09 23:54:00,23.0,86.36,83.0,0.0,23.0
2018-05-09 23:55:00,23.0,86.52,83.0,0.0,23.0
2018-05-09 23:56:00,23.0,86.36,83.0,0.0,23.0
2018-05-09 23:57:00,23.0,86.36,83.0,0.0,23.0
2018-05-09 23:58:00,23.0,86.36,83.0,0.0,23.0
2018-05-09 23:59:00,23.0,86.36,83.0,0.0,23.0
2018-05-10 00:00:00,0.0,86.36,83.0,0.0,23.0
2018-05-10 00:01:00,0.0,86.36,83.0,0.0,23.0
2018-05-10 00:02:00,0.0,86.2,83.0,0.0,23.0
2018-05-10 00:03:00,0.0,86.36,83.0,0.0,23.0
2018-05-10 00:04:00,0.0,86.2,83.0,0.0,23.0
2018-05-10 00:05:00,0.0,86.2,83.0,0.0,23.0
2018-05-10 00:06:00,0.0,86.2,83.0,0.0,23.0
2018-05-10 00:07:00,0.0,86.2,83.0,0.0,23.0
2018-05-10 00:08:00,0.0,86.2,83.0,0.0,23.0
2018-05-10 00:09:00,0.0,86.2,83.0,0.0,23.0
2018-05-10 00:10:00,0.0,86.2,83.0,0.0,23.0
2018-05-10 00:11:00,0.0,86.36,83.0,0.0,23.0
2018-05-10 00:12:00,0.0,86.2,83.0,0.0,23.0
2018-05-10 00:13:00,0.0,86.2,83.0,0.0,23.0
