TEMPERATURA,HUMEDAD RELATIVA,HUMEDAD DE LA TIERRA,NIVEL UV,INTENSIDAD LUMÍNICA,HORA,TIME
30,37,61.65,0,5818,11,2018-05-09 11:29:00
30,37,61.49,0,5818,11,2018-05-09 11:30:00
30,37,61.65,0,5818,11,2018-05-09 11:32:00
30,37,61.97,0,5818,11,2018-05-09 11:33:00
30,37,61.97,0,5818,11,2018-05-09 11:34:00
30,37,62.61,0,5818,11,2018-05-09 11:35:00
30,37,62.29,0,5818,11,2018-05-09 11:36:00
30,37,62.61,0,5818,11,2018-05-09 11:37:00
30,38,62.61,0,5818,11,2018-05-09 11:38:00
30,41,63.09,0,5824,11,2018-05-09 11:39:00
30,42,62.93,0,5824,11,2018-05-09 11:40:00
30,44,63.25,0,5824,11,2018-05-09 11:41:00
30,45,63.25,0,5824,11,2018-05-09 11:42:00
30,46,63.57,0,5824,11,2018-05-09 11:43:00
30,49,63.57,0,5829,11,2018-05-09 11:45:00
30,51,64.05,0,5829,11,2018-05-09 11:46:00
30,52,63.89,0,5829,11,2018-05-09 11:47:00
30,51,63.89,0,5829,11,2018-05-09 11:48:00
30,52,64.05,0,5853,11,2018-05-09 11:49:00
30,52,64.21,0,5853,11,2018-05-09 11:50:00
30,52,64.21,0,5835,11,2018-05-09 11:51:00
30,52,64.7,0,5835,11,2018-05-09 11:52:00
30,51,64.21,0,5824,11,2018-05-09 11:53:00
30,51,63.89,0,5824,11,2018-05-09 11:54:00
30,52,64.54,0,5824,11,2018-05-09 11:55:00
30,52,64.05,0,5824,11,2018-05-09 11:56:00
30,52,64.05,0,5824,11,2018-05-09 11:57:00
30,52,64.54,0,5835,11,2018-05-09 11:58:00
30,52,64.54,0,5841,11,2018-05-09 11:59:00
30,53,64.54,0,5847,12,2018-05-09 12:00:00
30,53,65.02,0,5853,12,2018-05-09 12:01:00
30,52,64.86,0,5847,12,2018-05-09 12:02:00
30,52,64.7,0,5853,12,2018-05-09 12:03:00
31,51,64.86,0,5835,12,2018-05-09 12:04:00
31,51,64.54,0,5829,12,2018-05-09 12:05:00
30,51,64.86,0,5829,12,2018-05-09 12:06:00
30,51,65.18,0,5824,12,2018-05-09 12:07:00
30,51,65.18,0,5841,12,2018-05-09 12:08:00
30,52,65.34,0,5841,12,2018-05-09 12:09:00
30,53,65.34,0,5841,12,2018-05-09 12:10:00
30,53,65.34,0,5841,12,2018-05-09 12:11:00
30,53,65.34,0,5847,12,2018-05-09 12:12:00
30,53,65.18,0,5865,12,2018-05-09 12:13:00
30,53,65.18,0,5865,12,2018-05-09 12:14:00
31,52,64.86,0,5870,12,2018-05-09 12:15:00
31,52,64.86,0,5841,12,2018-05-09 12:16:00
31,51,65.02,0,5847,12,2018-05-09 12:17:00
31,51,65.18,0,5847,12,2018-05-09 12:18:00
31,49,65.34,0,5859,12,2018-05-09 12:19:00
31,49,65.18,0,5853,12,2018-05-09 12:20:00
31,49,65.34,0,5835,12,2018-05-09 12:21:00
31,47,65.34,0,5841,12,2018-05-09 12:22:00
31,47,66.3,0,5876,12,2018-05-09 12:23:00
31,48,65.82,0,5870,12,2018-05-09 12:24:00
31,49,65.5,0,5870,12,2018-05-09 12:25:00
31,49,65.82,0,5870,12,2018-05-09 12:26:00
32,50,65.66,0,5870,12,2018-05-09 12:27:00
32,49,65.66,0,5870,12,2018-05-09 12:28:00
32,48,65.98,0,5876,12,2018-05-09 12:29:00
32,48,65.98,0,5870,12,2018-05-09 12:30:00
32,48,66.46,0,5870,12,2018-05-09 12:31:00
32,47,65.98,0,5859,12,2018-05-09 12:32:00
32,46,66.3,0,5865,12,2018-05-09 12:33:00
32,46,66.14,0,5870,12,2018-05-09 12:34:00
32,46,66.46,0,5870,12,2018-05-09 12:35:00
32,46,66.62,0,5870,12,2018-05-09 12:36:00
32,46,66.46,0,5870,12,2018-05-09 12:37:00
32,46,66.46,0,5870,12,2018-05-09 12:38:00
32,45,66.3,0,5870,12,2018-05-09 12:39:00
32,46,66.62,0,5865,12,2018-05-09 12:40:00
32,46,66.46,0,5853,12,2018-05-09 12:41:00
32,45,66.3,0,5859,12,2018-05-09 12:42:00
32,44,66.46,0,5870,12,2018-05-09 12:43:00
32,44,66.3,0,5853,12,2018-05-09 12:44:00
32,44,66.78,0,5870,12,2018-05-09 12:45:00
32,44,66.62,0,5859,12,2018-05-09 12:46:00
32,44,66.46,0,5870,12,2018-05-09 12:47:00
32,44,66.3,0,5870,12,2018-05-09 12:48:00
32,44,66.62,0,5870,12,2018-05-09 12:49:00
32,44,66.62,0,5870,12,2018-05-09 12:50:00
32,44,66.62,0,5870,12,2018-05-09 12:51:00
32,44,66.62,0,5870,12,2018-05-09 12:52:00
32,44,66.78,0,5870,12,2018-05-09 12:53:00
32,44,67.1,0,5847,12,2018-05-09 12:54:00
32,44,66.62,0,5841,12,2018-05-09 12:55:00
32,44,66.62,0,5870,12,2018-05-09 12:56:00
32,44,66.46,0,5876,12,2018-05-09 12:57:00
32,44,66.62,0,5870,12,2018-05-09 12:58:00
32,44,66.62,0,5835,12,2018-05-09 12:59:00
32,44,66.78,0,5829,13,2018-05-09 13:00:00
32,44,66.62,0,5841,13,2018-05-09 13:01:00
31,44,66.62,0,5835,13,2018-05-09 13:02:00
31,44,66.46,0,5812,13,2018-05-09 13:03:00
31,44,66.78,0,5806,13,2018-05-09 13:04:00
30,45,66.62,0,5806,13,2018-05-09 13:05:00
30,45,66.94,0,5818,13,2018-05-09 13:06:00
30,45,66.78,0,5829,13,2018-05-09 13:07:00
30,45,67.1,0,5870,13,2018-05-09 13:08:00
30,45,66.94,0,5865,13,2018-05-09 13:09:00
31,44,66.78,0,5870,13,2018-05-09 13:10:00
31,44,67.1,1,5829,13,2018-05-09 13:11:00
31,44,67.42,0,5829,13,2018-05-09 13:12:00
31,44,67.1,0,5800,13,2018-05-09 13:13:00
31,44,67.1,0,5794,13,2018-05-09 13:14:00
