TEMPERATURA,HUMEDAD RELATIVA,HUMEDAD DE LA TIERRA,NIVEL UV,INTENSIDAD LUMÍNICA,HORA,TIME
34,27,24.41,0,5859,11,2018-05-24 11:25:00
34,27,24.41,0,5859,11,2018-05-24 11:26:00
34,27,24.25,0,5859,11,2018-05-24 11:27:00
35,26,24.25,0,5859,11,2018-05-24 11:28:00
34,27,24.09,0,5859,11,2018-05-24 11:29:00
34,27,24.09,0,5859,11,2018-05-24 11:30:00
34,27,23.93,0,5859,11,2018-05-24 11:31:00
34,27,23.93,0,5859,11,2018-05-24 11:32:00
34,27,23.93,0,5859,11,2018-05-24 11:33:00
34,27,23.77,0,5859,11,2018-05-24 11:34:00
34,27,23.77,0,5859,11,2018-05-24 11:35:00
34,27,23.61,0,5859,11,2018-05-24 11:36:00
34,27,23.61,0,5859,11,2018-05-24 11:37:00
34,27,23.61,0,5859,11,2018-05-24 11:38:00
34,27,23.61,0,5859,11,2018-05-24 11:39:00
34,27,23.13,0,5859,11,2018-05-24 11:42:00
34,26,22.97,0,5859,11,2018-05-24 11:43:00
34,27,22.64,0,5859,11,2018-05-24 11:44:00
34,27,22.64,0,5859,11,2018-05-24 11:45:00
34,27,22.48,0,5859,11,2018-05-24 11:46:00
34,27,22.48,0,5853,11,2018-05-24 11:47:00
34,26,22.32,0,5853,11,2018-05-24 11:48:00
34,27,22.16,0,5853,11,2018-05-24 11:49:00
33,27,22.16,0,5853,11,2018-05-24 11:50:00
33,26,22.0,0,5853,11,2018-05-24 11:51:00
33,26,22.0,0,5853,11,2018-05-24 11:52:00
33,26,21.84,0,5853,11,2018-05-24 11:53:00
33,26,21.84,0,5853,11,2018-05-24 11:54:00
33,26,21.68,0,5853,11,2018-05-24 11:55:00
33,26,21.68,0,5853,11,2018-05-24 11:56:00
33,27,21.52,0,5853,11,2018-05-24 11:57:00
33,26,21.36,0,5853,11,2018-05-24 11:58:00
33,27,21.52,0,5853,11,2018-05-24 11:59:00
33,27,21.36,0,5853,12,2018-05-24 12:00:00
33,27,21.36,0,5853,12,2018-05-24 12:01:00
33,27,21.36,0,5853,12,2018-05-24 12:02:00
33,27,21.2,0,5853,12,2018-05-24 12:03:00
33,27,21.2,0,5847,12,2018-05-24 12:04:00
33,27,21.2,0,5847,12,2018-05-24 12:05:00
33,26,21.2,0,5853,12,2018-05-24 12:06:00
33,27,21.04,0,5853,12,2018-05-24 12:07:00
33,27,21.2,0,5853,12,2018-05-24 12:08:00
33,27,21.04,0,5853,12,2018-05-24 12:09:00
33,26,20.88,0,5847,12,2018-05-24 12:10:00
33,26,21.04,0,5853,12,2018-05-24 12:11:00
33,26,21.04,0,5847,12,2018-05-24 12:12:00
33,27,20.88,0,5853,12,2018-05-24 12:13:00
33,26,20.88,0,5853,12,2018-05-24 12:14:00
33,27,20.88,0,5847,12,2018-05-24 12:15:00
33,26,20.88,0,5853,12,2018-05-24 12:16:00
33,27,20.88,0,5853,12,2018-05-24 12:17:00
33,27,20.72,0,5853,12,2018-05-24 12:18:00
33,27,20.56,0,5853,12,2018-05-24 12:19:00
33,27,20.72,0,5853,12,2018-05-24 12:20:00
33,27,20.56,0,5847,12,2018-05-24 12:21:00
33,27,20.56,0,5853,12,2018-05-24 12:22:00
33,27,20.56,0,5853,12,2018-05-24 12:23:00
33,27,20.56,0,5847,12,2018-05-24 12:24:00
33,27,20.4,0,5847,12,2018-05-24 12:25:00
33,27,20.4,0,5847,12,2018-05-24 12:26:00
33,27,20.4,0,5847,12,2018-05-24 12:27:00
33,27,20.24,0,5847,12,2018-05-24 12:28:00
33,27,20.24,0,5841,12,2018-05-24 12:29:00
32,28,20.08,0,5841,12,2018-05-24 12:30:00
32,28,20.24,0,5847,12,2018-05-24 12:31:00
32,28,20.08,0,5841,12,2018-05-24 12:32:00
32,28,20.08,0,5841,12,2018-05-24 12:33:00
32,28,20.08,0,5841,12,2018-05-24 12:34:00
32,28,19.92,0,5841,12,2018-05-24 12:35:00
32,28,20.08,0,5841,12,2018-05-24 12:36:00
32,28,19.92,0,5841,12,2018-05-24 12:37:00
32,28,19.92,0,5841,12,2018-05-24 12:38:00
32,28,19.92,0,5841,12,2018-05-24 12:39:00
32,28,19.92,0,5841,12,2018-05-24 12:40:00
32,28,20.88,0,5841,12,2018-05-24 12:41:00
32,28,19.92,0,5841,12,2018-05-24 12:42:00
32,28,19.92,0,5841,12,2018-05-24 12:43:00
32,28,19.92,0,5841,12,2018-05-24 12:44:00
32,28,19.92,0,5847,12,2018-05-24 12:45:00
32,28,19.76,0,5847,12,2018-05-24 12:46:00
32,28,19.76,0,5847,12,2018-05-24 12:47:00
32,28,19.6,0,5841,12,2018-05-24 12:48:00
32,28,19.6,0,5841,12,2018-05-24 12:49:00
32,28,19.6,0,5835,12,2018-05-24 12:50:00
32,28,19.6,0,5847,12,2018-05-24 12:51:00
32,28,19.6,0,5847,12,2018-05-24 12:52:00
32,28,19.43,0,5841,12,2018-05-24 12:53:00
32,28,19.43,0,5841,12,2018-05-24 12:54:00
32,28,19.27,0,5847,12,2018-05-24 12:55:00
32,28,19.27,0,5841,12,2018-05-24 12:56:00
32,28,19.27,0,5841,12,2018-05-24 12:57:00
32,28,19.27,0,5841,12,2018-05-24 12:58:00
32,28,19.27,0,5841,12,2018-05-24 12:59:00
32,28,19.11,0,5847,13,2018-05-24 13:00:00
32,28,19.11,0,5847,13,2018-05-24 13:01:00
32,28,19.11,0,5847,13,2018-05-24 13:02:00
32,28,19.11,0,5847,13,2018-05-24 13:03:00
32,29,19.11,0,5847,13,2018-05-24 13:04:00
32,29,19.43,0,5847,13,2018-05-24 13:05:00
32,29,18.95,0,5841,13,2018-05-24 13:06:00
32,28,18.95,0,5841,13,2018-05-24 13:07:00
32,28,18.95,0,5847,13,2018-05-24 13:08:00
32,28,18.95,0,5841,13,2018-05-24 13:09:00
32,28,18.79,0,5841,13,2018-05-24 13:10:00
32,28,18.95,0,5841,13,2018-05-24 13:11:00
32,28,18.79,0,5841,13,2018-05-24 13:12:00
32,28,18.95,0,5841,13,2018-05-24 13:13:00
32,28,18.95,0,5841,13,2018-05-24 13:14:00
32,28,19.11,0,5841,13,2018-05-24 13:15:00
32,28,18.79,0,5835,13,2018-05-24 13:16:00
32,28,18.95,0,5841,13,2018-05-24 13:17:00
32,28,18.79,0,5841,13,2018-05-24 13:18:00
32,28,18.79,0,5841,13,2018-05-24 13:19:00
32,28,18.95,0,5841,13,2018-05-24 13:20:00
32,28,18.63,0,5835,13,2018-05-24 13:21:00
32,28,18.63,0,5841,13,2018-05-24 13:22:00
32,28,18.79,0,5841,13,2018-05-24 13:23:00
32,28,18.63,0,5841,13,2018-05-24 13:24:00
32,28,18.63,0,5841,13,2018-05-24 13:25:00
32,28,20.4,0,5835,13,2018-05-24 13:26:00
32,28,18.95,0,5841,13,2018-05-24 13:27:00
32,28,18.79,0,5841,13,2018-05-24 13:28:00
32,28,18.79,0,5841,13,2018-05-24 13:29:00
32,28,18.63,0,5841,13,2018-05-24 13:30:00
32,28,18.47,0,5841,13,2018-05-24 13:31:00
32,28,18.47,0,5835,13,2018-05-24 13:32:00
32,28,18.47,0,5835,13,2018-05-24 13:33:00
32,28,18.63,0,5835,13,2018-05-24 13:35:00
32,28,18.47,0,5812,13,2018-05-24 13:36:00
32,28,18.31,0,5829,13,2018-05-24 13:37:00
32,28,19.11,0,5835,13,2018-05-24 13:38:00
32,28,18.79,0,5835,13,2018-05-24 13:39:00
32,28,18.47,0,5829,13,2018-05-24 13:40:00
32,28,18.31,0,5829,13,2018-05-24 13:41:00
32,28,18.15,0,5829,13,2018-05-24 13:42:00
32,28,18.15,0,5829,13,2018-05-24 13:43:00
32,28,17.99,0,5829,13,2018-05-24 13:44:00
31,28,17.99,0,5829,13,2018-05-24 13:45:00
31,28,17.99,0,5829,13,2018-05-24 13:46:00
31,28,17.83,0,5829,13,2018-05-24 13:47:00
31,28,17.83,0,5829,13,2018-05-24 13:48:00
31,28,17.83,0,5824,13,2018-05-24 13:49:00
31,28,17.83,0,5824,13,2018-05-24 13:50:00
31,28,17.83,0,5806,13,2018-05-24 13:51:00
31,28,17.83,0,5806,13,2018-05-24 13:52:00
31,28,17.83,0,5818,13,2018-05-24 13:53:00
31,28,17.83,0,5818,13,2018-05-24 13:54:00
31,28,17.67,0,5824,13,2018-05-24 13:55:00
31,28,17.83,0,5818,13,2018-05-24 13:56:00
31,28,17.67,0,5824,13,2018-05-24 13:57:00
31,28,17.67,0,5800,13,2018-05-24 13:58:00
31,28,17.83,0,5794,13,2018-05-24 13:59:00
31,28,17.67,0,5794,14,2018-05-24 14:00:00
31,28,17.67,0,5794,14,2018-05-24 14:01:00
31,29,18.47,0,5812,14,2018-05-24 14:02:00
30,31,17.99,0,5812,14,2018-05-24 14:03:00
30,32,17.83,0,5812,14,2018-05-24 14:04:00
30,34,17.83,0,5812,14,2018-05-24 14:05:00
30,34,17.83,0,5806,14,2018-05-24 14:06:00
30,34,17.83,0,5806,14,2018-05-24 14:07:00
30,35,17.83,0,5806,14,2018-05-24 14:08:00
30,34,17.83,0,5800,14,2018-05-24 14:09:00
30,33,17.83,0,5800,14,2018-05-24 14:10:00
30,32,17.83,0,5800,14,2018-05-24 14:11:00
30,33,17.99,0,5800,14,2018-05-24 14:12:00
30,32,17.67,0,5800,14,2018-05-24 14:13:00
30,33,17.67,0,5800,14,2018-05-24 14:14:00
30,33,17.83,0,5782,14,2018-05-24 14:15:00
30,33,17.67,0,5782,14,2018-05-24 14:16:00
30,33,17.67,0,5794,14,2018-05-24 14:17:00
30,33,17.83,0,5794,14,2018-05-24 14:18:00
30,34,17.67,0,5794,14,2018-05-24 14:19:00
30,33,17.67,0,5794,14,2018-05-24 14:20:00
30,33,17.67,0,5794,14,2018-05-24 14:21:00
30,34,17.67,0,5794,14,2018-05-24 14:22:00
30,34,17.83,0,5794,14,2018-05-24 14:23:00
30,34,17.83,0,5794,14,2018-05-24 14:24:00
30,34,17.99,0,5794,14,2018-05-24 14:25:00
30,35,17.83,0,5794,14,2018-05-24 14:26:00
30,35,17.99,0,5794,14,2018-05-24 14:27:00
30,34,17.83,0,5788,14,2018-05-24 14:28:00
30,34,18.15,0,5788,14,2018-05-24 14:29:00
30,34,17.83,0,5788,14,2018-05-24 14:30:00
30,34,18.15,0,5788,14,2018-05-24 14:31:00
30,33,17.83,0,5794,14,2018-05-24 14:32:00
30,33,17.67,0,5794,14,2018-05-24 14:33:00
30,33,17.67,0,5788,14,2018-05-24 14:34:00
30,33,17.67,0,5771,14,2018-05-24 14:35:00
30,33,17.83,0,5771,14,2018-05-24 14:36:00
30,33,17.67,0,5771,14,2018-05-24 14:37:00
30,32,17.67,0,5777,14,2018-05-24 14:38:00
30,32,17.83,0,5782,14,2018-05-24 14:39:00
30,32,17.67,0,5782,14,2018-05-24 14:40:00
30,32,17.67,0,5782,14,2018-05-24 14:41:00
30,32,17.67,0,5777,14,2018-05-24 14:42:00
30,32,17.51,0,5782,14,2018-05-24 14:43:00
30,32,17.67,0,5777,14,2018-05-24 14:44:00
30,32,17.83,0,5777,14,2018-05-24 14:45:00
30,32,17.67,0,5777,14,2018-05-24 14:46:00
30,32,17.67,0,5777,14,2018-05-24 14:47:00
30,32,17.83,0,5777,14,2018-05-24 14:48:00
30,32,17.67,0,5777,14,2018-05-24 14:49:00
30,32,17.83,0,5777,14,2018-05-24 14:50:00
30,32,17.83,0,5777,14,2018-05-24 14:51:00
30,32,17.67,0,5771,14,2018-05-24 14:52:00
30,32,17.67,0,5771,14,2018-05-24 14:53:00
30,32,17.51,0,5771,14,2018-05-24 14:54:00
30,32,17.51,0,5771,14,2018-05-24 14:55:00
30,31,17.67,0,5771,14,2018-05-24 14:56:00
30,31,17.83,0,5765,14,2018-05-24 14:57:00
30,31,17.83,0,5771,14,2018-05-24 14:58:00
30,31,17.67,0,5771,14,2018-05-24 14:59:00
30,32,17.67,0,5771,15,2018-05-24 15:00:00
30,32,17.83,0,5771,15,2018-05-24 15:01:00
30,31,17.51,0,5771,15,2018-05-24 15:02:00
30,31,17.83,0,5771,15,2018-05-24 15:03:00
30,31,17.51,0,5771,15,2018-05-24 15:04:00
30,32,17.51,0,5771,15,2018-05-24 15:05:00
30,32,17.35,0,5765,15,2018-05-24 15:06:00
30,32,17.35,0,5765,15,2018-05-24 15:07:00
30,32,17.35,0,5765,15,2018-05-24 15:08:00
30,31,17.35,0,5771,15,2018-05-24 15:09:00
30,32,17.51,0,5771,15,2018-05-24 15:10:00
30,32,17.51,0,5765,15,2018-05-24 15:11:00
30,32,17.51,0,5771,15,2018-05-24 15:12:00
29,32,17.51,0,5765,15,2018-05-24 15:13:00
29,32,17.51,0,5765,15,2018-05-24 15:14:00
29,32,17.35,0,5771,15,2018-05-24 15:15:00
30,31,17.35,0,5771,15,2018-05-24 15:16:00
30,32,17.51,0,5765,15,2018-05-24 15:17:00
29,33,17.67,0,5765,15,2018-05-24 15:18:00
29,34,17.67,0,5765,15,2018-05-24 15:19:00
29,34,17.51,0,5765,15,2018-05-24 15:20:00
29,34,17.51,0,5765,15,2018-05-24 15:21:00
29,35,17.51,0,5765,15,2018-05-24 15:22:00
29,36,17.35,0,5765,15,2018-05-24 15:23:00
29,37,17.35,0,5765,15,2018-05-24 15:24:00
29,37,17.35,0,5765,15,2018-05-24 15:25:00
29,37,17.51,0,5765,15,2018-05-24 15:26:00
29,38,17.35,0,5765,15,2018-05-24 15:27:00
29,39,17.35,0,5753,15,2018-05-24 15:28:00
29,39,17.35,0,5741,15,2018-05-24 15:29:00
29,39,17.35,0,5741,15,2018-05-24 15:30:00
29,39,17.19,0,5741,15,2018-05-24 15:31:00
29,40,17.35,0,5747,15,2018-05-24 15:32:00
29,41,17.35,0,5759,15,2018-05-24 15:33:00
29,41,17.19,0,5759,15,2018-05-24 15:34:00
29,42,17.19,0,5759,15,2018-05-24 15:35:00
29,42,17.19,0,5759,15,2018-05-24 15:36:00
29,41,17.19,0,5753,15,2018-05-24 15:37:00
29,39,17.19,0,5741,15,2018-05-24 15:38:00
29,41,17.03,0,5741,15,2018-05-24 15:39:00
29,42,17.19,0,5741,15,2018-05-24 15:40:00
29,40,17.19,0,5741,15,2018-05-24 15:41:00
29,37,17.35,0,5741,15,2018-05-24 15:42:00
29,37,17.19,0,5736,15,2018-05-24 15:43:00
29,36,17.35,0,5736,15,2018-05-24 15:44:00
29,36,17.19,0,5730,15,2018-05-24 15:45:00
29,36,17.19,0,5730,15,2018-05-24 15:46:00
29,36,17.03,0,5730,15,2018-05-24 15:47:00
29,36,17.03,0,5730,15,2018-05-24 15:48:00
29,36,17.35,0,5730,15,2018-05-24 15:49:00
29,36,17.03,0,5741,15,2018-05-24 15:50:00
29,35,17.03,0,5736,15,2018-05-24 15:51:00
29,36,16.87,0,5736,15,2018-05-24 15:52:00
29,36,16.87,0,5730,15,2018-05-24 15:53:00
29,36,17.03,0,5730,15,2018-05-24 15:54:00
29,36,17.19,0,5730,15,2018-05-24 15:55:00
29,35,17.51,0,5741,15,2018-05-24 15:56:00
29,35,17.03,0,5730,15,2018-05-24 15:57:00
29,35,17.03,0,5724,15,2018-05-24 15:58:00
29,35,17.03,0,5724,15,2018-05-24 15:59:00
29,35,17.35,0,5724,16,2018-05-24 16:00:00
29,35,17.19,0,5724,16,2018-05-24 16:01:00
29,35,17.03,0,5724,16,2018-05-24 16:02:00
29,36,17.19,0,5718,16,2018-05-24 16:03:00
29,37,17.03,0,5712,16,2018-05-24 16:04:00
29,37,17.19,0,5712,16,2018-05-24 16:05:00
28,38,17.19,0,5712,16,2018-05-24 16:06:00
28,38,17.19,0,5706,16,2018-05-24 16:07:00
28,38,17.19,0,5700,16,2018-05-24 16:08:00
28,38,17.03,0,5700,16,2018-05-24 16:09:00
28,38,17.03,0,5700,16,2018-05-24 16:10:00
28,38,17.19,0,5700,16,2018-05-24 16:11:00
28,38,17.03,0,5695,16,2018-05-24 16:12:00
28,37,17.03,0,5695,16,2018-05-24 16:13:00
28,37,17.03,0,5695,16,2018-05-24 16:14:00
28,37,17.03,0,5689,16,2018-05-24 16:15:00
28,37,17.03,0,5683,16,2018-05-24 16:16:00
28,37,17.03,0,5677,16,2018-05-24 16:17:00
28,36,16.87,0,5671,16,2018-05-24 16:18:00
28,37,17.19,0,5665,16,2018-05-24 16:19:00
28,36,17.03,0,5653,16,2018-05-24 16:20:00
28,37,17.03,0,5642,16,2018-05-24 16:21:00
28,37,17.19,0,5630,16,2018-05-24 16:22:00
28,37,17.03,0,5612,16,2018-05-24 16:23:00
28,37,17.19,0,5595,16,2018-05-24 16:24:00
28,37,17.03,0,5565,16,2018-05-24 16:25:00
28,36,16.87,0,5184,16,2018-05-24 16:27:00
28,35,17.19,0,4844,16,2018-05-24 16:28:00
28,35,17.03,0,4539,16,2018-05-24 16:29:00
28,36,17.03,0,4111,16,2018-05-24 16:30:00
28,36,17.03,0,3759,16,2018-05-24 16:31:00
28,35,17.03,0,3460,16,2018-05-24 16:32:00
28,35,17.03,0,3225,16,2018-05-24 16:33:00
28,35,17.03,0,3067,16,2018-05-24 16:34:00
28,35,16.87,0,2885,16,2018-05-24 16:35:00
28,36,16.87,0,2739,16,2018-05-24 16:36:00
28,35,16.87,0,2598,16,2018-05-24 16:37:00
28,36,17.35,0,2480,16,2018-05-24 16:38:00
28,36,17.03,0,2363,16,2018-05-24 16:39:00
28,36,17.19,0,2211,16,2018-05-24 16:40:00
28,36,17.03,0,2029,16,2018-05-24 16:41:00
28,36,17.03,0,1829,16,2018-05-24 16:42:00
28,36,16.87,0,1677,16,2018-05-24 16:43:00
28,36,17.03,0,1530,16,2018-05-24 16:44:00
28,36,17.51,0,1395,16,2018-05-24 16:45:00
28,36,16.87,0,1260,16,2018-05-24 16:46:00
28,36,16.87,0,1126,16,2018-05-24 16:47:00
28,36,16.87,0,997,16,2018-05-24 16:48:00
28,36,16.71,0,891,16,2018-05-24 16:49:00
28,36,16.87,0,791,16,2018-05-24 16:50:00
28,36,17.19,0,686,16,2018-05-24 16:51:00
28,35,16.87,0,574,16,2018-05-24 16:52:00
28,36,17.35,0,475,16,2018-05-24 16:53:00
28,36,17.03,0,381,16,2018-05-24 16:54:00
28,36,17.03,0,293,16,2018-05-24 16:55:00
27,36,16.87,0,222,16,2018-05-24 16:56:00
27,36,16.87,0,175,16,2018-05-24 16:57:00
27,36,16.87,0,140,16,2018-05-24 16:58:00
27,36,16.87,0,111,16,2018-05-24 16:59:00
27,36,16.87,0,87,17,2018-05-24 17:00:00
28,36,16.87,0,70,17,2018-05-24 17:01:00
27,36,16.87,0,58,17,2018-05-24 17:02:00
27,36,16.87,0,52,17,2018-05-24 17:03:00
27,36,17.19,0,46,17,2018-05-24 17:04:00
27,36,17.03,0,35,17,2018-05-24 17:05:00
27,36,16.87,0,29,17,2018-05-24 17:06:00
27,36,16.87,0,23,17,2018-05-24 17:07:00
27,37,16.87,0,17,17,2018-05-24 17:08:00
27,37,16.87,0,11,17,2018-05-24 17:09:00
27,37,16.87,0,5,17,2018-05-24 17:10:00
27,37,17.03,0,0,17,2018-05-24 17:11:00
27,37,17.03,0,0,17,2018-05-24 17:12:00
27,37,16.87,0,0,17,2018-05-24 17:13:00
27,38,16.87,0,0,17,2018-05-24 17:14:00
27,38,16.71,0,0,17,2018-05-24 17:15:00
27,38,16.87,0,0,17,2018-05-24 17:16:00
27,38,16.71,0,0,17,2018-05-24 17:17:00
27,38,16.87,0,0,17,2018-05-24 17:18:00
26,39,16.87,0,0,17,2018-05-24 17:19:00
26,39,16.87,0,0,17,2018-05-24 17:20:00
26,39,16.87,0,0,17,2018-05-24 17:21:00
26,39,16.71,0,0,17,2018-05-24 17:22:00
26,40,16.87,0,0,17,2018-05-24 17:23:00
26,40,16.87,0,0,17,2018-05-24 17:24:00
26,40,16.87,0,0,17,2018-05-24 17:25:00
26,41,16.87,0,0,17,2018-05-24 17:26:00
26,41,16.87,0,0,17,2018-05-24 17:27:00
26,41,16.87,0,0,17,2018-05-24 17:28:00
26,41,17.19,0,0,17,2018-05-24 17:29:00
26,42,17.03,0,0,17,2018-05-24 17:30:00
26,42,17.03,0,0,17,2018-05-24 17:31:00
26,42,17.03,0,0,17,2018-05-24 17:32:00
26,43,17.35,0,0,17,2018-05-24 17:33:00
26,44,17.51,0,0,17,2018-05-24 17:34:00
26,44,17.35,0,0,17,2018-05-24 17:35:00
26,44,17.51,0,0,17,2018-05-24 17:36:00
26,44,17.19,0,0,17,2018-05-24 17:37:00
26,45,17.19,0,0,17,2018-05-24 17:38:00
25,45,17.19,0,0,17,2018-05-24 17:39:00
25,45,17.03,0,0,17,2018-05-24 17:40:00
25,45,17.03,0,0,17,2018-05-24 17:41:00
25,45,16.87,0,0,17,2018-05-24 17:42:00
25,45,16.87,0,0,17,2018-05-24 17:43:00
25,45,16.87,0,0,17,2018-05-24 17:44:00
25,45,16.87,0,0,17,2018-05-24 17:45:00
25,46,16.71,0,0,17,2018-05-24 17:46:00
25,46,16.87,0,0,17,2018-05-24 17:47:00
25,46,16.87,0,0,17,2018-05-24 17:48:00
25,46,16.87,0,0,17,2018-05-24 17:49:00
25,47,16.87,0,0,17,2018-05-24 17:50:00
25,46,17.19,0,0,17,2018-05-24 17:51:00
25,46,16.71,0,0,17,2018-05-24 17:52:00
25,46,16.87,0,0,17,2018-05-24 17:53:00
25,47,16.87,0,0,17,2018-05-24 17:54:00
25,47,16.87,0,0,17,2018-05-24 17:55:00
25,47,16.87,0,0,17,2018-05-24 17:56:00
25,48,16.87,0,0,17,2018-05-24 17:57:00
25,48,16.87,0,0,17,2018-05-24 17:58:00
25,48,17.19,0,0,17,2018-05-24 17:59:00
25,49,17.03,0,0,18,2018-05-24 18:00:00
25,49,17.03,0,0,18,2018-05-24 18:01:00
25,50,17.03,0,0,18,2018-05-24 18:02:00
25,51,17.03,0,0,18,2018-05-24 18:03:00
25,51,17.03,0,0,18,2018-05-24 18:04:00
24,53,17.35,0,0,18,2018-05-24 18:05:00
24,54,17.03,0,0,18,2018-05-24 18:06:00
24,55,17.19,0,0,18,2018-05-24 18:07:00
24,55,17.03,0,0,18,2018-05-24 18:08:00
24,55,17.19,0,0,18,2018-05-24 18:09:00
24,55,17.03,0,0,18,2018-05-24 18:10:00
24,55,17.19,0,0,18,2018-05-24 18:11:00
24,56,17.03,0,0,18,2018-05-24 18:12:00
24,56,17.03,0,0,18,2018-05-24 18:13:00
24,56,17.35,0,0,18,2018-05-24 18:14:00
24,56,17.19,0,0,18,2018-05-24 18:15:00
24,57,17.19,0,0,18,2018-05-24 18:16:00
24,57,19.76,0,0,18,2018-05-24 18:17:00
24,57,19.92,0,0,18,2018-05-24 18:18:00
24,57,18.95,0,0,18,2018-05-24 18:19:00
24,58,18.63,0,0,18,2018-05-24 18:20:00
24,58,18.47,0,0,18,2018-05-24 18:21:00
24,58,18.31,0,0,18,2018-05-24 18:22:00
24,58,18.31,0,0,18,2018-05-24 18:23:00
24,58,18.31,0,0,18,2018-05-24 18:24:00
24,59,18.15,0,0,18,2018-05-24 18:25:00
24,59,18.31,0,0,18,2018-05-24 18:26:00
24,59,18.15,0,0,18,2018-05-24 18:27:00
24,59,18.15,0,0,18,2018-05-24 18:28:00
24,59,17.99,0,0,18,2018-05-24 18:29:00
24,60,17.99,0,0,18,2018-05-24 18:30:00
24,60,17.99,0,0,18,2018-05-24 18:31:00
24,59,17.99,0,0,18,2018-05-24 18:32:00
24,59,18.15,0,0,18,2018-05-24 18:33:00
24,59,17.99,0,0,18,2018-05-24 18:34:00
24,59,18.15,0,0,18,2018-05-24 18:35:00
24,59,18.47,0,0,18,2018-05-24 18:36:00
24,59,18.31,0,0,18,2018-05-24 18:37:00
24,59,18.15,0,0,18,2018-05-24 18:38:00
24,58,18.15,0,0,18,2018-05-24 18:39:00
24,59,18.15,0,0,18,2018-05-24 18:40:00
24,59,18.15,0,0,18,2018-05-24 18:41:00
24,59,17.99,0,0,18,2018-05-24 18:42:00
24,59,18.15,0,0,18,2018-05-24 18:43:00
24,60,18.15,0,0,18,2018-05-24 18:44:00
24,60,18.47,0,0,18,2018-05-24 18:45:00
24,60,17.99,0,0,18,2018-05-24 18:46:00
24,59,17.99,0,0,18,2018-05-24 18:47:00
24,59,17.99,0,0,18,2018-05-24 18:48:00
24,59,17.99,0,0,18,2018-05-24 18:49:00
24,60,17.83,0,0,18,2018-05-24 18:50:00
24,60,18.15,0,0,18,2018-05-24 18:51:00
24,60,18.15,0,0,18,2018-05-24 18:52:00
24,60,17.67,0,0,18,2018-05-24 18:53:00
24,60,17.83,0,0,18,2018-05-24 18:54:00
24,60,17.83,0,0,18,2018-05-24 18:55:00
24,60,18.47,0,0,18,2018-05-24 18:56:00
24,60,18.15,0,0,18,2018-05-24 18:57:00
24,60,18.15,0,0,18,2018-05-24 18:58:00
24,60,17.99,0,0,18,2018-05-24 18:59:00
24,61,17.99,0,0,19,2018-05-24 19:00:00
24,61,18.63,0,0,19,2018-05-24 19:01:00
24,61,17.99,0,0,19,2018-05-24 19:02:00
24,61,18.15,0,0,19,2018-05-24 19:03:00
24,61,17.99,0,0,19,2018-05-24 19:04:00
24,61,17.99,0,0,19,2018-05-24 19:05:00
24,61,17.83,0,0,19,2018-05-24 19:06:00
24,61,17.67,0,0,19,2018-05-24 19:07:00
24,61,18.31,0,0,19,2018-05-24 19:08:00
24,61,18.15,0,0,19,2018-05-24 19:09:00
24,61,17.99,0,0,19,2018-05-24 19:10:00
24,61,17.99,0,0,19,2018-05-24 19:11:00
24,61,17.99,0,0,19,2018-05-24 19:12:00
24,61,18.47,0,0,19,2018-05-24 19:13:00
24,62,18.15,0,0,19,2018-05-24 19:14:00
24,62,18.31,0,0,19,2018-05-24 19:15:00
24,62,18.15,0,0,19,2018-05-24 19:16:00
24,62,17.99,0,0,19,2018-05-24 19:17:00
24,62,17.99,0,0,19,2018-05-24 19:18:00
24,62,18.15,0,0,19,2018-05-24 19:19:00
24,63,18.31,0,0,19,2018-05-24 19:20:00
24,63,18.31,0,0,19,2018-05-24 19:21:00
24,63,18.15,0,0,19,2018-05-24 19:22:00
24,63,18.15,0,0,19,2018-05-24 19:23:00
24,63,17.99,0,0,19,2018-05-24 19:24:00
24,63,17.99,0,0,19,2018-05-24 19:25:00
24,63,17.99,0,0,19,2018-05-24 19:26:00
24,63,17.99,0,0,19,2018-05-24 19:27:00
24,62,18.15,0,0,19,2018-05-24 19:28:00
24,62,17.99,0,0,19,2018-05-24 19:29:00
24,62,17.99,0,0,19,2018-05-24 19:30:00
24,62,17.99,0,0,19,2018-05-24 19:31:00
24,62,17.99,0,0,19,2018-05-24 19:32:00
24,62,17.67,0,0,19,2018-05-24 19:33:00
24,62,17.83,0,0,19,2018-05-24 19:34:00
24,62,17.83,0,0,19,2018-05-24 19:35:00
24,62,17.83,0,0,19,2018-05-24 19:36:00
24,62,17.67,0,0,19,2018-05-24 19:37:00
24,61,17.67,0,0,19,2018-05-24 19:38:00
24,62,17.83,0,0,19,2018-05-24 19:39:00
24,62,18.15,0,0,19,2018-05-24 19:40:00
24,63,17.83,0,0,19,2018-05-24 19:41:00
24,63,17.83,0,0,19,2018-05-24 19:42:00
24,63,18.15,0,0,19,2018-05-24 19:43:00
24,63,18.31,0,0,19,2018-05-24 19:44:00
24,64,18.15,0,0,19,2018-05-24 19:45:00
24,64,18.31,0,0,19,2018-05-24 19:46:00
24,64,18.15,0,0,19,2018-05-24 19:47:00
24,64,18.31,0,0,19,2018-05-24 19:48:00
24,64,18.15,0,0,19,2018-05-24 19:49:00
24,64,18.15,0,0,19,2018-05-24 19:50:00
24,65,18.15,0,0,19,2018-05-24 19:51:00
23,65,17.83,0,0,19,2018-05-24 19:52:00
