"IDMEDIDA","NODO","TEMPERATURA","HUMEDAD RELATIVA","HUMEDAD DE LA TIERRA","NIVEL UV","INTENSIDAD LUMÍNICA","TIME"
"13104","2","24","37","5.15","0","0","2018-06-05 19:36:00"
"13105","5","24","62","13.98","0","0","2018-06-05 19:36:00"
"13106","5","24","62","14.14","0","0","2018-06-05 19:37:00"
"13107","5","24","62","14.14","0","0","2018-06-05 19:39:00"
"13108","2","24","37","4.83","0","0","2018-06-05 19:40:00"
"13109","5","24","62","14.3","0","0","2018-06-05 19:40:00"
"13110","2","24","36","4.99","0","0","2018-06-05 19:41:00"
"13111","5","24","62","14.3","0","0","2018-06-05 19:41:00"
"13112","2","25","35","5.47","0","0","2018-06-05 19:42:00"
"13113","5","24","61","14.3","0","0","2018-06-05 19:42:00"
"13114","2","25","34","5.15","0","0","2018-06-05 19:43:00"
"13115","5","24","59","14.46","0","0","2018-06-05 19:43:00"
"13116","2","25","34","4.83","0","0","2018-06-05 19:44:00"
"13117","2","25","34","5.15","0","0","2018-06-05 19:45:00"
"13118","2","25","34","5.63","0","0","2018-06-05 19:47:00"
"13119","5","24","56","14.3","0","0","2018-06-05 19:47:00"
"13120","2","25","34","5.47","0","0","2018-06-05 19:48:00"
"13121","5","24","56","14.46","0","0","2018-06-05 19:48:00"
"13122","2","24","35","5.63","0","0","2018-06-05 19:49:00"
"13123","5","24","56","14.46","0","0","2018-06-05 19:49:00"
"13124","2","24","35","5.47","0","0","2018-06-05 19:50:00"
"13125","5","24","56","14.3","0","0","2018-06-05 19:50:00"
"13126","2","24","35","5.47","0","0","2018-06-05 19:51:00"
"13127","5","24","56","14.3","0","0","2018-06-05 19:51:00"
"13128","2","24","36","5.95","0","0","2018-06-05 19:52:00"
"13129","2","24","35","5.63","0","0","2018-06-05 19:53:00"
"13130","5","24","57","14.46","0","0","2018-06-05 19:53:00"
"13131","2","24","36","5.95","0","0","2018-06-05 19:54:00"
"13132","5","24","58","14.62","0","0","2018-06-05 19:54:00"
"13133","2","24","36","5.95","0","0","2018-06-05 19:55:00"
"13134","5","24","58","14.62","0","0","2018-06-05 19:55:00"
"13135","2","24","36","6.11","0","0","2018-06-05 19:57:00"
"13136","5","24","58","14.46","0","0","2018-06-05 19:57:00"
"13137","2","24","35","5.79","0","0","2018-06-05 19:58:00"
"13138","5","24","57","14.94","0","0","2018-06-05 19:58:00"
"13139","2","24","35","6.27","0","0","2018-06-05 19:59:00"
"13140","5","24","57","14.78","0","0","2018-06-05 19:59:00"
"13141","2","24","36","5.95","0","0","2018-06-05 20:00:00"
"13142","5","24","57","14.62","0","0","2018-06-05 20:00:00"
"13143","2","24","36","6.11","0","0","2018-06-05 20:01:00"
"13144","5","24","57","14.78","0","0","2018-06-05 20:01:00"
"13145","2","24","36","6.11","0","0","2018-06-05 20:02:00"
"13146","5","24","57","14.78","0","0","2018-06-05 20:02:00"
"13147","2","24","36","5.95","0","0","2018-06-05 20:03:00"
"13148","5","24","57","15.26","0","0","2018-06-05 20:03:00"
"13149","2","24","36","6.11","0","0","2018-06-05 20:04:00"
"13150","5","24","57","14.94","0","0","2018-06-05 20:04:00"
"13151","2","24","36","6.11","0","0","2018-06-05 20:05:00"
"13152","5","24","57","14.78","0","0","2018-06-05 20:05:00"
"13153","2","24","36","6.11","0","0","2018-06-05 20:06:00"
"13154","5","24","58","14.62","0","0","2018-06-05 20:06:00"
"13155","2","24","36","6.27","0","0","2018-06-05 20:07:00"
"13156","5","24","58","14.62","0","0","2018-06-05 20:07:00"
"13157","2","24","36","5.95","0","0","2018-06-05 20:08:00"
"13158","5","24","58","14.62","0","0","2018-06-05 20:08:00"
"13159","2","24","36","6.27","0","0","2018-06-05 20:09:00"
"13160","5","24","58","14.78","0","0","2018-06-05 20:09:00"
"13161","2","24","36","5.95","0","0","2018-06-05 20:10:00"
"13162","5","24","58","14.78","0","0","2018-06-05 20:10:00"
"13163","2","24","36","5.79","0","0","2018-06-05 20:11:00"
"13164","5","24","59","14.46","0","0","2018-06-05 20:11:00"
"13165","5","24","59","15.1","0","0","2018-06-05 20:12:00"
"13166","2","24","36","6.59","0","0","2018-06-05 20:13:00"
"13167","5","24","59","15.42","0","0","2018-06-05 20:13:00"
"13168","5","24","59","15.9","0","0","2018-06-05 20:14:00"
"13169","2","24","36","6.11","0","0","2018-06-05 20:15:00"
"13170","5","24","59","15.74","0","0","2018-06-05 20:15:00"
"13171","2","24","36","6.11","0","0","2018-06-05 20:16:00"
"13172","5","24","59","16.55","0","0","2018-06-05 20:16:00"
"13173","2","24","36","6.27","0","0","2018-06-05 20:17:00"
"13174","5","24","59","17.19","0","0","2018-06-05 20:17:00"
"13175","2","24","36","5.79","0","0","2018-06-05 20:18:00"
"13176","5","24","59","17.03","0","0","2018-06-05 20:18:00"
"13177","2","24","36","6.11","0","0","2018-06-05 20:19:00"
"13178","5","24","60","16.55","0","0","2018-06-05 20:19:00"
"13179","2","24","36","6.27","0","0","2018-06-05 20:20:00"
"13180","5","24","60","17.19","0","0","2018-06-05 20:20:00"
"13181","2","24","36","6.27","0","0","2018-06-05 20:21:00"
"13182","5","24","60","17.67","0","0","2018-06-05 20:21:00"
"13183","2","24","36","5.95","0","0","2018-06-05 20:22:00"
"13184","5","24","60","17.83","0","0","2018-06-05 20:22:00"
"13185","2","24","36","5.79","0","0","2018-06-05 20:23:00"
"13186","5","24","60","17.99","0","0","2018-06-05 20:23:00"
"13187","2","24","36","5.95","0","0","2018-06-05 20:24:00"
"13188","5","24","60","17.99","0","0","2018-06-05 20:24:00"
"13189","2","24","36","6.43","0","0","2018-06-05 20:25:00"
"13190","5","24","60","17.83","0","0","2018-06-05 20:25:00"
"13191","2","24","36","6.27","0","0","2018-06-05 20:26:00"
"13192","5","24","60","18.31","0","0","2018-06-05 20:26:00"
"13193","2","24","36","6.11","0","0","2018-06-05 20:28:00"
"13194","5","24","60","17.99","0","0","2018-06-05 20:28:00"
"13195","2","24","37","6.43","0","0","2018-06-05 20:29:00"
"13196","2","24","37","6.11","0","0","2018-06-05 20:30:00"
"13197","2","24","36","5.95","0","0","2018-06-05 20:31:00"
"13198","5","23","61","17.83","0","0","2018-06-05 20:31:00"
"13199","2","24","37","6.11","0","0","2018-06-05 20:32:00"
"13200","2","24","37","6.11","0","0","2018-06-05 20:33:00"
"13201","5","23","61","17.67","0","0","2018-06-05 20:33:00"
"13202","2","24","37","6.27","0","0","2018-06-05 20:34:00"
"13203","5","24","61","18.15","0","0","2018-06-05 20:34:00"
"13204","2","24","37","6.27","0","0","2018-06-05 20:35:00"
"13205","5","23","61","17.83","0","0","2018-06-05 20:35:00"
"13206","2","24","37","6.27","0","0","2018-06-05 20:36:00"
"13207","5","23","61","17.83","0","0","2018-06-05 20:36:00"
"13208","5","23","61","17.83","0","0","2018-06-05 20:37:00"
"13209","2","24","37","6.27","0","0","2018-06-05 20:38:00"
"13210","5","23","61","17.83","0","0","2018-06-05 20:38:00"
"13211","2","24","37","6.11","0","0","2018-06-05 20:39:00"
"13212","5","23","61","17.99","0","0","2018-06-05 20:39:00"
"13213","2","24","37","6.27","0","0","2018-06-05 20:40:00"
"13214","5","23","61","17.35","0","0","2018-06-05 20:40:00"
"13215","2","24","37","6.27","0","0","2018-06-05 20:41:00"
"13216","5","24","61","17.51","0","0","2018-06-05 20:41:00"
"13217","2","24","37","6.11","0","0","2018-06-05 20:42:00"
"13218","5","23","61","17.99","0","0","2018-06-05 20:42:00"
"13219","2","24","37","6.11","0","0","2018-06-05 20:43:00"
"13220","5","23","62","17.19","0","0","2018-06-05 20:43:00"
"13221","2","24","37","6.11","0","0","2018-06-05 20:44:00"
"13222","5","23","62","17.99","0","0","2018-06-05 20:44:00"
"13223","2","24","37","5.95","0","0","2018-06-05 20:45:00"
"13224","5","23","62","17.51","0","0","2018-06-05 20:45:00"
"13225","2","24","37","6.11","0","0","2018-06-05 20:46:00"
"13226","5","23","62","17.83","0","0","2018-06-05 20:46:00"
"13227","2","24","37","6.43","0","0","2018-06-05 20:47:00"
"13228","5","23","62","17.99","0","0","2018-06-05 20:47:00"
"13229","2","24","37","6.11","0","0","2018-06-05 20:48:00"
"13230","2","24","37","6.27","0","0","2018-06-05 20:49:00"
"13231","5","23","63","19.11","0","0","2018-06-05 20:49:00"
"13232","2","24","37","6.11","0","0","2018-06-05 20:50:00"
"13233","5","23","63","18.31","0","0","2018-06-05 20:50:00"
"13234","2","24","37","5.95","0","0","2018-06-05 20:51:00"
"13235","5","23","63","17.51","0","0","2018-06-05 20:51:00"
"13236","5","23","63","17.03","0","0","2018-06-05 20:52:00"
"13237","5","23","63","18.15","0","0","2018-06-05 20:53:00"
"13238","2","24","37","5.79","0","0","2018-06-05 20:54:00"
"13239","5","23","62","18.15","0","0","2018-06-05 20:54:00"
"13240","2","24","37","6.11","0","0","2018-06-05 20:55:00"
"13241","5","23","62","17.83","0","0","2018-06-05 20:55:00"
"13242","5","23","62","17.83","0","0","2018-06-05 20:56:00"
"13243","2","24","37","5.95","0","0","2018-06-05 20:57:00"
"13244","5","23","62","17.83","0","0","2018-06-05 20:57:00"
"13245","2","24","37","5.79","0","0","2018-06-05 20:58:00"
"13246","5","23","62","17.51","0","0","2018-06-05 20:58:00"
"13247","2","24","37","6.11","0","0","2018-06-05 20:59:00"
"13248","5","23","62","17.51","0","0","2018-06-05 21:00:00"
"13249","2","24","37","5.95","0","0","2018-06-05 21:01:00"
"13250","5","23","62","17.67","0","0","2018-06-05 21:01:00"
"13251","2","24","37","6.11","0","0","2018-06-05 21:02:00"
"13252","5","23","62","17.83","0","0","2018-06-05 21:02:00"
"13253","2","24","37","5.95","0","0","2018-06-05 21:03:00"
"13254","5","23","62","17.83","0","0","2018-06-05 21:03:00"
"13255","2","24","37","6.11","0","0","2018-06-05 21:04:00"
"13256","5","23","62","17.51","0","0","2018-06-05 21:04:00"
"13257","2","24","37","5.95","0","0","2018-06-05 21:07:00"
"13258","5","23","62","18.15","0","0","2018-06-05 21:07:00"
"13259","2","24","36","5.95","0","0","2018-06-05 21:08:00"
"13260","5","23","62","17.83","0","0","2018-06-05 21:08:00"
"13261","2","24","36","5.95","0","0","2018-06-05 21:09:00"
"13262","5","23","62","18.15","0","0","2018-06-05 21:09:00"
"13263","2","24","37","5.95","0","0","2018-06-05 21:10:00"
"13264","5","23","62","17.99","0","0","2018-06-05 21:10:00"
"13265","2","24","36","5.95","0","0","2018-06-05 21:11:00"
"13266","5","23","62","18.15","0","0","2018-06-05 21:11:00"
"13267","2","24","37","6.27","0","0","2018-06-05 21:12:00"
"13268","5","24","62","17.83","0","0","2018-06-05 21:12:00"
"13269","2","24","37","5.63","0","0","2018-06-05 21:13:00"
"13270","5","24","62","18.15","0","0","2018-06-05 21:13:00"
"13271","2","24","36","5.47","0","0","2018-06-05 21:17:00"
"13272","5","24","60","17.99","0","0","2018-06-05 21:17:00"
"13273","2","24","36","5.79","0","0","2018-06-05 21:18:00"
"13274","5","24","60","16.06","0","0","2018-06-05 21:18:00"
"13275","5","24","60","18.95","0","0","2018-06-05 21:19:00"
"13276","2","24","36","5.47","0","0","2018-06-05 21:20:00"
"13277","5","24","59","18.95","0","0","2018-06-05 21:20:00"
"13278","2","24","35","5.47","0","0","2018-06-05 21:21:00"
"13279","5","24","59","19.27","0","0","2018-06-05 21:21:00"
"13280","2","24","35","5.95","0","0","2018-06-05 21:22:00"
"13281","5","24","59","18.47","0","0","2018-06-05 21:22:00"
"13282","2","24","35","5.63","0","0","2018-06-05 21:23:00"
"13283","5","24","58","19.76","0","0","2018-06-05 21:23:00"
"13284","2","24","35","5.63","0","0","2018-06-05 21:24:00"
"13285","5","24","58","19.76","0","0","2018-06-05 21:24:00"
"13286","2","24","35","5.63","0","0","2018-06-05 21:25:00"
"13287","5","24","58","19.27","0","0","2018-06-05 21:25:00"
"13288","2","24","35","5.79","0","0","2018-06-05 21:26:00"
"13289","5","24","57","18.47","0","0","2018-06-05 21:26:00"
"13290","2","24","35","5.63","0","0","2018-06-05 21:27:00"
"13291","5","24","57","19.6","0","0","2018-06-05 21:27:00"
"13292","2","24","36","5.47","0","0","2018-06-05 21:28:00"
"13293","5","24","57","16.71","0","0","2018-06-05 21:28:00"
"13294","5","24","57","18.79","0","0","2018-06-05 21:30:00"
"13295","2","24","36","5.63","0","0","2018-06-05 21:31:00"
"13296","5","24","58","19.11","0","0","2018-06-05 21:31:00"
"13297","5","24","58","18.63","0","0","2018-06-05 21:32:00"
"13298","5","24","58","18.79","0","0","2018-06-05 21:33:00"
"13299","2","24","36","5.63","0","0","2018-06-05 21:34:00"
"13300","5","24","59","19.76","0","0","2018-06-05 21:34:00"
"13301","2","24","36","5.79","0","0","2018-06-05 21:35:00"
"13302","5","24","59","19.92","0","0","2018-06-05 21:35:00"
"13303","2","24","36","6.11","0","0","2018-06-05 21:36:00"
"13304","5","24","59","19.27","0","0","2018-06-05 21:36:00"
"13305","2","24","36","6.11","0","0","2018-06-05 21:37:00"
"13306","5","24","59","18.63","0","0","2018-06-05 21:37:00"
"13307","2","24","36","5.95","0","0","2018-06-05 21:38:00"
"13308","5","24","59","18.95","0","0","2018-06-05 21:38:00"
"13309","2","24","36","5.79","0","0","2018-06-05 21:39:00"
"13310","5","24","59","19.6","0","0","2018-06-05 21:39:00"
"13311","2","24","36","5.63","0","0","2018-06-05 21:40:00"
"13312","5","24","59","20.56","0","0","2018-06-05 21:40:00"
"13313","2","24","36","5.63","0","0","2018-06-05 21:41:00"
"13314","5","24","58","20.24","0","0","2018-06-05 21:41:00"
"13315","2","24","36","5.79","0","0","2018-06-05 21:42:00"
"13316","5","24","58","20.56","0","0","2018-06-05 21:42:00"
"13317","2","24","36","5.63","0","0","2018-06-05 21:43:00"
"13318","5","24","58","20.72","0","0","2018-06-05 21:43:00"
"13319","2","24","36","5.79","0","0","2018-06-05 21:44:00"
"13320","5","24","58","20.56","0","0","2018-06-05 21:44:00"
"13321","2","24","35","5.95","0","0","2018-06-05 21:45:00"
"13322","5","24","58","19.92","0","0","2018-06-05 21:45:00"
"13323","2","24","36","6.27","0","0","2018-06-05 21:46:00"
"13324","5","24","58","20.4","0","0","2018-06-05 21:46:00"
"13325","2","24","36","5.95","0","0","2018-06-05 21:47:00"
"13326","5","24","58","20.72","0","0","2018-06-05 21:47:00"
"13327","2","24","36","5.95","0","0","2018-06-05 21:48:00"
"13328","5","24","58","20.88","0","0","2018-06-05 21:48:00"
"13329","2","24","36","6.11","0","0","2018-06-05 21:49:00"
"13330","5","24","58","21.04","0","0","2018-06-05 21:49:00"
"13331","2","24","36","5.95","0","0","2018-06-05 21:50:00"
"13332","5","24","58","20.72","0","0","2018-06-05 21:50:00"
"13333","2","24","36","5.79","0","0","2018-06-05 21:51:00"
"13334","5","24","58","20.88","0","0","2018-06-05 21:51:00"
"13335","2","24","36","5.79","0","0","2018-06-05 21:52:00"
"13336","5","24","58","21.04","0","0","2018-06-05 21:52:00"
"13337","2","24","35","5.79","0","0","2018-06-05 21:53:00"
"13338","5","24","57","21.2","0","0","2018-06-05 21:53:00"
"13339","2","24","35","5.79","0","0","2018-06-05 21:54:00"
"13340","5","24","57","21.2","0","0","2018-06-05 21:54:00"
"13341","2","24","35","5.79","0","0","2018-06-05 21:55:00"
"13342","5","24","57","20.72","0","0","2018-06-05 21:55:00"
"13343","2","24","35","5.63","0","0","2018-06-05 21:56:00"
"13344","5","24","57","20.88","0","0","2018-06-05 21:56:00"
"13345","2","24","35","5.79","0","0","2018-06-05 21:57:00"
"13346","5","24","57","21.36","0","0","2018-06-05 21:57:00"
"13347","2","24","35","5.95","0","0","2018-06-05 21:58:00"
"13348","5","24","57","21.52","0","0","2018-06-05 21:58:00"
"13349","2","24","35","5.63","0","0","2018-06-05 21:59:00"
"13350","5","24","58","21.52","0","0","2018-06-05 21:59:00"
"13351","2","24","35","5.79","0","0","2018-06-05 22:00:00"
"13352","5","24","58","21.68","0","0","2018-06-05 22:00:00"
"13353","2","24","36","5.95","0","0","2018-06-05 22:01:00"
"13354","5","24","58","21.68","0","0","2018-06-05 22:01:00"
"13355","2","24","36","5.79","0","0","2018-06-05 22:04:00"
"13356","2","24","36","5.63","0","0","2018-06-05 22:05:00"
"13357","5","24","59","21.68","0","0","2018-06-05 22:05:00"
"13358","2","24","36","5.63","0","0","2018-06-05 22:06:00"
"13359","5","24","59","21.68","0","0","2018-06-05 22:06:00"
"13360","2","24","36","5.79","0","0","2018-06-05 22:07:00"
"13361","5","24","59","21.2","0","0","2018-06-05 22:07:00"
"13362","2","24","36","5.79","0","0","2018-06-05 22:08:00"
"13363","5","23","59","21.84","0","0","2018-06-05 22:08:00"
"13364","2","24","36","5.79","0","0","2018-06-05 22:11:00"
"13365","5","23","59","20.56","0","0","2018-06-05 22:11:00"
"13366","2","24","36","5.79","0","0","2018-06-05 22:12:00"
"13367","5","23","59","20.72","0","0","2018-06-05 22:12:00"
"13368","2","24","36","5.95","0","0","2018-06-05 22:13:00"
"13369","5","23","59","19.92","0","0","2018-06-05 22:13:00"
"13370","5","23","58","19.92","0","0","2018-06-05 22:14:00"
"13371","2","24","35","5.95","0","0","2018-06-05 22:15:00"
"13372","5","23","58","19.76","0","0","2018-06-05 22:15:00"
"13373","2","24","35","5.95","0","0","2018-06-05 22:16:00"
"13374","5","23","58","20.88","0","0","2018-06-05 22:16:00"
"13375","2","24","36","5.95","0","0","2018-06-05 22:17:00"
"13376","5","23","58","21.68","0","0","2018-06-05 22:17:00"
"13377","2","24","36","5.95","0","0","2018-06-05 22:18:00"
"13378","5","23","59","21.52","0","0","2018-06-05 22:18:00"
"13379","2","24","36","5.95","0","0","2018-06-05 22:19:00"
"13380","5","23","59","21.52","0","0","2018-06-05 22:19:00"
"13381","2","24","36","5.95","0","0","2018-06-05 22:20:00"
"13382","5","23","59","17.03","0","0","2018-06-05 22:20:00"
"13383","2","24","36","5.79","0","0","2018-06-05 22:21:00"
"13384","5","23","59","17.03","0","0","2018-06-05 22:21:00"
"13385","2","24","36","6.11","0","0","2018-06-05 22:22:00"
"13386","5","23","59","15.74","0","0","2018-06-05 22:22:00"
"13387","2","24","36","5.79","0","0","2018-06-05 22:23:00"
"13388","5","23","59","16.39","0","0","2018-06-05 22:23:00"
"13389","2","24","36","6.11","0","0","2018-06-05 22:24:00"
"13390","5","23","59","22.16","0","0","2018-06-05 22:24:00"
"13391","2","24","36","5.95","0","0","2018-06-05 22:25:00"
"13392","5","23","59","22","0","0","2018-06-05 22:25:00"
"13393","2","23","36","5.95","0","0","2018-06-05 22:26:00"
"13394","5","23","59","21.84","0","0","2018-06-05 22:26:00"
"13395","2","23","36","5.95","0","0","2018-06-05 22:27:00"
"13396","5","23","59","22","0","0","2018-06-05 22:27:00"
"13397","2","23","36","5.95","0","0","2018-06-05 22:28:00"
"13398","5","23","60","22.16","0","0","2018-06-05 22:28:00"
"13399","2","23","36","5.95","0","0","2018-06-05 22:29:00"
"13400","5","23","60","22.16","0","0","2018-06-05 22:29:00"
"13401","2","23","36","5.79","0","0","2018-06-05 22:30:00"
"13402","5","23","60","21.84","0","0","2018-06-05 22:30:00"
"13403","2","23","36","6.11","0","0","2018-06-05 22:31:00"
"13404","5","23","60","21.68","0","0","2018-06-05 22:31:00"
"13405","2","23","37","6.11","0","0","2018-06-05 22:32:00"
"13406","5","23","60","21.04","0","0","2018-06-05 22:32:00"
"13407","2","23","37","6.43","0","0","2018-06-05 22:33:00"
"13408","5","23","60","21.2","0","0","2018-06-05 22:33:00"
"13409","2","23","37","6.27","0","0","2018-06-05 22:34:00"
"13410","5","23","60","20.72","0","0","2018-06-05 22:34:00"
"13411","2","23","37","6.27","0","0","2018-06-05 22:35:00"
"13412","5","22","61","20.88","0","0","2018-06-05 22:35:00"
"13413","2","23","37","6.27","0","0","2018-06-05 22:36:00"
"13414","5","22","61","21.04","0","0","2018-06-05 22:36:00"
"13415","2","23","37","6.43","0","0","2018-06-05 22:37:00"
"13416","5","22","62","21.52","0","0","2018-06-05 22:37:00"
"13417","2","23","37","6.43","0","0","2018-06-05 22:38:00"
"13418","5","22","62","21.68","0","0","2018-06-05 22:38:00"
"13419","2","23","37","6.27","0","0","2018-06-05 22:39:00"
"13420","5","22","62","21.52","0","0","2018-06-05 22:39:00"
"13421","2","23","37","6.43","0","0","2018-06-05 22:40:00"
"13422","5","22","62","15.42","0","0","2018-06-05 22:40:00"
"13423","2","23","37","6.76","0","0","2018-06-05 22:41:00"
"13424","5","22","62","15.26","0","0","2018-06-05 22:41:00"
"13425","2","23","36","6.27","0","0","2018-06-05 22:42:00"
"13426","2","23","36","6.11","0","0","2018-06-05 22:43:00"
"13427","5","22","62","15.1","0","0","2018-06-05 22:43:00"
"13428","2","23","36","6.11","0","0","2018-06-05 22:44:00"
"13429","2","23","37","6.11","0","0","2018-06-05 22:45:00"
"13430","5","22","63","16.06","0","0","2018-06-05 22:45:00"
"13431","2","23","37","6.11","0","0","2018-06-05 22:46:00"
"13432","5","22","63","15.74","0","0","2018-06-05 22:46:00"
"13433","2","23","37","6.11","0","0","2018-06-05 22:47:00"
"13434","5","22","63","16.06","0","0","2018-06-05 22:47:00"
"13435","2","23","37","5.95","0","0","2018-06-05 22:48:00"
"13436","5","22","63","15.9","0","0","2018-06-05 22:48:00"
"13437","2","23","37","6.59","0","0","2018-06-05 22:49:00"
"13438","5","22","63","15.9","0","0","2018-06-05 22:49:00"
"13439","2","23","37","6.43","0","0","2018-06-05 22:51:00"
"13440","5","22","64","15.74","0","0","2018-06-05 22:51:00"
"13441","2","23","37","6.27","0","0","2018-06-05 22:52:00"
"13442","5","22","64","15.74","0","0","2018-06-05 22:52:00"
"13443","2","23","37","6.11","0","0","2018-06-05 22:53:00"
"13444","5","22","65","15.9","0","0","2018-06-05 22:53:00"
"13445","2","23","37","6.27","0","0","2018-06-05 22:54:00"
"13446","5","22","65","15.74","0","0","2018-06-05 22:54:00"
"13447","2","22","38","6.27","0","0","2018-06-05 22:55:00"
"13448","5","22","65","15.74","0","0","2018-06-05 22:55:00"
"13449","2","22","38","6.27","0","0","2018-06-05 22:56:00"
"13450","5","22","65","15.9","0","0","2018-06-05 22:56:00"
"13451","2","23","37","5.95","0","0","2018-06-05 22:57:00"
"13452","5","22","65","15.9","0","0","2018-06-05 22:57:00"
"13453","2","22","38","5.95","0","0","2018-06-05 22:58:00"
"13454","5","22","65","15.9","0","0","2018-06-05 22:58:00"
"13455","2","23","37","5.79","0","0","2018-06-05 22:59:00"
"13456","5","22","65","15.9","0","0","2018-06-05 22:59:00"
"13457","2","23","37","6.27","0","0","2018-06-05 23:00:00"
"13458","5","22","65","15.9","0","0","2018-06-05 23:00:00"
"13459","2","23","37","6.11","0","0","2018-06-05 23:01:00"
"13460","5","22","65","15.9","0","0","2018-06-05 23:01:00"
"13461","2","22","38","5.95","0","0","2018-06-05 23:02:00"
"13462","5","22","65","15.9","0","0","2018-06-05 23:02:00"
"13463","2","22","38","5.95","0","0","2018-06-05 23:03:00"
"13464","5","22","65","15.74","0","0","2018-06-05 23:03:00"
"13465","2","23","37","5.63","0","0","2018-06-05 23:04:00"
"13466","5","22","65","15.74","0","0","2018-06-05 23:04:00"
"13467","2","22","38","5.95","0","0","2018-06-05 23:05:00"
"13468","5","22","65","15.74","0","0","2018-06-05 23:05:00"
"13469","2","22","38","6.11","0","0","2018-06-05 23:06:00"
"13470","5","22","65","15.74","0","0","2018-06-05 23:06:00"
"13471","2","22","38","6.11","0","0","2018-06-05 23:07:00"
"13472","5","22","65","15.74","0","0","2018-06-05 23:07:00"
"13473","2","22","38","5.95","0","0","2018-06-05 23:08:00"
"13474","5","22","66","15.9","0","0","2018-06-05 23:08:00"
"13475","2","22","38","5.95","0","0","2018-06-05 23:09:00"
"13476","5","22","66","15.74","0","0","2018-06-05 23:09:00"
"13477","2","22","38","6.27","0","0","2018-06-05 23:10:00"
"13478","5","22","65","15.9","0","0","2018-06-05 23:10:00"
"13479","2","22","38","6.27","0","0","2018-06-05 23:11:00"
"13480","5","22","65","15.9","0","0","2018-06-05 23:11:00"
"13481","2","22","38","6.11","0","0","2018-06-05 23:12:00"
"13482","5","22","65","15.9","0","0","2018-06-05 23:12:00"
"13483","2","23","37","5.79","0","0","2018-06-05 23:13:00"
"13484","5","22","65","15.9","0","0","2018-06-05 23:13:00"
"13485","2","23","37","5.63","0","0","2018-06-05 23:14:00"
"13486","5","22","64","15.9","0","0","2018-06-05 23:14:00"
"13487","2","23","37","6.11","0","0","2018-06-05 23:15:00"
"13488","5","22","65","15.9","0","0","2018-06-05 23:15:00"
"13489","2","22","38","6.11","0","0","2018-06-05 23:16:00"
"13490","5","22","64","15.9","0","0","2018-06-05 23:16:00"
"13491","2","23","37","6.27","0","0","2018-06-05 23:17:00"
"13492","5","22","64","16.06","0","0","2018-06-05 23:17:00"
"13493","2","23","37","6.11","0","0","2018-06-05 23:18:00"
"13494","5","22","64","15.9","0","0","2018-06-05 23:18:00"
"13495","2","23","37","5.95","0","0","2018-06-05 23:19:00"
"13496","5","22","64","16.06","0","0","2018-06-05 23:19:00"
"13497","2","23","37","5.95","0","0","2018-06-05 23:20:00"
"13498","5","22","64","15.9","0","0","2018-06-05 23:20:00"
"13499","2","23","36","6.11","0","0","2018-06-05 23:21:00"
"13500","5","22","64","15.9","0","0","2018-06-05 23:21:00"
"13501","2","23","37","6.27","0","0","2018-06-05 23:22:00"
"13502","5","22","64","15.9","0","0","2018-06-05 23:22:00"
"13503","2","23","37","6.43","0","0","2018-06-05 23:23:00"
"13504","5","22","64","15.9","0","0","2018-06-05 23:23:00"
"13505","2","22","38","6.59","0","0","2018-06-05 23:24:00"
"13506","5","22","65","15.9","0","0","2018-06-05 23:24:00"
"13507","2","22","38","5.95","0","0","2018-06-05 23:25:00"
"13508","5","22","65","15.9","0","0","2018-06-05 23:25:00"
"13509","2","22","38","6.27","0","0","2018-06-05 23:26:00"
"13510","5","22","65","16.06","0","0","2018-06-05 23:26:00"
"13511","2","23","37","6.11","0","0","2018-06-05 23:27:00"
"13512","5","22","65","15.9","0","0","2018-06-05 23:27:00"
"13513","2","23","37","5.95","0","0","2018-06-05 23:28:00"
"13514","5","22","65","15.9","0","0","2018-06-05 23:28:00"
"13515","2","23","37","6.11","0","0","2018-06-05 23:29:00"
"13516","5","22","65","15.9","0","0","2018-06-05 23:29:00"
"13517","2","23","36","6.11","0","0","2018-06-05 23:30:00"
"13518","5","22","65","15.9","0","0","2018-06-05 23:30:00"
"13519","2","23","37","5.95","0","0","2018-06-05 23:31:00"
"13520","5","22","64","15.9","0","0","2018-06-05 23:31:00"
"13521","2","23","36","6.11","0","0","2018-06-05 23:32:00"
"13522","5","22","64","15.9","0","0","2018-06-05 23:32:00"
"13523","2","23","36","6.11","0","0","2018-06-05 23:33:00"
"13524","5","22","64","15.9","0","0","2018-06-05 23:33:00"
"13525","2","23","36","6.11","0","0","2018-06-05 23:34:00"
"13526","5","22","64","15.9","0","0","2018-06-05 23:34:00"
"13527","2","23","36","5.95","0","0","2018-06-05 23:35:00"
"13528","5","22","64","16.06","0","0","2018-06-05 23:35:00"
"13529","2","23","36","6.11","0","0","2018-06-05 23:36:00"
"13530","5","22","63","16.22","0","0","2018-06-05 23:36:00"
"13531","2","23","36","6.11","0","0","2018-06-05 23:37:00"
"13532","5","22","63","16.06","0","0","2018-06-05 23:37:00"
"13533","2","23","36","5.95","0","0","2018-06-05 23:38:00"
"13534","2","23","36","6.11","0","0","2018-06-05 23:39:00"
"13535","5","22","63","15.9","0","0","2018-06-05 23:39:00"
"13536","2","23","36","6.11","0","0","2018-06-05 23:40:00"
"13537","5","22","63","15.74","0","0","2018-06-05 23:40:00"
"13538","2","23","36","6.27","0","0","2018-06-05 23:41:00"
