"IDMEDIDA","NODO","TEMPERATURA","HUMEDAD RELATIVA","HUMEDAD DE LA TIERRA","NIVEL UV","INTENSIDAD LUMÍNICA","TIME"
"7171","2","28","34","72.88","0","0","2018-05-24 17:24:00"
"7172","5","26","40","16.87","0","0","2018-05-24 17:25:00"
"7173","2","28","34","72.88","0","0","2018-05-24 17:25:00"
"7174","5","26","41","16.87","0","0","2018-05-24 17:26:00"
"7175","2","28","34","72.88","0","0","2018-05-24 17:26:00"
"7176","5","26","41","16.87","0","0","2018-05-24 17:27:00"
"7177","2","28","34","72.88","0","0","2018-05-24 17:27:00"
"7178","5","26","41","16.87","0","0","2018-05-24 17:28:00"
"7179","2","28","34","72.88","0","0","2018-05-24 17:28:00"
"7180","5","26","41","17.19","0","0","2018-05-24 17:29:00"
"7181","2","28","35","72.72","0","0","2018-05-24 17:29:00"
"7182","5","26","42","17.03","0","0","2018-05-24 17:30:00"
"7183","2","28","35","72.88","0","0","2018-05-24 17:30:00"
"7184","5","26","42","17.03","0","0","2018-05-24 17:31:00"
"7185","2","28","35","72.72","0","0","2018-05-24 17:31:00"
"7186","5","26","42","17.03","0","0","2018-05-24 17:32:00"
"7187","2","28","35","72.72","0","0","2018-05-24 17:32:00"
"7188","5","26","43","17.35","0","0","2018-05-24 17:33:00"
"7189","2","28","35","72.72","0","0","2018-05-24 17:33:00"
"7190","5","26","44","17.51","0","0","2018-05-24 17:34:00"
"7191","2","28","35","72.72","0","0","2018-05-24 17:34:00"
"7192","5","26","44","17.35","0","0","2018-05-24 17:35:00"
"7193","2","28","35","72.88","0","0","2018-05-24 17:35:00"
"7194","5","26","44","17.51","0","0","2018-05-24 17:36:00"
"7195","2","28","35","72.72","0","0","2018-05-24 17:36:00"
"7196","5","26","44","17.19","0","0","2018-05-24 17:37:00"
"7197","2","28","35","72.72","0","0","2018-05-24 17:37:00"
"7198","5","26","45","17.19","0","0","2018-05-24 17:38:00"
"7199","2","28","35","72.72","0","0","2018-05-24 17:38:00"
"7200","5","25","45","17.19","0","0","2018-05-24 17:39:00"
"7201","2","28","35","72.72","0","0","2018-05-24 17:39:00"
"7202","5","25","45","17.03","0","0","2018-05-24 17:40:00"
"7203","2","28","35","72.72","0","0","2018-05-24 17:40:00"
"7204","5","25","45","17.03","0","0","2018-05-24 17:41:00"
"7205","2","28","35","72.72","0","0","2018-05-24 17:41:00"
"7206","5","25","45","16.87","0","0","2018-05-24 17:42:00"
"7207","2","28","35","72.72","0","0","2018-05-24 17:42:00"
"7208","5","25","45","16.87","0","0","2018-05-24 17:43:00"
"7209","2","28","35","72.56","0","0","2018-05-24 17:43:00"
"7210","5","25","45","16.87","0","0","2018-05-24 17:44:00"
"7211","2","28","35","72.56","0","0","2018-05-24 17:44:00"
"7212","5","25","45","16.87","0","0","2018-05-24 17:45:00"
"7213","2","28","36","72.56","0","0","2018-05-24 17:45:00"
"7214","5","25","46","16.71","0","0","2018-05-24 17:46:00"
"7215","2","28","35","72.56","0","0","2018-05-24 17:46:00"
"7216","5","25","46","16.87","0","0","2018-05-24 17:47:00"
"7217","2","27","35","72.56","0","0","2018-05-24 17:47:00"
"7218","5","25","46","16.87","0","0","2018-05-24 17:48:00"
"7219","2","27","35","72.56","0","0","2018-05-24 17:48:00"
"7220","5","25","46","16.87","0","0","2018-05-24 17:49:00"
"7221","2","27","36","72.56","0","0","2018-05-24 17:49:00"
"7222","5","25","47","16.87","0","0","2018-05-24 17:50:00"
"7223","2","27","36","72.56","0","0","2018-05-24 17:50:00"
"7224","5","25","46","17.19","0","0","2018-05-24 17:51:00"
"7225","2","27","36","72.56","0","0","2018-05-24 17:51:00"
"7226","5","25","46","16.71","0","0","2018-05-24 17:52:00"
"7227","2","27","36","72.56","0","0","2018-05-24 17:52:00"
"7228","5","25","46","16.87","0","0","2018-05-24 17:53:00"
"7229","2","27","36","72.56","0","0","2018-05-24 17:53:00"
"7230","5","25","47","16.87","0","0","2018-05-24 17:54:00"
"7231","2","27","37","72.56","0","0","2018-05-24 17:54:00"
"7232","5","25","47","16.87","0","0","2018-05-24 17:55:00"
"7233","2","27","37","72.56","0","0","2018-05-24 17:55:00"
"7234","5","25","47","16.87","0","0","2018-05-24 17:56:00"
"7235","2","27","37","72.56","0","0","2018-05-24 17:56:00"
"7236","5","25","48","16.87","0","0","2018-05-24 17:57:00"
"7237","2","27","38","72.4","0","0","2018-05-24 17:57:00"
"7238","5","25","48","16.87","0","0","2018-05-24 17:58:00"
"7239","2","27","38","72.4","0","0","2018-05-24 17:58:00"
"7240","5","25","48","17.19","0","0","2018-05-24 17:59:00"
"7241","2","27","38","72.4","0","0","2018-05-24 17:59:00"
"7242","5","25","49","17.03","0","0","2018-05-24 18:00:00"
"7243","2","27","38","72.4","0","0","2018-05-24 18:00:00"
"7244","5","25","49","17.03","0","0","2018-05-24 18:01:00"
"7245","2","27","38","72.4","0","0","2018-05-24 18:01:00"
"7246","5","25","50","17.03","0","0","2018-05-24 18:02:00"
"7247","2","27","38","72.4","0","0","2018-05-24 18:02:00"
"7248","5","25","51","17.03","0","0","2018-05-24 18:03:00"
"7249","2","27","38","72.4","0","0","2018-05-24 18:03:00"
"7250","5","25","51","17.03","0","0","2018-05-24 18:04:00"
"7251","2","27","38","72.4","0","0","2018-05-24 18:04:00"
"7252","5","24","53","17.35","0","0","2018-05-24 18:05:00"
"7253","2","27","38","72.4","0","0","2018-05-24 18:05:00"
"7254","5","24","54","17.03","0","0","2018-05-24 18:06:00"
"7255","2","27","38","72.4","0","0","2018-05-24 18:06:00"
"7256","5","24","55","17.19","0","0","2018-05-24 18:07:00"
"7257","2","27","39","72.4","0","0","2018-05-24 18:07:00"
"7258","5","24","55","17.03","0","0","2018-05-24 18:08:00"
"7259","2","27","39","72.4","0","0","2018-05-24 18:08:00"
"7260","5","24","55","17.19","0","0","2018-05-24 18:09:00"
"7261","2","27","39","72.4","0","0","2018-05-24 18:09:00"
"7262","5","24","55","17.03","0","0","2018-05-24 18:10:00"
"7263","2","27","40","72.4","0","0","2018-05-24 18:10:00"
"7264","5","24","55","17.19","0","0","2018-05-24 18:11:00"
"7265","2","27","40","72.24","0","0","2018-05-24 18:11:00"
"7266","5","24","56","17.03","0","0","2018-05-24 18:12:00"
"7267","2","27","40","72.24","0","0","2018-05-24 18:12:00"
"7268","5","24","56","17.03","0","0","2018-05-24 18:13:00"
"7269","2","27","41","72.24","0","0","2018-05-24 18:13:00"
"7270","5","24","56","17.35","0","0","2018-05-24 18:14:00"
"7271","2","27","41","72.24","0","0","2018-05-24 18:14:00"
"7272","5","24","56","17.19","0","0","2018-05-24 18:15:00"
"7273","2","27","41","72.24","0","0","2018-05-24 18:15:00"
"7274","5","24","57","17.19","0","0","2018-05-24 18:16:00"
"7275","2","27","41","72.24","0","0","2018-05-24 18:16:00"
"7276","5","24","57","19.76","0","0","2018-05-24 18:17:00"
"7277","2","27","41","72.24","0","0","2018-05-24 18:17:00"
"7278","5","24","57","19.92","0","0","2018-05-24 18:18:00"
"7279","2","27","41","72.24","0","0","2018-05-24 18:18:00"
"7280","5","24","57","18.95","0","0","2018-05-24 18:19:00"
"7281","2","27","42","72.24","0","0","2018-05-24 18:19:00"
"7282","5","24","58","18.63","0","0","2018-05-24 18:20:00"
"7283","2","27","41","72.24","0","0","2018-05-24 18:20:00"
"7284","5","24","58","18.47","0","0","2018-05-24 18:21:00"
"7285","2","27","42","72.24","0","0","2018-05-24 18:21:00"
"7286","5","24","58","18.31","0","0","2018-05-24 18:22:00"
"7287","2","26","43","72.24","0","0","2018-05-24 18:22:00"
"7288","5","24","58","18.31","0","0","2018-05-24 18:23:00"
"7289","2","26","44","72.24","0","0","2018-05-24 18:23:00"
"7290","5","24","58","18.31","0","0","2018-05-24 18:24:00"
"7291","2","26","44","72.24","0","0","2018-05-24 18:24:00"
"7292","5","24","59","18.15","0","0","2018-05-24 18:25:00"
"7293","2","26","44","72.24","0","0","2018-05-24 18:25:00"
"7294","5","24","59","18.31","0","0","2018-05-24 18:26:00"
"7295","2","26","43","72.24","0","0","2018-05-24 18:26:00"
"7296","5","24","59","18.15","0","0","2018-05-24 18:27:00"
"7297","2","26","43","72.24","0","0","2018-05-24 18:27:00"
"7298","5","24","59","18.15","0","0","2018-05-24 18:28:00"
"7299","2","26","43","72.24","0","0","2018-05-24 18:28:00"
"7300","5","24","59","17.99","0","0","2018-05-24 18:29:00"
"7301","2","26","43","72.24","0","0","2018-05-24 18:29:00"
"7302","5","24","60","17.99","0","0","2018-05-24 18:30:00"
"7303","2","26","43","72.24","0","0","2018-05-24 18:30:00"
"7304","5","24","60","17.99","0","0","2018-05-24 18:31:00"
"7305","2","27","42","72.08","0","0","2018-05-24 18:31:00"
"7306","5","24","59","17.99","0","0","2018-05-24 18:32:00"
"7307","2","27","42","72.08","0","0","2018-05-24 18:32:00"
"7308","5","24","59","18.15","0","0","2018-05-24 18:33:00"
"7309","2","27","42","72.08","0","0","2018-05-24 18:33:00"
"7310","5","24","59","17.99","0","0","2018-05-24 18:34:00"
"7311","2","27","42","72.08","0","0","2018-05-24 18:34:00"
"7312","5","24","59","18.15","0","0","2018-05-24 18:35:00"
"7313","2","27","42","72.08","0","0","2018-05-24 18:35:00"
"7314","5","24","59","18.47","0","0","2018-05-24 18:36:00"
"7315","2","26","44","72.08","0","0","2018-05-24 18:36:00"
"7316","5","24","59","18.31","0","0","2018-05-24 18:37:00"
"7317","2","26","44","72.08","0","0","2018-05-24 18:37:00"
"7318","5","24","59","18.15","0","0","2018-05-24 18:38:00"
"7319","2","26","43","72.08","0","0","2018-05-24 18:38:00"
"7320","5","24","58","18.15","0","0","2018-05-24 18:39:00"
"7321","2","26","44","72.08","0","0","2018-05-24 18:39:00"
"7322","5","24","59","18.15","0","0","2018-05-24 18:40:00"
"7323","2","26","44","72.08","0","0","2018-05-24 18:40:00"
"7324","5","24","59","18.15","0","0","2018-05-24 18:41:00"
"7325","2","26","44","72.24","0","0","2018-05-24 18:41:00"
"7326","5","24","59","17.99","0","0","2018-05-24 18:42:00"
"7327","2","26","44","72.08","0","0","2018-05-24 18:42:00"
"7328","5","24","59","18.15","0","0","2018-05-24 18:43:00"
"7329","2","27","43","72.08","0","0","2018-05-24 18:43:00"
"7330","5","24","60","18.15","0","0","2018-05-24 18:44:00"
"7331","2","27","43","72.08","0","0","2018-05-24 18:44:00"
"7332","5","24","60","18.47","0","0","2018-05-24 18:45:00"
"7333","2","26","44","72.08","0","0","2018-05-24 18:45:00"
"7334","5","24","60","17.99","0","0","2018-05-24 18:46:00"
"7335","2","26","44","72.08","0","0","2018-05-24 18:46:00"
"7336","5","24","59","17.99","0","0","2018-05-24 18:47:00"
"7337","2","26","44","72.08","0","0","2018-05-24 18:47:00"
"7338","5","24","59","17.99","0","0","2018-05-24 18:48:00"
"7339","2","26","44","72.08","0","0","2018-05-24 18:48:00"
"7340","5","24","59","17.99","0","0","2018-05-24 18:49:00"
"7341","2","26","44","72.08","0","0","2018-05-24 18:49:00"
"7342","5","24","60","17.83","0","0","2018-05-24 18:50:00"
"7343","2","26","44","72.08","0","0","2018-05-24 18:50:00"
"7344","5","24","60","18.15","0","0","2018-05-24 18:51:00"
"7345","2","26","44","72.08","0","0","2018-05-24 18:51:00"
"7346","5","24","60","18.15","0","0","2018-05-24 18:52:00"
"7347","2","26","44","72.08","0","0","2018-05-24 18:52:00"
"7348","5","24","60","17.67","0","0","2018-05-24 18:53:00"
"7349","2","26","44","72.08","0","0","2018-05-24 18:53:00"
"7350","5","24","60","17.83","0","0","2018-05-24 18:54:00"
"7351","2","26","44","72.08","0","0","2018-05-24 18:54:00"
"7352","5","24","60","17.83","0","0","2018-05-24 18:55:00"
"7353","2","26","44","72.08","0","0","2018-05-24 18:55:00"
"7354","5","24","60","18.47","0","0","2018-05-24 18:56:00"
"7355","2","26","44","72.08","0","0","2018-05-24 18:56:00"
"7356","5","24","60","18.15","0","0","2018-05-24 18:57:00"
"7357","2","26","44","72.08","0","0","2018-05-24 18:57:00"
"7358","5","24","60","18.15","0","0","2018-05-24 18:58:00"
"7359","2","26","44","72.08","0","0","2018-05-24 18:58:00"
"7360","5","24","60","17.99","0","0","2018-05-24 18:59:00"
"7361","2","26","44","72.08","0","0","2018-05-24 18:59:00"
"7362","5","24","61","17.99","0","0","2018-05-24 19:00:00"
"7363","2","26","44","72.08","0","0","2018-05-24 19:00:00"
"7364","5","24","61","18.63","0","0","2018-05-24 19:01:00"
"7365","2","26","44","72.08","0","0","2018-05-24 19:01:00"
"7366","5","24","61","17.99","0","0","2018-05-24 19:02:00"
"7367","2","26","44","72.08","0","0","2018-05-24 19:02:00"
"7368","5","24","61","18.15","0","0","2018-05-24 19:03:00"
"7369","2","26","44","72.08","0","0","2018-05-24 19:03:00"
"7370","5","24","61","17.99","0","0","2018-05-24 19:04:00"
"7371","2","26","44","72.08","0","0","2018-05-24 19:04:00"
"7372","5","24","61","17.99","0","0","2018-05-24 19:05:00"
"7373","2","26","44","71.92","0","0","2018-05-24 19:05:00"
"7374","5","24","61","17.83","0","0","2018-05-24 19:06:00"
"7375","2","26","44","72.08","0","0","2018-05-24 19:06:00"
"7376","5","24","61","17.67","0","0","2018-05-24 19:07:00"
"7377","2","26","44","71.92","0","0","2018-05-24 19:07:00"
"7378","5","24","61","18.31","0","0","2018-05-24 19:08:00"
"7379","2","26","44","71.92","0","0","2018-05-24 19:08:00"
"7380","5","24","61","18.15","0","0","2018-05-24 19:09:00"
"7381","2","26","45","71.92","0","0","2018-05-24 19:09:00"
"7382","5","24","61","17.99","0","0","2018-05-24 19:10:00"
"7383","2","26","45","71.92","0","0","2018-05-24 19:10:00"
"7384","5","24","61","17.99","0","0","2018-05-24 19:11:00"
"7385","2","26","45","71.92","0","0","2018-05-24 19:11:00"
"7386","5","24","61","17.99","0","0","2018-05-24 19:12:00"
"7387","2","26","45","71.92","0","0","2018-05-24 19:12:00"
"7388","5","24","61","18.47","0","0","2018-05-24 19:13:00"
"7389","2","26","45","71.92","0","0","2018-05-24 19:13:00"
"7390","5","24","62","18.15","0","0","2018-05-24 19:14:00"
"7391","2","26","45","71.76","0","0","2018-05-24 19:14:00"
"7392","5","24","62","18.31","0","0","2018-05-24 19:15:00"
"7393","2","26","45","71.76","0","0","2018-05-24 19:15:00"
"7394","5","24","62","18.15","0","0","2018-05-24 19:16:00"
"7395","2","26","45","71.92","0","0","2018-05-24 19:16:00"
"7396","5","24","62","17.99","0","0","2018-05-24 19:17:00"
"7397","2","26","45","71.92","0","0","2018-05-24 19:17:00"
"7398","5","24","62","17.99","0","0","2018-05-24 19:18:00"
"7399","2","26","45","71.92","0","0","2018-05-24 19:18:00"
"7400","5","24","62","18.15","0","0","2018-05-24 19:19:00"
"7401","2","26","45","71.92","0","0","2018-05-24 19:19:00"
"7402","5","24","63","18.31","0","0","2018-05-24 19:20:00"
"7403","2","26","45","71.76","0","0","2018-05-24 19:20:00"
"7404","5","24","63","18.31","0","0","2018-05-24 19:21:00"
"7405","2","26","45","71.92","0","0","2018-05-24 19:21:00"
"7406","5","24","63","18.15","0","0","2018-05-24 19:22:00"
"7407","2","26","45","71.76","0","0","2018-05-24 19:22:00"
"7408","5","24","63","18.15","0","0","2018-05-24 19:23:00"
"7409","2","26","45","71.76","0","0","2018-05-24 19:23:00"
"7410","5","24","63","17.99","0","0","2018-05-24 19:24:00"
"7411","2","26","45","71.92","0","0","2018-05-24 19:24:00"
"7412","5","24","63","17.99","0","0","2018-05-24 19:25:00"
"7413","2","26","45","71.92","0","0","2018-05-24 19:25:00"
"7414","5","24","63","17.99","0","0","2018-05-24 19:26:00"
"7415","2","26","45","71.76","0","0","2018-05-24 19:26:00"
"7416","5","24","63","17.99","0","0","2018-05-24 19:27:00"
"7417","2","26","45","71.76","0","0","2018-05-24 19:27:00"
"7418","5","24","62","18.15","0","0","2018-05-24 19:28:00"
"7419","2","26","45","71.76","0","0","2018-05-24 19:28:00"
"7420","5","24","62","17.99","0","0","2018-05-24 19:29:00"
"7421","2","26","45","71.76","0","0","2018-05-24 19:29:00"
"7422","5","24","62","17.99","0","0","2018-05-24 19:30:00"
"7423","2","26","45","71.76","0","0","2018-05-24 19:30:00"
"7424","5","24","62","17.99","0","0","2018-05-24 19:31:00"
"7425","2","26","45","71.76","0","0","2018-05-24 19:31:00"
"7426","5","24","62","17.99","0","0","2018-05-24 19:32:00"
"7427","2","26","45","71.76","0","0","2018-05-24 19:32:00"
"7428","5","24","62","17.67","0","0","2018-05-24 19:33:00"
"7429","2","26","45","71.76","0","0","2018-05-24 19:33:00"
"7430","5","24","62","17.83","0","0","2018-05-24 19:34:00"
"7431","2","26","45","71.76","0","0","2018-05-24 19:34:00"
"7432","5","24","62","17.83","0","0","2018-05-24 19:35:00"
"7433","2","26","45","71.76","0","0","2018-05-24 19:35:00"
"7434","5","24","62","17.83","0","0","2018-05-24 19:36:00"
"7435","2","26","45","71.76","0","0","2018-05-24 19:36:00"
"7436","5","24","62","17.67","0","0","2018-05-24 19:37:00"
"7437","2","26","45","71.76","0","0","2018-05-24 19:37:00"
"7438","5","24","61","17.67","0","0","2018-05-24 19:38:00"
"7439","2","26","45","71.76","0","0","2018-05-24 19:38:00"
"7440","5","24","62","17.83","0","0","2018-05-24 19:39:00"
"7441","2","26","45","71.76","0","0","2018-05-24 19:39:00"
"7442","5","24","62","18.15","0","0","2018-05-24 19:40:00"
"7443","2","26","45","71.76","0","0","2018-05-24 19:40:00"
"7444","5","24","63","17.83","0","0","2018-05-24 19:41:00"
"7445","2","26","45","71.76","0","0","2018-05-24 19:41:00"
"7446","5","24","63","17.83","0","0","2018-05-24 19:42:00"
"7447","2","26","45","71.76","0","0","2018-05-24 19:42:00"
"7448","5","24","63","18.15","0","0","2018-05-24 19:43:00"
"7449","2","26","45","71.76","0","0","2018-05-24 19:43:00"
"7450","5","24","63","18.31","0","0","2018-05-24 19:44:00"
"7451","2","26","45","71.76","0","0","2018-05-24 19:44:00"
"7452","5","24","64","18.15","0","0","2018-05-24 19:45:00"
"7453","2","26","46","71.76","0","0","2018-05-24 19:45:00"
"7454","5","24","64","18.31","0","0","2018-05-24 19:46:00"
"7455","2","26","46","71.76","0","0","2018-05-24 19:46:00"
"7456","5","24","64","18.15","0","0","2018-05-24 19:47:00"
"7457","2","26","46","71.76","0","0","2018-05-24 19:47:00"
"7458","5","24","64","18.31","0","0","2018-05-24 19:48:00"
"7459","2","26","46","71.76","0","0","2018-05-24 19:48:00"
"7460","5","24","64","18.15","0","0","2018-05-24 19:49:00"
"7461","2","26","46","71.76","0","0","2018-05-24 19:49:00"
"7462","5","24","64","18.15","0","0","2018-05-24 19:50:00"
"7463","2","26","46","71.76","0","0","2018-05-24 19:50:00"
"7464","5","24","65","18.15","0","0","2018-05-24 19:51:00"
"7465","2","26","46","71.76","0","0","2018-05-24 19:51:00"
"7466","5","23","65","17.83","0","0","2018-05-24 19:52:00"
"7467","2","26","46","71.76","0","0","2018-05-24 19:52:00"
"7468","5","24","65","18.31","0","0","2018-05-24 19:53:00"
"7469","2","26","46","71.6","0","0","2018-05-24 19:53:00"
"7470","5","23","65","18.31","0","0","2018-05-24 19:54:00"
"7471","2","26","46","71.6","0","0","2018-05-24 19:54:00"
"7472","5","24","65","18.15","0","0","2018-05-24 19:55:00"
"7473","2","26","46","71.76","0","0","2018-05-24 19:55:00"
"7474","5","24","65","18.15","0","0","2018-05-24 19:56:00"
"7475","2","26","46","71.76","0","0","2018-05-24 19:56:00"
"7476","5","24","66","17.99","0","0","2018-05-24 19:57:00"
"7477","2","26","46","71.6","0","0","2018-05-24 19:57:00"
"7478","5","24","66","18.15","0","0","2018-05-24 19:58:00"
"7479","2","26","46","71.76","0","0","2018-05-24 19:58:00"
"7480","5","24","66","18.15","0","0","2018-05-24 19:59:00"
"7481","2","26","46","71.6","0","0","2018-05-24 19:59:00"
"7482","5","24","66","18.15","0","0","2018-05-24 20:00:00"
"7483","2","26","46","71.6","0","0","2018-05-24 20:00:00"
"7484","5","24","66","18.15","0","0","2018-05-24 20:01:00"
"7485","2","25","46","71.6","0","0","2018-05-24 20:01:00"
"7486","5","24","66","18.15","0","0","2018-05-24 20:02:00"
"7487","2","25","46","71.6","0","0","2018-05-24 20:02:00"
"7488","5","24","66","18.15","0","0","2018-05-24 20:03:00"
"7489","2","25","47","71.6","0","0","2018-05-24 20:03:00"
"7490","5","24","66","18.15","0","0","2018-05-24 20:04:00"
"7491","2","25","47","71.6","0","0","2018-05-24 20:04:00"
"7492","5","24","66","18.15","0","0","2018-05-24 20:05:00"
"7493","2","25","46","71.6","0","0","2018-05-24 20:05:00"
"7494","5","24","67","18.15","0","0","2018-05-24 20:06:00"
"7495","2","25","47","71.6","0","0","2018-05-24 20:06:00"
"7496","5","24","67","18.15","0","0","2018-05-24 20:07:00"
"7497","2","25","47","71.6","0","0","2018-05-24 20:07:00"
"7498","5","24","67","18.15","0","0","2018-05-24 20:08:00"
"7499","2","25","47","71.6","0","0","2018-05-24 20:08:00"
"7500","5","24","67","18.31","0","0","2018-05-24 20:09:00"
"7501","2","25","47","71.6","0","0","2018-05-24 20:09:00"
"7502","5","24","67","18.15","0","0","2018-05-24 20:10:00"
"7503","2","25","47","71.6","0","0","2018-05-24 20:10:00"
"7504","5","24","67","18.15","0","0","2018-05-24 20:11:00"
"7505","2","25","47","71.6","0","0","2018-05-24 20:11:00"
"7506","5","24","67","17.99","0","0","2018-05-24 20:12:00"
"7507","2","25","47","71.6","0","0","2018-05-24 20:12:00"
"7508","5","24","67","18.15","0","0","2018-05-24 20:13:00"
"7509","2","25","47","71.6","0","0","2018-05-24 20:13:00"
"7510","5","24","67","17.83","0","0","2018-05-24 20:14:00"
"7511","2","25","47","71.6","0","0","2018-05-24 20:14:00"
"7512","5","24","67","17.83","0","0","2018-05-24 20:15:00"
"7513","2","25","47","71.6","0","0","2018-05-24 20:15:00"
"7514","5","24","67","17.99","0","0","2018-05-24 20:16:00"
"7515","2","25","47","71.6","0","0","2018-05-24 20:16:00"
"7516","5","24","67","17.83","0","0","2018-05-24 20:17:00"
"7517","2","25","47","71.6","0","0","2018-05-24 20:17:00"
"7518","5","23","67","17.83","0","0","2018-05-24 20:18:00"
"7519","2","25","47","71.6","0","0","2018-05-24 20:18:00"
"7520","5","23","67","17.83","0","0","2018-05-24 20:19:00"
"7521","2","25","47","71.6","0","0","2018-05-24 20:19:00"
"7522","5","23","67","17.67","0","0","2018-05-24 20:20:00"
"7523","2","25","47","71.6","0","0","2018-05-24 20:20:00"
"7524","5","23","67","17.67","0","0","2018-05-24 20:21:00"
"7525","2","25","47","71.6","0","0","2018-05-24 20:21:00"
"7526","5","23","67","17.67","0","0","2018-05-24 20:22:00"
"7527","2","25","47","71.6","0","0","2018-05-24 20:22:00"
"7528","5","23","68","17.83","0","0","2018-05-24 20:23:00"
"7529","2","25","47","71.6","0","0","2018-05-24 20:23:00"
"7530","5","23","68","17.83","0","0","2018-05-24 20:24:00"
"7531","2","25","47","71.6","0","0","2018-05-24 20:24:00"
"7532","5","23","68","17.83","0","0","2018-05-24 20:25:00"
"7533","2","25","47","71.6","0","0","2018-05-24 20:25:00"
"7534","5","23","68","18.63","0","0","2018-05-24 20:26:00"
"7535","2","25","47","71.6","0","0","2018-05-24 20:26:00"
"7536","5","23","68","17.99","0","0","2018-05-24 20:27:00"
"7537","2","25","47","71.6","0","0","2018-05-24 20:27:00"
"7538","5","23","68","18.15","0","0","2018-05-24 20:28:00"
"7539","2","25","47","71.6","0","0","2018-05-24 20:28:00"
"7540","5","23","68","17.99","0","0","2018-05-24 20:29:00"
"7541","2","25","47","71.6","0","0","2018-05-24 20:29:00"
"7542","5","23","68","18.15","0","0","2018-05-24 20:30:00"
"7543","2","25","47","71.6","0","0","2018-05-24 20:30:00"
"7544","5","23","68","17.99","0","0","2018-05-24 20:31:00"
"7545","2","25","47","71.6","0","0","2018-05-24 20:31:00"
"7546","5","23","68","17.99","0","0","2018-05-24 20:32:00"
"7547","2","25","47","71.6","0","0","2018-05-24 20:32:00"
"7548","5","24","68","17.99","0","0","2018-05-24 20:33:00"
"7549","2","25","48","71.6","0","0","2018-05-24 20:33:00"
"7550","5","23","68","18.47","0","0","2018-05-24 20:34:00"
"7551","2","25","48","71.6","0","0","2018-05-24 20:34:00"
"7552","5","23","68","17.99","0","0","2018-05-24 20:35:00"
"7553","2","25","48","71.6","0","0","2018-05-24 20:35:00"
"7554","5","23","68","18.15","0","0","2018-05-24 20:36:00"
"7555","2","25","48","71.6","0","0","2018-05-24 20:36:00"
"7556","5","23","68","18.15","0","0","2018-05-24 20:37:00"
"7557","2","25","48","71.6","0","0","2018-05-24 20:37:00"
"7558","5","23","68","17.83","0","0","2018-05-24 20:38:00"
"7559","2","25","48","71.6","0","0","2018-05-24 20:38:00"
"7560","5","23","69","17.83","0","0","2018-05-24 20:39:00"
"7561","2","25","49","71.6","0","0","2018-05-24 20:39:00"
"7562","5","23","69","17.99","0","0","2018-05-24 20:40:00"
"7563","5","23","69","18.15","0","0","2018-05-24 20:41:00"
"7564","2","25","49","71.44","0","0","2018-05-24 20:41:00"
"7565","5","23","69","18.31","0","0","2018-05-24 20:42:00"
"7566","2","25","49","71.44","0","0","2018-05-24 20:42:00"
"7567","5","23","69","18.31","0","0","2018-05-24 20:43:00"
"7568","2","25","49","71.44","0","0","2018-05-24 20:43:00"
"7569","5","23","69","17.99","0","0","2018-05-24 20:44:00"
"7570","2","25","49","71.44","0","0","2018-05-24 20:44:00"
"7571","5","23","69","17.99","0","0","2018-05-24 20:45:00"
"7572","2","25","49","71.44","0","0","2018-05-24 20:45:00"
"7573","5","23","69","18.15","0","0","2018-05-24 20:46:00"
"7574","2","25","49","71.44","0","0","2018-05-24 20:46:00"
"7575","5","23","69","18.15","0","0","2018-05-24 20:47:00"
"7576","2","25","49","71.6","0","0","2018-05-24 20:47:00"
"7577","5","23","69","17.99","0","0","2018-05-24 20:48:00"
"7578","2","25","50","71.6","0","0","2018-05-24 20:48:00"
"7579","5","23","69","17.99","0","0","2018-05-24 20:49:00"
"7580","2","25","50","71.44","0","0","2018-05-24 20:49:00"
"7581","5","23","69","18.15","0","0","2018-05-24 20:50:00"
"7582","2","25","50","71.44","0","0","2018-05-24 20:50:00"
"7583","5","23","69","17.99","0","0","2018-05-24 20:51:00"
"7584","2","25","51","71.44","0","0","2018-05-24 20:51:00"
"7585","5","23","69","17.99","0","0","2018-05-24 20:52:00"
"7586","2","25","51","71.44","0","0","2018-05-24 20:52:00"
"7587","5","23","69","18.15","0","0","2018-05-24 20:53:00"
"7588","2","25","52","71.44","0","0","2018-05-24 20:53:00"
"7589","5","23","70","18.31","0","0","2018-05-24 20:54:00"
"7590","2","25","52","71.44","0","0","2018-05-24 20:54:00"
"7591","5","23","70","18.15","0","0","2018-05-24 20:55:00"
"7592","2","25","52","71.6","0","0","2018-05-24 20:55:00"
"7593","5","23","70","18.31","0","0","2018-05-24 20:56:00"
"7594","2","25","52","71.6","0","0","2018-05-24 20:56:00"
"7595","5","23","70","18.15","0","0","2018-05-24 20:57:00"
"7596","2","25","52","71.6","0","0","2018-05-24 20:57:00"
"7597","5","23","70","17.99","0","0","2018-05-24 20:58:00"
"7598","2","25","52","71.44","0","0","2018-05-24 20:58:00"
"7599","5","23","70","18.15","0","0","2018-05-24 20:59:00"
"7600","2","25","52","71.6","0","0","2018-05-24 20:59:00"
"7601","5","23","70","18.15","0","0","2018-05-24 21:01:00"
"7602","2","25","51","71.44","0","0","2018-05-24 21:01:00"
"7603","5","23","71","18.15","0","0","2018-05-24 21:02:00"
"7604","2","25","52","71.44","0","0","2018-05-24 21:02:00"
